"administrative_level_2","administrative_level_3","day","retail_and_recreation","grocery_and_pharmacy","parks","transit_stations","workplaces","residential"
"Panevėžio apskr.","Biržų r.",2021-06-08,NA,NA,NA,NA,-11,-3
"Panevėžio apskr.","Biržų r.",2021-06-09,NA,NA,NA,NA,-13,-2
"Panevėžio apskr.","Biržų r.",2021-06-10,NA,NA,NA,NA,-9,-3
"Panevėžio apskr.","Biržų r.",2021-06-11,NA,NA,NA,NA,-14,-3
"Panevėžio apskr.","Biržų r.",2021-06-12,NA,NA,NA,NA,-2,NA
"Panevėžio apskr.","Biržų r.",2021-06-14,NA,NA,NA,NA,-14,-4
"Panevėžio apskr.","Biržų r.",2021-06-15,NA,NA,NA,NA,-14,-4
"Panevėžio apskr.","Biržų r.",2021-06-16,NA,NA,NA,NA,-17,-5
"Panevėžio apskr.","Biržų r.",2021-06-17,NA,NA,NA,NA,-13,-3
"Panevėžio apskr.","Biržų r.",2021-06-18,NA,NA,NA,NA,-20,-4
"Panevėžio apskr.","Biržų r.",2021-06-19,NA,NA,NA,NA,-3,NA
"Panevėžio apskr.","Biržų r.",2021-06-21,NA,NA,NA,NA,-24,-4
"Panevėžio apskr.","Biržų r.",2021-06-22,NA,NA,NA,NA,-22,-5
"Panevėžio apskr.","Biržų r.",2021-06-23,NA,NA,NA,NA,-23,-9
"Panevėžio apskr.","Biržų r.",2021-06-24,NA,NA,NA,NA,-74,NA
"Panevėžio apskr.","Biržų r.",2021-06-25,NA,NA,NA,NA,-35,NA
"Panevėžio apskr.","Biržų r.",2021-06-26,NA,NA,NA,NA,-1,NA
"Panevėžio apskr.","Biržų r.",2021-06-28,NA,NA,NA,NA,-22,-4
"Panevėžio apskr.","Biržų r.",2021-06-29,NA,NA,NA,NA,-20,-4
"Panevėžio apskr.","Biržų r.",2021-06-30,NA,NA,NA,NA,-17,-7
"Panevėžio apskr.","Biržų r.",2021-07-01,NA,NA,NA,NA,-18,-4
"Panevėžio apskr.","Biržų r.",2021-07-02,NA,NA,NA,NA,-23,-3
"Panevėžio apskr.","Biržų r.",2021-07-03,NA,NA,NA,NA,-2,NA
"Panevėžio apskr.","Biržų r.",2021-07-05,NA,NA,NA,NA,-31,-3
"Panevėžio apskr.","Biržų r.",2021-07-06,NA,NA,NA,NA,-67,NA
"Panevėžio apskr.","Biržų r.",2021-07-07,NA,NA,NA,NA,-22,-4
"Panevėžio apskr.","Biržų r.",2021-07-08,NA,NA,NA,NA,-24,-3
"Panevėžio apskr.","Biržų r.",2021-07-09,NA,NA,NA,NA,-24,-3
"Panevėžio apskr.","Biržų r.",2021-07-10,NA,NA,NA,NA,4,NA
"Panevėžio apskr.","Biržų r.",2021-07-12,NA,NA,NA,NA,-29,-3
"Panevėžio apskr.","Biržų r.",2021-07-13,NA,NA,NA,NA,-25,-2
"Panevėžio apskr.","Biržų r.",2021-07-14,NA,NA,NA,NA,-28,-4
"Panevėžio apskr.","Biržų r.",2021-07-15,NA,NA,NA,NA,-25,-4
"Panevėžio apskr.","Biržų r.",2021-07-16,NA,NA,NA,NA,-31,-4
"Panevėžio apskr.","Biržų r.",2021-07-17,NA,NA,NA,NA,8,NA
"Panevėžio apskr.","Biržų r.",2021-07-19,NA,NA,NA,NA,-29,-4
"Panevėžio apskr.","Biržų r.",2021-07-20,NA,NA,NA,NA,-27,-3
"Panevėžio apskr.","Biržų r.",2021-07-21,NA,NA,NA,NA,-27,-5
"Panevėžio apskr.","Biržų r.",2021-07-22,NA,NA,NA,NA,-25,-3
"Panevėžio apskr.","Biržų r.",2021-07-23,NA,NA,NA,NA,-27,-4
"Panevėžio apskr.","Biržų r.",2021-07-24,NA,NA,NA,NA,3,NA
"Panevėžio apskr.","Biržų r.",2021-07-26,NA,NA,NA,NA,-27,-4
"Panevėžio apskr.","Biržų r.",2021-07-27,NA,NA,NA,NA,-26,-2
"Panevėžio apskr.","Biržų r.",2021-07-28,NA,NA,NA,NA,-24,-3
"Panevėžio apskr.","Biržų r.",2021-07-29,NA,NA,NA,NA,-24,-1
"Panevėžio apskr.","Biržų r.",2021-07-30,NA,NA,NA,NA,-27,-4
"Panevėžio apskr.","Biržų r.",2021-07-31,NA,NA,NA,NA,14,NA
"Panevėžio apskr.","Biržų r.",2021-08-02,NA,NA,NA,NA,-25,0
"Panevėžio apskr.","Biržų r.",2021-08-03,NA,NA,NA,NA,-21,-3
"Panevėžio apskr.","Biržų r.",2021-08-04,NA,NA,NA,NA,-23,-3
"Panevėžio apskr.","Biržų r.",2021-08-05,NA,NA,NA,NA,-22,-3
"Panevėžio apskr.","Biržų r.",2021-08-06,NA,NA,NA,NA,-27,1
"Panevėžio apskr.","Biržų r.",2021-08-07,NA,NA,NA,NA,11,NA
"Panevėžio apskr.","Biržų r.",2021-08-09,NA,NA,NA,NA,-23,-1
"Panevėžio apskr.","Biržų r.",2021-08-10,NA,NA,NA,NA,-25,-3
"Panevėžio apskr.","Biržų r.",2021-08-11,NA,NA,NA,NA,-20,-3
"Panevėžio apskr.","Biržų r.",2021-08-12,NA,NA,NA,NA,-18,-2
"Panevėžio apskr.","Biržų r.",2021-08-13,NA,NA,NA,NA,-21,-5
"Panevėžio apskr.","Biržų r.",2021-08-14,NA,NA,NA,NA,4,NA
"Panevėžio apskr.","Biržų r.",2021-08-16,NA,NA,NA,NA,-21,-4
"Panevėžio apskr.","Biržų r.",2021-08-17,NA,NA,NA,NA,-21,-4
"Panevėžio apskr.","Biržų r.",2021-08-18,NA,NA,NA,NA,-19,-4
"Panevėžio apskr.","Biržų r.",2021-08-19,NA,NA,NA,NA,-17,-1
"Panevėžio apskr.","Biržų r.",2021-08-20,NA,NA,NA,NA,-20,-4
"Panevėžio apskr.","Biržų r.",2021-08-21,NA,NA,NA,NA,8,NA
"Panevėžio apskr.","Biržų r.",2021-08-23,NA,NA,NA,NA,-19,-4
"Panevėžio apskr.","Biržų r.",2021-08-24,NA,NA,NA,NA,-19,-3
"Panevėžio apskr.","Biržų r.",2021-08-25,NA,NA,NA,NA,-19,-1
"Panevėžio apskr.","Biržų r.",2021-08-26,NA,NA,NA,NA,-18,0
"Panevėžio apskr.","Biržų r.",2021-08-27,NA,NA,NA,NA,-18,1
"Panevėžio apskr.","Biržų r.",2021-08-28,NA,NA,NA,NA,14,NA
"Panevėžio apskr.","Biržų r.",2021-08-30,NA,NA,NA,NA,-16,-3
"Panevėžio apskr.","Biržų r.",2021-08-31,NA,NA,NA,NA,-17,0
"Panevėžio apskr.","Kupiškio r.",2021-01-01,NA,NA,NA,NA,-84,NA
"Panevėžio apskr.","Kupiškio r.",2021-01-04,NA,NA,NA,NA,-32,NA
"Panevėžio apskr.","Kupiškio r.",2021-01-05,NA,NA,NA,NA,-31,NA
"Panevėžio apskr.","Kupiškio r.",2021-01-06,NA,NA,NA,NA,-33,NA
"Panevėžio apskr.","Kupiškio r.",2021-01-07,NA,NA,NA,NA,-30,NA
"Panevėžio apskr.","Kupiškio r.",2021-01-08,NA,NA,NA,NA,-31,NA
"Panevėžio apskr.","Kupiškio r.",2021-01-11,NA,NA,NA,NA,-31,NA
"Panevėžio apskr.","Kupiškio r.",2021-01-12,NA,NA,NA,NA,-32,NA
"Panevėžio apskr.","Kupiškio r.",2021-01-13,NA,NA,NA,NA,-31,NA
"Panevėžio apskr.","Kupiškio r.",2021-01-14,NA,NA,NA,NA,-29,NA
"Panevėžio apskr.","Kupiškio r.",2021-01-15,NA,NA,NA,NA,-33,NA
"Panevėžio apskr.","Kupiškio r.",2021-01-18,NA,NA,NA,NA,-33,NA
"Panevėžio apskr.","Kupiškio r.",2021-01-19,NA,NA,NA,NA,-33,NA
"Panevėžio apskr.","Kupiškio r.",2021-01-20,NA,NA,NA,NA,-33,NA
"Panevėžio apskr.","Kupiškio r.",2021-01-21,NA,NA,NA,NA,-29,NA
"Panevėžio apskr.","Kupiškio r.",2021-01-22,NA,NA,NA,NA,-28,NA
"Panevėžio apskr.","Kupiškio r.",2021-01-25,NA,NA,NA,NA,-26,NA
"Panevėžio apskr.","Kupiškio r.",2021-01-26,NA,NA,NA,NA,-32,NA
"Panevėžio apskr.","Kupiškio r.",2021-01-27,NA,NA,NA,NA,-36,NA
"Panevėžio apskr.","Kupiškio r.",2021-01-28,NA,NA,NA,NA,-29,NA
"Panevėžio apskr.","Kupiškio r.",2021-01-29,NA,NA,NA,NA,-26,NA
"Panevėžio apskr.","Kupiškio r.",2021-02-01,NA,NA,NA,NA,-26,NA
"Panevėžio apskr.","Kupiškio r.",2021-02-02,NA,NA,NA,NA,-25,NA
"Panevėžio apskr.","Kupiškio r.",2021-02-03,NA,NA,NA,NA,-29,NA
"Panevėžio apskr.","Kupiškio r.",2021-02-04,NA,NA,NA,NA,-27,NA
"Panevėžio apskr.","Kupiškio r.",2021-02-05,NA,NA,NA,NA,-23,NA
"Panevėžio apskr.","Kupiškio r.",2021-02-08,NA,NA,NA,NA,-27,NA
"Panevėžio apskr.","Kupiškio r.",2021-02-09,NA,NA,NA,NA,-26,NA
"Panevėžio apskr.","Kupiškio r.",2021-02-10,NA,NA,NA,NA,-21,NA
"Panevėžio apskr.","Kupiškio r.",2021-02-11,NA,NA,NA,NA,-24,NA
"Panevėžio apskr.","Kupiškio r.",2021-02-12,NA,NA,NA,NA,-25,NA
"Panevėžio apskr.","Kupiškio r.",2021-02-15,NA,NA,NA,NA,-28,NA
"Panevėžio apskr.","Kupiškio r.",2021-02-16,NA,NA,NA,NA,-67,NA
"Panevėžio apskr.","Kupiškio r.",2021-02-17,NA,NA,NA,NA,-23,NA
"Panevėžio apskr.","Kupiškio r.",2021-02-18,NA,NA,NA,NA,-22,NA
"Panevėžio apskr.","Kupiškio r.",2021-02-19,NA,NA,NA,NA,-20,NA
"Panevėžio apskr.","Kupiškio r.",2021-02-22,NA,NA,NA,NA,-20,NA
"Panevėžio apskr.","Kupiškio r.",2021-02-23,NA,NA,NA,NA,-19,NA
"Panevėžio apskr.","Kupiškio r.",2021-02-24,NA,NA,NA,NA,-16,NA
"Panevėžio apskr.","Kupiškio r.",2021-02-25,NA,NA,NA,NA,-18,NA
"Panevėžio apskr.","Kupiškio r.",2021-02-26,NA,NA,NA,NA,-17,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-01,NA,NA,NA,NA,-18,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-02,NA,NA,NA,NA,-16,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-03,NA,NA,NA,NA,-17,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-04,NA,NA,NA,NA,-20,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-05,NA,NA,NA,NA,-15,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-08,NA,NA,NA,NA,-20,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-09,NA,NA,NA,NA,-20,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-10,NA,NA,NA,NA,-19,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-11,NA,NA,NA,NA,-65,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-12,NA,NA,NA,NA,-28,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-15,NA,NA,NA,NA,-26,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-16,NA,NA,NA,NA,-17,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-17,NA,NA,NA,NA,-22,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-18,NA,NA,NA,NA,-21,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-19,NA,NA,NA,NA,-17,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-22,NA,NA,NA,NA,-19,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-23,NA,NA,NA,NA,-18,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-24,NA,NA,NA,NA,-18,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-25,NA,NA,NA,NA,-19,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-26,NA,NA,NA,NA,-12,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-29,NA,NA,NA,NA,-17,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-30,NA,NA,NA,NA,-15,NA
"Panevėžio apskr.","Kupiškio r.",2021-03-31,NA,NA,NA,NA,-16,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-01,NA,NA,NA,NA,-16,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-02,NA,NA,NA,NA,-14,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-05,NA,NA,NA,NA,-74,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-06,NA,NA,NA,NA,-25,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-07,NA,NA,NA,NA,-20,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-08,NA,NA,NA,NA,-18,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-09,NA,NA,NA,NA,-15,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-12,NA,NA,NA,NA,-13,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-13,NA,NA,NA,NA,-13,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-14,NA,NA,NA,NA,-17,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-15,NA,NA,NA,NA,-20,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-16,NA,NA,NA,NA,-13,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-19,NA,NA,NA,NA,-13,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-20,NA,NA,NA,NA,-11,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-21,NA,NA,NA,NA,-12,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-22,NA,NA,NA,NA,-12,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-23,NA,NA,NA,NA,-15,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-26,NA,NA,NA,NA,-14,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-27,NA,NA,NA,NA,-15,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-28,NA,NA,NA,NA,-11,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-29,NA,NA,NA,NA,-14,NA
"Panevėžio apskr.","Kupiškio r.",2021-04-30,NA,NA,NA,NA,-13,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-03,NA,NA,NA,NA,-28,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-04,NA,NA,NA,NA,-20,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-05,NA,NA,NA,NA,-17,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-06,NA,NA,NA,NA,-15,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-07,NA,NA,NA,NA,-13,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-10,NA,NA,NA,NA,-13,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-11,NA,NA,NA,NA,-11,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-12,NA,NA,NA,NA,-8,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-13,NA,NA,NA,NA,-10,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-14,NA,NA,NA,NA,-8,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-17,NA,NA,NA,NA,-10,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-18,NA,NA,NA,NA,-9,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-19,NA,NA,NA,NA,-8,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-20,NA,NA,NA,NA,-10,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-21,NA,NA,NA,NA,-4,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-24,NA,NA,NA,NA,-9,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-25,NA,NA,NA,NA,-12,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-26,NA,NA,NA,NA,-11,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-27,NA,NA,NA,NA,-7,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-28,NA,NA,NA,NA,-10,NA
"Panevėžio apskr.","Kupiškio r.",2021-05-31,NA,NA,NA,NA,-8,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-01,NA,NA,NA,NA,-9,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-02,NA,NA,NA,NA,-6,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-03,NA,NA,NA,NA,-5,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-04,NA,NA,NA,NA,-5,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-07,NA,NA,NA,NA,-2,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-08,NA,NA,NA,NA,-10,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-09,NA,NA,NA,NA,-3,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-10,NA,NA,NA,NA,-3,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-11,NA,NA,NA,NA,-6,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-14,NA,NA,NA,NA,-8,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-15,NA,NA,NA,NA,-9,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-16,NA,NA,NA,NA,-12,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-17,NA,NA,NA,NA,-11,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-18,NA,NA,NA,NA,-11,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-21,NA,NA,NA,NA,-17,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-22,NA,NA,NA,NA,-13,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-23,NA,NA,NA,NA,-16,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-24,NA,NA,NA,NA,-71,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-25,NA,NA,NA,NA,-34,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-28,NA,NA,NA,NA,-18,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-29,NA,NA,NA,NA,-15,NA
"Panevėžio apskr.","Kupiškio r.",2021-06-30,NA,NA,NA,NA,-14,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-01,NA,NA,NA,NA,-14,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-02,NA,NA,NA,NA,-14,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-05,NA,NA,NA,NA,-31,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-06,NA,NA,NA,NA,-71,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-07,NA,NA,NA,NA,-21,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-08,NA,NA,NA,NA,-19,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-09,NA,NA,NA,NA,-19,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-12,NA,NA,NA,NA,-24,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-13,NA,NA,NA,NA,-24,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-14,NA,NA,NA,NA,-22,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-15,NA,NA,NA,NA,-23,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-16,NA,NA,NA,NA,-24,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-19,NA,NA,NA,NA,-19,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-20,NA,NA,NA,NA,-23,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-21,NA,NA,NA,NA,-20,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-22,NA,NA,NA,NA,-20,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-23,NA,NA,NA,NA,-22,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-26,NA,NA,NA,NA,-23,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-27,NA,NA,NA,NA,-20,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-28,NA,NA,NA,NA,-16,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-29,NA,NA,NA,NA,-17,NA
"Panevėžio apskr.","Kupiškio r.",2021-07-30,NA,NA,NA,NA,-18,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-02,NA,NA,NA,NA,-20,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-03,NA,NA,NA,NA,-16,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-04,NA,NA,NA,NA,-15,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-05,NA,NA,NA,NA,-18,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-06,NA,NA,NA,NA,-18,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-09,NA,NA,NA,NA,-16,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-10,NA,NA,NA,NA,-20,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-11,NA,NA,NA,NA,-17,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-12,NA,NA,NA,NA,-14,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-13,NA,NA,NA,NA,-13,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-16,NA,NA,NA,NA,-11,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-17,NA,NA,NA,NA,-16,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-18,NA,NA,NA,NA,-13,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-19,NA,NA,NA,NA,-13,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-20,NA,NA,NA,NA,-12,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-23,NA,NA,NA,NA,-8,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-24,NA,NA,NA,NA,-9,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-25,NA,NA,NA,NA,-10,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-26,NA,NA,NA,NA,-9,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-27,NA,NA,NA,NA,-4,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-30,NA,NA,NA,NA,2,NA
"Panevėžio apskr.","Kupiškio r.",2021-08-31,NA,NA,NA,NA,0,NA
"Panevėžio apskr.","Panevėžio m.",2021-01-01,-91,-71,-21,-85,-90,35
"Panevėžio apskr.","Panevėžio m.",2021-01-02,-79,-33,13,-52,-49,16
"Panevėžio apskr.","Panevėžio m.",2021-01-03,-75,-21,63,-41,-32,11
"Panevėžio apskr.","Panevėžio m.",2021-01-04,-61,5,4,-36,-38,16
"Panevėžio apskr.","Panevėžio m.",2021-01-05,-64,-1,3,-40,-38,17
"Panevėžio apskr.","Panevėžio m.",2021-01-06,-64,0,7,-36,-39,17
"Panevėžio apskr.","Panevėžio m.",2021-01-07,-63,-4,7,-33,-37,17
"Panevėžio apskr.","Panevėžio m.",2021-01-08,-64,-2,33,-44,-38,17
"Panevėžio apskr.","Panevėžio m.",2021-01-09,-70,-10,75,-34,-27,10
"Panevėžio apskr.","Panevėžio m.",2021-01-10,-72,-13,NA,-28,-27,8
"Panevėžio apskr.","Panevėžio m.",2021-01-11,-61,5,11,-38,-36,15
"Panevėžio apskr.","Panevėžio m.",2021-01-12,-63,3,-1,-43,-36,16
"Panevėžio apskr.","Panevėžio m.",2021-01-13,-64,2,1,-39,-35,15
"Panevėžio apskr.","Panevėžio m.",2021-01-14,-63,3,-13,-35,-37,14
"Panevėžio apskr.","Panevėžio m.",2021-01-15,-66,-6,-42,-43,-38,16
"Panevėžio apskr.","Panevėžio m.",2021-01-16,-75,-19,-39,-42,-28,11
"Panevėžio apskr.","Panevėžio m.",2021-01-17,-78,-28,-25,-38,-27,9
"Panevėžio apskr.","Panevėžio m.",2021-01-18,-64,-5,-35,-36,-38,16
"Panevėžio apskr.","Panevėžio m.",2021-01-19,-64,0,-18,-43,-37,15
"Panevėžio apskr.","Panevėžio m.",2021-01-20,-65,0,-24,-42,-36,16
"Panevėžio apskr.","Panevėžio m.",2021-01-21,-63,-1,-18,-33,-35,15
"Panevėžio apskr.","Panevėžio m.",2021-01-22,-64,1,-24,-40,-34,16
"Panevėžio apskr.","Panevėžio m.",2021-01-23,-70,-10,-10,-36,-20,10
"Panevėžio apskr.","Panevėžio m.",2021-01-24,-74,-19,-20,-36,-26,8
"Panevėžio apskr.","Panevėžio m.",2021-01-25,-59,5,-6,-33,-35,14
"Panevėžio apskr.","Panevėžio m.",2021-01-26,-66,-8,-32,-43,-34,15
"Panevėžio apskr.","Panevėžio m.",2021-01-27,-65,-3,-16,-35,-36,16
"Panevėžio apskr.","Panevėžio m.",2021-01-28,-61,0,-5,-28,-34,15
"Panevėžio apskr.","Panevėžio m.",2021-01-29,-63,2,-15,-37,-32,15
"Panevėžio apskr.","Panevėžio m.",2021-01-30,-70,-7,19,-34,-18,9
"Panevėžio apskr.","Panevėžio m.",2021-01-31,-72,-14,58,-35,-20,7
"Panevėžio apskr.","Panevėžio m.",2021-02-01,-60,2,-8,-34,-32,14
"Panevėžio apskr.","Panevėžio m.",2021-02-02,-62,2,-15,-41,-32,14
"Panevėžio apskr.","Panevėžio m.",2021-02-03,-61,5,18,-32,-31,14
"Panevėžio apskr.","Panevėžio m.",2021-02-04,-61,-1,-23,-32,-32,14
"Panevėžio apskr.","Panevėžio m.",2021-02-05,-62,3,-21,-38,-31,15
"Panevėžio apskr.","Panevėžio m.",2021-02-06,-71,-10,-21,-33,-22,10
"Panevėžio apskr.","Panevėžio m.",2021-02-07,-73,-18,30,-27,-24,7
"Panevėžio apskr.","Panevėžio m.",2021-02-08,-61,2,-33,-33,-31,14
"Panevėžio apskr.","Panevėžio m.",2021-02-09,-61,4,-28,-35,-31,15
"Panevėžio apskr.","Panevėžio m.",2021-02-10,-60,12,-27,-33,-31,14
"Panevėžio apskr.","Panevėžio m.",2021-02-11,-58,10,-24,-29,-30,14
"Panevėžio apskr.","Panevėžio m.",2021-02-12,-59,8,-37,-34,-30,15
"Panevėžio apskr.","Panevėžio m.",2021-02-13,-64,5,1,-22,-16,8
"Panevėžio apskr.","Panevėžio m.",2021-02-14,-64,6,75,-16,-15,5
"Panevėžio apskr.","Panevėžio m.",2021-02-15,-45,29,16,-16,-35,12
"Panevėžio apskr.","Panevėžio m.",2021-02-16,-65,-5,NA,-51,-76,24
"Panevėžio apskr.","Panevėžio m.",2021-02-17,-51,12,-3,-20,-28,11
"Panevėžio apskr.","Panevėžio m.",2021-02-18,-52,10,-18,-20,-28,12
"Panevėžio apskr.","Panevėžio m.",2021-02-19,-55,11,-17,-27,-27,13
"Panevėžio apskr.","Panevėžio m.",2021-02-20,-60,4,9,-16,-10,8
"Panevėžio apskr.","Panevėžio m.",2021-02-21,-63,-4,78,-13,-16,5
"Panevėžio apskr.","Panevėžio m.",2021-02-22,-48,18,32,-19,-26,11
"Panevėžio apskr.","Panevėžio m.",2021-02-23,-50,14,-7,-26,-25,11
"Panevėžio apskr.","Panevėžio m.",2021-02-24,-54,13,-12,-25,-25,12
"Panevėžio apskr.","Panevėžio m.",2021-02-25,-51,15,-5,-20,-25,11
"Panevėžio apskr.","Panevėžio m.",2021-02-26,-54,12,-22,-27,-23,12
"Panevėžio apskr.","Panevėžio m.",2021-02-27,-57,11,22,-13,-1,5
"Panevėžio apskr.","Panevėžio m.",2021-02-28,-60,4,55,-3,-8,4
"Panevėžio apskr.","Panevėžio m.",2021-03-01,-46,15,32,-19,-23,10
"Panevėžio apskr.","Panevėžio m.",2021-03-02,-49,15,46,-26,-24,10
"Panevėžio apskr.","Panevėžio m.",2021-03-03,-49,16,28,-18,-24,10
"Panevėžio apskr.","Panevėžio m.",2021-03-04,-51,10,6,-14,-24,11
