"administrative_level_2","day","retail_and_recreation","grocery_and_pharmacy","parks","transit_stations","workplaces","residential"
"Marijampolės apskr.",2020-11-22,-44,4,-11,-43,-17,3
"Marijampolės apskr.",2020-11-23,-37,6,NA,-29,-30,6
"Marijampolės apskr.",2020-11-24,-38,10,-13,-34,-30,6
"Marijampolės apskr.",2020-11-25,-36,12,NA,-26,-28,6
"Marijampolės apskr.",2020-11-26,-36,10,NA,-31,-29,6
"Marijampolės apskr.",2020-11-27,-38,6,-5,-30,-27,6
"Marijampolės apskr.",2020-11-28,-34,8,-6,-36,-15,2
"Marijampolės apskr.",2020-11-29,-42,10,NA,-39,-22,2
"Marijampolės apskr.",2020-11-30,-34,12,NA,-28,-30,6
"Marijampolės apskr.",2020-12-01,-33,16,NA,-29,-27,6
"Marijampolės apskr.",2020-12-02,-35,8,NA,-22,-27,7
"Marijampolės apskr.",2020-12-03,-35,7,NA,-33,-28,7
"Marijampolės apskr.",2020-12-04,-37,4,5,-30,-26,7
"Marijampolės apskr.",2020-12-05,-31,12,41,-31,-9,3
"Marijampolės apskr.",2020-12-06,-41,7,NA,-41,-16,3
"Marijampolės apskr.",2020-12-07,-32,6,NA,-29,-30,6
"Marijampolės apskr.",2020-12-08,-32,15,NA,-30,-29,7
"Marijampolės apskr.",2020-12-09,-37,3,NA,-28,-31,8
"Marijampolės apskr.",2020-12-10,-34,10,NA,-30,-32,8
"Marijampolės apskr.",2020-12-11,-36,7,14,-29,-31,8
"Marijampolės apskr.",2020-12-12,-33,12,14,-31,-9,4
"Marijampolės apskr.",2020-12-13,-38,17,NA,-34,-12,3
"Marijampolės apskr.",2020-12-14,-14,33,NA,-15,-33,5
"Marijampolės apskr.",2020-12-15,-7,41,NA,-9,-35,4
"Marijampolės apskr.",2020-12-16,-56,-8,NA,-41,-41,12
"Marijampolės apskr.",2020-12-17,-55,1,NA,-35,-40,11
"Marijampolės apskr.",2020-12-18,-56,-6,-20,-40,-40,14
"Marijampolės apskr.",2020-12-19,-60,-11,-21,-50,-26,10
"Marijampolės apskr.",2020-12-20,-59,-4,7,-47,-23,8
"Marijampolės apskr.",2020-12-21,-48,20,NA,-35,-42,11
"Marijampolės apskr.",2020-12-22,-37,41,-17,-30,-43,10
"Marijampolės apskr.",2020-12-23,-37,46,NA,-23,-47,11
"Marijampolės apskr.",2020-12-24,-75,-25,-31,-57,-82,25
"Marijampolės apskr.",2020-12-25,-87,-89,4,-66,-87,29
"Marijampolės apskr.",2020-12-26,-79,-56,-5,-61,-53,14
"Marijampolės apskr.",2020-12-27,-59,-29,NA,-52,-28,8
"Marijampolės apskr.",2020-12-28,-51,-2,NA,-44,-53,15
"Marijampolės apskr.",2020-12-29,-50,10,NA,-46,-53,15
"Marijampolės apskr.",2020-12-30,-42,33,NA,-41,-52,13
"Marijampolės apskr.",2020-12-31,-54,20,NA,-50,-61,16
"Panevėžio apskr.",2020-02-15,0,8,15,9,1,-2
"Panevėžio apskr.",2020-02-16,15,6,30,10,-1,-1
"Panevėžio apskr.",2020-02-17,2,3,20,-6,-16,3
"Panevėžio apskr.",2020-02-18,3,7,23,-5,-15,3
"Panevėžio apskr.",2020-02-19,1,4,16,-5,-17,2
"Panevėžio apskr.",2020-02-20,0,5,18,-5,-18,2
"Panevėžio apskr.",2020-02-21,-2,0,-2,-11,-17,4
"Panevėžio apskr.",2020-02-22,-1,-1,-14,12,-2,0
"Panevėžio apskr.",2020-02-23,11,5,7,8,-1,0
"Panevėžio apskr.",2020-02-24,1,2,18,-1,2,0
"Panevėžio apskr.",2020-02-25,-6,-1,2,-8,2,1
"Panevėžio apskr.",2020-02-26,-2,2,13,-4,2,0
"Panevėžio apskr.",2020-02-27,-6,6,-4,-2,1,0
"Panevėžio apskr.",2020-02-28,-5,8,-4,-6,1,1
"Panevėžio apskr.",2020-02-29,-5,2,4,5,3,0
"Panevėžio apskr.",2020-03-01,-2,-1,26,10,2,1
"Panevėžio apskr.",2020-03-02,-4,1,22,-2,3,0
"Panevėžio apskr.",2020-03-03,-5,0,24,0,3,0
"Panevėžio apskr.",2020-03-04,-4,0,7,-9,2,1
"Panevėžio apskr.",2020-03-05,-4,0,21,2,2,0
"Panevėžio apskr.",2020-03-06,-2,5,29,-1,2,-1
"Panevėžio apskr.",2020-03-07,-1,8,-3,2,1,0
"Panevėžio apskr.",2020-03-08,12,26,44,NA,6,-2
"Panevėžio apskr.",2020-03-09,-2,0,29,-3,1,0
"Panevėžio apskr.",2020-03-10,16,17,33,6,1,-2
"Panevėžio apskr.",2020-03-11,-19,-19,17,-44,-72,19
"Panevėžio apskr.",2020-03-12,-3,10,-9,-2,0,0
"Panevėžio apskr.",2020-03-13,-11,9,-12,-11,-16,5
"Panevėžio apskr.",2020-03-14,-20,4,-15,-5,-5,4
"Panevėžio apskr.",2020-03-15,-2,26,47,-4,-2,NA
"Panevėžio apskr.",2020-03-16,-44,-17,-2,-48,-31,13
"Panevėžio apskr.",2020-03-17,-50,-25,35,-46,-38,14
"Panevėžio apskr.",2020-03-18,-54,-29,7,-54,-42,15
"Panevėžio apskr.",2020-03-19,-54,-28,23,-51,-43,15
"Panevėžio apskr.",2020-03-20,-60,-10,1,-56,-43,18
"Panevėžio apskr.",2020-03-21,-66,-23,-7,-50,-33,11
"Panevėžio apskr.",2020-03-22,-65,-21,6,-52,-26,NA
"Panevėžio apskr.",2020-03-23,-60,-14,26,-59,-43,17
"Panevėžio apskr.",2020-03-24,-63,-18,27,-60,-45,17
"Panevėžio apskr.",2020-03-25,-64,-24,26,-56,-45,17
"Panevėžio apskr.",2020-03-26,-64,-22,21,-58,-47,17
"Panevėžio apskr.",2020-03-27,-63,-22,16,-57,-46,18
"Panevėžio apskr.",2020-03-28,-67,-28,33,-47,-29,7
"Panevėžio apskr.",2020-03-29,-70,-36,-32,-62,-26,NA
"Panevėžio apskr.",2020-03-30,-61,-24,11,-62,-47,18
"Panevėžio apskr.",2020-03-31,-60,-22,9,-61,-46,18
"Panevėžio apskr.",2020-04-01,-65,-28,-26,-63,-48,20
"Panevėžio apskr.",2020-04-02,-65,-28,-26,-64,-49,20
"Panevėžio apskr.",2020-04-03,-62,-22,-24,-65,-48,21
"Panevėžio apskr.",2020-04-04,-66,-28,-8,-52,-29,10
"Panevėžio apskr.",2020-04-05,-61,-19,47,-46,-21,NA
"Panevėžio apskr.",2020-04-06,-56,-20,60,-52,-46,15
"Panevėžio apskr.",2020-04-07,-54,-8,62,-51,-46,14
"Panevėžio apskr.",2020-04-08,-53,-6,57,-50,-47,14
"Panevėžio apskr.",2020-04-09,-48,12,3,-53,-48,16
"Panevėžio apskr.",2020-04-10,-50,11,2,-56,-48,17
"Panevėžio apskr.",2020-04-11,-68,-25,-21,-59,-36,NA
"Panevėžio apskr.",2020-04-12,-91,-86,-27,-71,-40,NA
"Panevėžio apskr.",2020-04-13,-80,-56,-12,-81,-85,29
"Panevėžio apskr.",2020-04-14,-57,-18,-5,-56,-47,17
"Panevėžio apskr.",2020-04-15,-57,-14,1,-56,-48,18
"Panevėžio apskr.",2020-04-16,-53,-11,-5,-55,-47,18
"Panevėžio apskr.",2020-04-17,-50,-7,-9,-54,-44,18
"Panevėžio apskr.",2020-04-18,-54,-27,16,-43,-19,7
"Panevėžio apskr.",2020-04-19,-52,-27,41,-44,-17,NA
"Panevėžio apskr.",2020-04-20,-47,-25,44,-53,-44,15
"Panevėžio apskr.",2020-04-21,-45,-21,69,-51,-43,13
"Panevėžio apskr.",2020-04-22,-44,-20,77,-54,-42,12
"Panevėžio apskr.",2020-04-23,-43,-17,63,-50,-43,12
"Panevėžio apskr.",2020-04-24,-44,-15,40,-55,-41,12
"Panevėžio apskr.",2020-04-25,-42,-16,40,-35,-15,3
"Panevėžio apskr.",2020-04-26,-41,-16,47,-31,-13,NA
"Panevėžio apskr.",2020-04-27,-35,-13,74,-48,-39,11
"Panevėžio apskr.",2020-04-28,-38,-13,65,-51,-39,10
"Panevėžio apskr.",2020-04-29,-36,-9,44,-47,-39,12
"Panevėžio apskr.",2020-04-30,-25,7,78,-32,-37,8
"Panevėžio apskr.",2020-05-01,-45,-12,86,-59,-73,16
"Panevėžio apskr.",2020-05-02,-34,-3,32,-34,-17,4
"Panevėžio apskr.",2020-05-03,-23,24,100,-22,0,-2
"Panevėžio apskr.",2020-05-04,-35,-19,84,-50,-36,10
"Panevėžio apskr.",2020-05-05,-34,-11,50,-49,-36,11
"Panevėžio apskr.",2020-05-06,-32,-6,67,-45,-35,11
"Panevėžio apskr.",2020-05-07,-32,-1,49,-46,-35,10
"Panevėžio apskr.",2020-05-08,-31,2,67,-47,-32,9
"Panevėžio apskr.",2020-05-09,-29,3,88,-28,0,-3
"Panevėžio apskr.",2020-05-10,-23,NA,147,-33,7,-5
"Panevėžio apskr.",2020-05-11,-29,-1,2,-52,-35,12
"Panevėžio apskr.",2020-05-12,-28,3,22,-42,-34,12
"Panevėžio apskr.",2020-05-13,-28,3,25,-43,-33,12
"Panevėžio apskr.",2020-05-14,-27,6,54,-37,-32,9
"Panevėžio apskr.",2020-05-15,-29,9,40,-40,-30,9
"Panevėžio apskr.",2020-05-16,-27,12,37,-25,-1,0
"Panevėžio apskr.",2020-05-17,-27,NA,37,-47,2,1
"Panevėžio apskr.",2020-05-18,-23,4,63,-43,-28,9
"Panevėžio apskr.",2020-05-19,-23,4,60,-39,-27,9
"Panevėžio apskr.",2020-05-20,-19,11,76,-36,-28,7
"Panevėžio apskr.",2020-05-21,-25,10,21,-40,-29,9
"Panevėžio apskr.",2020-05-22,-25,16,74,-36,-25,6
"Panevėžio apskr.",2020-05-23,-29,18,124,-15,11,-6
"Panevėžio apskr.",2020-05-24,-26,NA,44,-39,5,-1
"Panevėžio apskr.",2020-05-25,-24,9,86,-42,-27,6
"Panevėžio apskr.",2020-05-26,-23,12,101,-38,-23,5
"Panevėžio apskr.",2020-05-27,-22,16,108,-30,-23,4
"Panevėžio apskr.",2020-05-28,-22,19,67,-32,-23,5
"Panevėžio apskr.",2020-05-29,-24,18,57,-36,-23,4
"Panevėžio apskr.",2020-05-30,-26,17,96,-18,13,-5
"Panevėžio apskr.",2020-05-31,-21,NA,NA,-25,24,-7
"Panevėžio apskr.",2020-06-01,-18,14,71,-37,-21,4
"Panevėžio apskr.",2020-06-02,-19,15,81,-35,-19,4
"Panevėžio apskr.",2020-06-03,-20,19,90,-29,-20,4
"Panevėžio apskr.",2020-06-04,-19,21,80,-28,-20,3
"Panevėžio apskr.",2020-06-05,-20,23,88,-26,-18,0
"Panevėžio apskr.",2020-06-06,-19,26,126,-3,16,-6
"Panevėžio apskr.",2020-06-07,-16,NA,151,-7,25,-9
"Panevėžio apskr.",2020-06-08,-24,9,57,-34,-21,3
"Panevėžio apskr.",2020-06-09,-18,16,56,-27,-19,3
"Panevėžio apskr.",2020-06-10,-15,22,87,-21,-18,1
"Panevėžio apskr.",2020-06-11,-14,26,78,-18,-19,1
"Panevėžio apskr.",2020-06-12,-18,25,85,-20,-18,-2
"Panevėžio apskr.",2020-06-13,-23,17,120,0,16,-9
"Panevėžio apskr.",2020-06-14,-19,NA,82,-15,17,-7
"Panevėžio apskr.",2020-06-15,-15,20,69,-25,-21,2
"Panevėžio apskr.",2020-06-16,-13,22,NA,-14,-18,-1
"Panevėžio apskr.",2020-06-17,-13,29,107,-14,-18,-2
"Panevėžio apskr.",2020-06-18,-15,27,94,-18,-19,-2
"Panevėžio apskr.",2020-06-19,-17,24,84,-18,-19,-3
"Panevėžio apskr.",2020-06-20,-24,16,108,-8,13,-10
"Panevėžio apskr.",2020-06-21,-15,NA,NA,0,22,-11
"Panevėžio apskr.",2020-06-22,-4,32,NA,-13,-22,-2
"Panevėžio apskr.",2020-06-23,3,51,NA,3,-22,-7
"Panevėžio apskr.",2020-06-24,-38,3,NA,-43,-69,4
"Panevėžio apskr.",2020-06-25,-14,29,112,-14,-24,-2
"Panevėžio apskr.",2020-06-26,-19,24,104,-24,-25,-2
"Panevėžio apskr.",2020-06-27,-26,12,143,-5,9,-10
"Panevėžio apskr.",2020-06-28,-17,NA,150,-2,18,-12
"Panevėžio apskr.",2020-06-29,-11,28,95,-12,-23,0
"Panevėžio apskr.",2020-06-30,-10,24,80,-16,-22,2
"Panevėžio apskr.",2020-07-01,-13,25,82,-16,-22,1
"Panevėžio apskr.",2020-07-02,-12,29,89,-11,-22,0
"Panevėžio apskr.",2020-07-03,-18,31,91,-15,-22,-2
"Panevėžio apskr.",2020-07-04,-19,24,202,6,9,-10
"Panevėžio apskr.",2020-07-05,-7,NA,NA,0,10,-9
"Panevėžio apskr.",2020-07-06,-30,8,NA,-34,-72,7
"Panevėžio apskr.",2020-07-07,-11,33,NA,-2,-26,0
"Panevėžio apskr.",2020-07-08,-12,33,103,-2,-26,1
"Panevėžio apskr.",2020-07-09,-11,35,106,1,-26,0
"Panevėžio apskr.",2020-07-10,-13,33,63,-10,-27,1
"Panevėžio apskr.",2020-07-11,-12,29,148,21,10,-7
"Panevėžio apskr.",2020-07-12,-5,NA,NA,28,19,-10
"Panevėžio apskr.",2020-07-13,-6,37,NA,-4,-30,0
"Panevėžio apskr.",2020-07-14,-6,34,NA,-1,-29,-1
"Panevėžio apskr.",2020-07-15,-8,38,NA,3,-28,-2
"Panevėžio apskr.",2020-07-16,-11,41,132,6,-29,-2
"Panevėžio apskr.",2020-07-17,-19,30,121,-2,-29,-4
"Panevėžio apskr.",2020-07-18,-25,18,179,20,6,-12
"Panevėžio apskr.",2020-07-19,-17,NA,NA,21,15,-15
"Panevėžio apskr.",2020-07-20,-12,34,NA,-7,-33,-1
"Panevėžio apskr.",2020-07-21,-11,35,NA,-1,-32,1
"Panevėžio apskr.",2020-07-22,-10,34,104,-4,-31,1
"Panevėžio apskr.",2020-07-23,-12,35,82,-1,-31,2
"Panevėžio apskr.",2020-07-24,-17,30,78,-5,-30,1
"Panevėžio apskr.",2020-07-25,-20,21,139,19,6,-8
"Panevėžio apskr.",2020-07-26,-9,NA,NA,29,16,-13
"Panevėžio apskr.",2020-07-27,-11,34,NA,-6,-31,0
"Panevėžio apskr.",2020-07-28,-11,32,NA,-3,-30,0
"Panevėžio apskr.",2020-07-29,-12,34,NA,0,-30,0
"Panevėžio apskr.",2020-07-30,-13,31,79,-2,-31,2
"Panevėžio apskr.",2020-07-31,-12,32,88,-6,-31,1
"Panevėžio apskr.",2020-08-01,-16,23,NA,17,6,-9
"Panevėžio apskr.",2020-08-02,-16,NA,NA,31,16,-11
"Panevėžio apskr.",2020-08-03,-16,23,NA,-9,-30,1
"Panevėžio apskr.",2020-08-04,-16,23,83,-8,-29,3
"Panevėžio apskr.",2020-08-05,-11,30,NA,4,-29,0
"Panevėžio apskr.",2020-08-06,-13,28,146,6,-28,-2
"Panevėžio apskr.",2020-08-07,-20,22,133,-5,-28,-4
"Panevėžio apskr.",2020-08-08,-28,10,166,14,4,-12
"Panevėžio apskr.",2020-08-09,-22,NA,NA,16,14,-15
"Panevėžio apskr.",2020-08-10,-11,30,NA,-7,-30,-1
"Panevėžio apskr.",2020-08-11,-9,31,NA,2,-29,-2
"Panevėžio apskr.",2020-08-12,-7,33,NA,4,-28,-2
"Panevėžio apskr.",2020-08-13,-10,33,144,6,-28,-1
"Panevėžio apskr.",2020-08-14,-11,28,147,8,-27,-3
"Panevėžio apskr.",2020-08-15,-27,15,204,45,0,-11
"Panevėžio apskr.",2020-08-16,-18,NA,NA,29,14,-15
"Panevėžio apskr.",2020-08-17,NA,NA,NA,NA,-30,-2
"Panevėžio apskr.",2020-08-18,NA,NA,NA,NA,-26,-1
"Panevėžio apskr.",2020-08-19,NA,NA,NA,NA,-26,-1
"Panevėžio apskr.",2020-08-20,NA,NA,NA,NA,-27,-1
"Panevėžio apskr.",2020-08-21,NA,NA,NA,NA,-26,-2
"Panevėžio apskr.",2020-08-22,NA,NA,NA,NA,NA,-10
"Panevėžio apskr.",2020-08-23,NA,NA,NA,NA,NA,-10
"Panevėžio apskr.",2020-08-24,NA,NA,NA,NA,-24,0
"Panevėžio apskr.",2020-08-25,NA,NA,NA,NA,-23,0
"Panevėžio apskr.",2020-08-26,NA,NA,NA,NA,-21,0
"Panevėžio apskr.",2020-08-27,NA,NA,NA,NA,-21,0
"Panevėžio apskr.",2020-08-28,NA,NA,NA,NA,-19,-3
"Panevėžio apskr.",2020-08-29,NA,NA,NA,NA,NA,-5
"Panevėžio apskr.",2020-08-30,NA,NA,NA,NA,NA,-6
"Panevėžio apskr.",2020-08-31,NA,NA,NA,NA,-20,2
"Panevėžio apskr.",2020-09-01,NA,NA,NA,NA,-19,-1
"Panevėžio apskr.",2020-09-02,NA,NA,NA,NA,-14,-3
"Panevėžio apskr.",2020-09-03,NA,NA,NA,NA,-15,-3
"Panevėžio apskr.",2020-09-04,NA,NA,NA,NA,-13,-5
"Panevėžio apskr.",2020-09-05,NA,NA,NA,NA,NA,-9
"Panevėžio apskr.",2020-09-06,NA,NA,NA,NA,NA,-7
"Panevėžio apskr.",2020-09-07,NA,NA,NA,NA,-15,-3
"Panevėžio apskr.",2020-09-08,NA,NA,NA,NA,-14,-3
"Panevėžio apskr.",2020-09-09,NA,NA,NA,NA,-10,-5
"Panevėžio apskr.",2020-09-10,NA,NA,NA,NA,-12,-6
"Panevėžio apskr.",2020-09-11,-19,29,100,-2,-12,-8
"Panevėžio apskr.",2020-09-12,-20,16,170,3,9,-13
"Panevėžio apskr.",2020-09-13,-21,38,156,4,10,-12
"Panevėžio apskr.",2020-09-14,-17,32,100,-14,-5,-5
"Panevėžio apskr.",2020-09-15,-15,31,NA,-5,-4,-6
"Panevėžio apskr.",2020-09-16,-20,29,NA,-9,-4,-7
"Panevėžio apskr.",2020-09-17,-22,27,57,-20,-7,-4
"Panevėžio apskr.",2020-09-18,-21,24,89,-14,-5,-5
"Panevėžio apskr.",2020-09-19,-19,18,125,3,10,-9
"Panevėžio apskr.",2020-09-20,-18,41,169,10,14,-9
"Panevėžio apskr.",2020-09-21,-18,29,104,-17,-5,-4
"Panevėžio apskr.",2020-09-22,-19,27,95,-13,-2,-4
"Panevėžio apskr.",2020-09-23,-22,28,86,-12,-1,-4
"Panevėžio apskr.",2020-09-24,-22,26,68,-6,-1,-4
"Panevėžio apskr.",2020-09-25,-21,24,67,-10,-2,-5
"Panevėžio apskr.",2020-09-26,-21,18,107,4,9,-9
"Panevėžio apskr.",2020-09-27,-21,33,132,-2,15,-8
"Panevėžio apskr.",2020-09-28,-24,27,33,-21,-1,-1
"Panevėžio apskr.",2020-09-29,-23,26,59,-14,1,-3
"Panevėžio apskr.",2020-09-30,-20,29,56,-10,0,-4
"Panevėžio apskr.",2020-10-01,-24,27,40,-11,1,-5
"Panevėžio apskr.",2020-10-02,-26,23,40,1,1,-5
"Panevėžio apskr.",2020-10-03,-26,18,55,15,-1,-5
"Panevėžio apskr.",2020-10-04,-17,40,110,27,8,-7
"Panevėžio apskr.",2020-10-05,-22,27,42,2,-1,-4
"Panevėžio apskr.",2020-10-06,-24,26,53,3,1,-4
"Panevėžio apskr.",2020-10-07,-24,30,74,2,3,-4
"Panevėžio apskr.",2020-10-08,-24,28,57,1,2,-3
"Panevėžio apskr.",2020-10-09,-23,28,31,-1,2,-3
"Panevėžio apskr.",2020-10-10,-19,21,74,6,5,-4
"Panevėžio apskr.",2020-10-11,-16,42,66,20,8,-4
"Panevėžio apskr.",2020-10-12,-21,25,58,-2,-2,-1
"Panevėžio apskr.",2020-10-13,-23,26,36,-1,2,-2
"Panevėžio apskr.",2020-10-14,-25,25,4,-3,1,0
"Panevėžio apskr.",2020-10-15,-23,36,18,6,3,-1
"Panevėžio apskr.",2020-10-16,-24,29,11,-4,4,-2
"Panevėžio apskr.",2020-10-17,-21,21,48,6,4,-4
"Panevėžio apskr.",2020-10-18,-28,34,29,-1,0,-1
"Panevėžio apskr.",2020-10-19,-23,26,17,-7,3,-1
"Panevėžio apskr.",2020-10-20,-23,27,29,-4,5,-2
"Panevėžio apskr.",2020-10-21,-22,30,24,2,4,-1
"Panevėžio apskr.",2020-10-22,-23,30,18,1,3,-1
"Panevėžio apskr.",2020-10-23,-23,25,24,-3,2,-1
"Panevėžio apskr.",2020-10-24,-23,21,54,9,4,-3
"Panevėžio apskr.",2020-10-25,-18,50,119,18,9,-5
"Panevėžio apskr.",2020-10-26,-27,24,38,-15,-17,3
"Panevėžio apskr.",2020-10-27,-26,26,36,-14,-17,2
"Panevėžio apskr.",2020-10-28,-24,30,68,-7,-18,1
"Panevėžio apskr.",2020-10-29,-27,28,26,-13,-19,2
"Panevėžio apskr.",2020-10-30,-29,26,27,-16,-20,3
"Panevėžio apskr.",2020-10-31,-23,28,85,14,-4,-4
"Panevėžio apskr.",2020-11-01,-29,44,160,17,-13,-5
"Panevėžio apskr.",2020-11-02,-48,-1,67,-41,-75,16
"Panevėžio apskr.",2020-11-03,-35,12,16,-19,-19,5
"Panevėžio apskr.",2020-11-04,-34,17,17,-18,-18,5
"Panevėžio apskr.",2020-11-05,-35,17,4,-18,-18,5
"Panevėžio apskr.",2020-11-06,-32,16,17,-19,-16,5
"Panevėžio apskr.",2020-11-07,-47,-1,15,-16,-1,2
"Panevėžio apskr.",2020-11-08,-46,13,47,-15,-5,2
"Panevėžio apskr.",2020-11-09,-39,13,22,-25,-18,6
"Panevėžio apskr.",2020-11-10,-36,19,20,-25,-18,6
"Panevėžio apskr.",2020-11-11,-37,20,24,-20,-18,6
"Panevėžio apskr.",2020-11-12,-39,20,9,-20,-19,6
"Panevėžio apskr.",2020-11-13,-40,14,-3,-22,-18,7
"Panevėžio apskr.",2020-11-14,-39,7,17,-15,-2,2
"Panevėžio apskr.",2020-11-15,-42,19,38,-14,-11,2
"Panevėžio apskr.",2020-11-16,-38,15,10,-29,-19,7
"Panevėžio apskr.",2020-11-17,-39,13,7,-24,-17,7
"Panevėžio apskr.",2020-11-18,-39,12,4,-23,-17,7
"Panevėžio apskr.",2020-11-19,-41,12,0,-24,-18,7
"Panevėžio apskr.",2020-11-20,-39,18,4,-28,-18,7
"Panevėžio apskr.",2020-11-21,-39,7,26,-8,-6,2
"Panevėžio apskr.",2020-11-22,-45,14,4,-27,-12,4
"Panevėžio apskr.",2020-11-23,-38,15,10,-28,-18,7
"Panevėžio apskr.",2020-11-24,-39,14,3,-27,-19,7
"Panevėžio apskr.",2020-11-25,-39,17,15,-24,-17,7
"Panevėžio apskr.",2020-11-26,-40,16,0,-26,-18,7
"Panevėžio apskr.",2020-11-27,-39,13,-12,-27,-19,8
"Panevėžio apskr.",2020-11-28,-39,4,6,-15,-6,4
"Panevėžio apskr.",2020-11-29,-40,18,61,-2,-9,2
"Panevėžio apskr.",2020-11-30,-38,18,6,-24,-18,7
"Panevėžio apskr.",2020-12-01,-38,15,15,-22,-17,7
"Panevėžio apskr.",2020-12-02,-38,16,10,-23,-17,7
"Panevėžio apskr.",2020-12-03,-40,18,-2,-22,-18,8
"Panevėžio apskr.",2020-12-04,-42,13,-13,-29,-18,9
"Panevėžio apskr.",2020-12-05,-40,8,-2,-14,-5,4
"Panevėžio apskr.",2020-12-06,-41,21,22,-27,-10,4
"Panevėžio apskr.",2020-12-07,-36,13,1,-27,-22,8
"Panevėžio apskr.",2020-12-08,-35,15,-1,-24,-21,9
"Panevėžio apskr.",2020-12-09,-42,12,1,-28,-25,9
"Panevėžio apskr.",2020-12-10,-42,15,-1,-27,-26,10
"Panevėžio apskr.",2020-12-11,-42,14,2,-28,-26,11
"Panevėžio apskr.",2020-12-12,-44,6,-1,-12,-8,5
"Panevėžio apskr.",2020-12-13,-41,25,42,-24,-10,4
"Panevėžio apskr.",2020-12-14,-18,34,23,-17,-29,8
"Panevėžio apskr.",2020-12-15,-13,39,19,-7,-29,6
"Panevėžio apskr.",2020-12-16,-65,-4,-16,-42,-35,14
"Panevėžio apskr.",2020-12-17,-61,8,-3,-29,-36,14
"Panevėžio apskr.",2020-12-18,-66,-4,-23,-41,-36,17
"Panevėžio apskr.",2020-12-19,-72,-18,-15,-36,-24,11
"Panevėžio apskr.",2020-12-20,-71,-2,10,-37,-19,9
"Panevėžio apskr.",2020-12-21,-54,21,7,-31,-38,13
"Panevėžio apskr.",2020-12-22,-48,33,10,-23,-40,13
"Panevėžio apskr.",2020-12-23,-46,43,21,-21,-43,14
"Panevėžio apskr.",2020-12-24,-76,-17,-32,-64,-83,27
"Panevėžio apskr.",2020-12-25,-90,-84,-13,-81,-88,32
"Panevėžio apskr.",2020-12-26,-84,-51,4,-64,-49,14
"Panevėžio apskr.",2020-12-27,-75,-21,32,-45,-29,9
"Panevėžio apskr.",2020-12-28,-59,4,1,-45,-45,16
"Panevėžio apskr.",2020-12-29,-57,8,-3,-44,-45,16
"Panevėžio apskr.",2020-12-30,-50,34,30,-27,-45,15
"Panevėžio apskr.",2020-12-31,-56,31,-1,-43,-54,17
"Šiaulių apskr.",2020-02-15,-2,-1,19,20,2,-1
"Šiaulių apskr.",2020-02-16,3,0,8,11,2,-1
"Šiaulių apskr.",2020-02-17,-2,-4,6,11,-17,4
"Šiaulių apskr.",2020-02-18,-1,-4,6,11,-16,3
"Šiaulių apskr.",2020-02-19,0,-8,4,6,-15,3
"Šiaulių apskr.",2020-02-20,4,-3,22,15,-17,2
"Šiaulių apskr.",2020-02-21,-6,-6,6,6,-18,4
"Šiaulių apskr.",2020-02-22,-2,-10,-19,0,0,1
"Šiaulių apskr.",2020-02-23,3,-7,-2,6,0,0
"Šiaulių apskr.",2020-02-24,2,-1,22,4,3,0
"Šiaulių apskr.",2020-02-25,-3,-4,-2,11,3,0
"Šiaulių apskr.",2020-02-26,1,-2,8,11,4,0
"Šiaulių apskr.",2020-02-27,-2,-2,-12,3,1,1
"Šiaulių apskr.",2020-02-28,-8,6,-2,1,1,1
"Šiaulių apskr.",2020-02-29,-13,-7,8,6,2,2
"Šiaulių apskr.",2020-03-01,-7,-7,35,11,1,1
"Šiaulių apskr.",2020-03-02,-5,-6,18,-5,3,1
"Šiaulių apskr.",2020-03-03,-7,-2,0,12,3,1
"Šiaulių apskr.",2020-03-04,-5,-2,6,11,3,1
"Šiaulių apskr.",2020-03-05,-2,-3,14,15,3,0
"Šiaulių apskr.",2020-03-06,-4,2,45,14,4,-1
"Šiaulių apskr.",2020-03-07,-5,0,-1,10,3,0
"Šiaulių apskr.",2020-03-08,12,16,63,NA,8,-2
"Šiaulių apskr.",2020-03-09,-1,-2,NA,4,3,0
"Šiaulių apskr.",2020-03-10,12,18,27,23,1,-1
"Šiaulių apskr.",2020-03-11,-25,-17,15,-20,-71,19
"Šiaulių apskr.",2020-03-12,-3,9,-9,12,1,1
"Šiaulių apskr.",2020-03-13,-16,9,-2,-2,-18,6
"Šiaulių apskr.",2020-03-14,-23,0,4,10,-3,4
"Šiaulių apskr.",2020-03-15,-8,13,70,2,-3,2
"Šiaulių apskr.",2020-03-16,-45,-16,-6,-12,-33,13
"Šiaulių apskr.",2020-03-17,-50,-22,NA,-2,-40,14
"Šiaulių apskr.",2020-03-18,-55,-28,4,-17,-43,16
"Šiaulių apskr.",2020-03-19,-53,-27,48,-12,-44,16
"Šiaulių apskr.",2020-03-20,-60,-16,26,-18,-43,17
"Šiaulių apskr.",2020-03-21,-66,-29,20,-12,-30,11
"Šiaulių apskr.",2020-03-22,-66,-24,40,-21,-26,8
"Šiaulių apskr.",2020-03-23,-59,-24,NA,-21,-44,16
"Šiaulių apskr.",2020-03-24,-61,-24,29,-18,-47,17
"Šiaulių apskr.",2020-03-25,-62,-28,38,-5,-47,17
"Šiaulių apskr.",2020-03-26,-62,-30,36,-9,-48,17
"Šiaulių apskr.",2020-03-27,-63,-26,44,-20,-46,18
