"administrative_level_2","day","retail_and_recreation","grocery_and_pharmacy","parks","transit_stations","workplaces","residential"
"Tauragės apskr.",2021-02-08,-57,NA,NA,NA,-36,8
"Tauragės apskr.",2021-02-09,-59,NA,NA,NA,-37,10
"Tauragės apskr.",2021-02-10,-59,NA,NA,NA,-34,9
"Tauragės apskr.",2021-02-11,-54,NA,NA,NA,-33,9
"Tauragės apskr.",2021-02-12,-54,NA,NA,-28,-32,8
"Tauragės apskr.",2021-02-13,-55,NA,NA,NA,-11,NA
"Tauragės apskr.",2021-02-14,-55,NA,NA,NA,-12,NA
"Tauragės apskr.",2021-02-15,-40,NA,NA,NA,-35,4
"Tauragės apskr.",2021-02-16,-63,NA,NA,NA,-70,14
"Tauragės apskr.",2021-02-17,-46,NA,NA,NA,-30,4
"Tauragės apskr.",2021-02-18,-48,NA,NA,NA,-30,6
"Tauragės apskr.",2021-02-19,-49,NA,NA,-27,-29,7
"Tauragės apskr.",2021-02-20,-53,NA,NA,NA,-10,NA
"Tauragės apskr.",2021-02-21,-55,NA,NA,NA,-9,NA
"Tauragės apskr.",2021-02-22,-45,NA,NA,NA,-29,4
"Tauragės apskr.",2021-02-23,-46,NA,NA,NA,-29,5
"Tauragės apskr.",2021-02-24,-46,NA,NA,NA,-28,5
"Tauragės apskr.",2021-02-25,-41,NA,NA,NA,-28,5
"Tauragės apskr.",2021-02-26,-47,NA,NA,-24,-27,7
"Tauragės apskr.",2021-02-27,-44,NA,NA,NA,-3,NA
"Tauragės apskr.",2021-02-28,-51,NA,NA,NA,-7,NA
"Tauragės apskr.",2021-03-01,-44,NA,NA,NA,-28,4
"Tauragės apskr.",2021-03-02,-46,NA,NA,NA,-27,4
"Tauragės apskr.",2021-03-03,-46,NA,NA,NA,-26,5
"Tauragės apskr.",2021-03-04,-43,NA,NA,NA,-28,5
"Tauragės apskr.",2021-03-05,-44,NA,NA,NA,-25,5
"Tauragės apskr.",2021-03-06,-48,NA,NA,NA,-3,NA
"Tauragės apskr.",2021-03-07,-57,NA,NA,NA,-8,NA
"Tauragės apskr.",2021-03-08,-43,NA,NA,NA,-26,2
"Tauragės apskr.",2021-03-09,-44,NA,NA,NA,-27,4
"Tauragės apskr.",2021-03-10,-36,NA,NA,NA,-25,2
"Tauragės apskr.",2021-03-11,-62,NA,NA,NA,-71,14
"Tauragės apskr.",2021-03-12,-42,NA,NA,NA,-32,7
"Tauragės apskr.",2021-03-13,-43,NA,NA,NA,-6,NA
"Tauragės apskr.",2021-03-14,-57,NA,NA,NA,-9,NA
"Tauragės apskr.",2021-03-15,-37,NA,NA,NA,-27,3
"Tauragės apskr.",2021-03-16,-34,NA,NA,NA,-26,2
"Tauragės apskr.",2021-03-17,-35,NA,NA,NA,-25,3
"Tauragės apskr.",2021-03-18,-35,NA,NA,NA,-27,4
"Tauragės apskr.",2021-03-19,-39,NA,NA,NA,-24,4
"Tauragės apskr.",2021-03-20,-32,NA,NA,NA,-5,NA
"Tauragės apskr.",2021-03-21,-43,NA,NA,NA,-2,NA
"Tauragės apskr.",2021-03-22,-35,NA,NA,NA,-25,1
"Tauragės apskr.",2021-03-23,-34,NA,NA,NA,-24,1
"Tauragės apskr.",2021-03-24,-39,NA,NA,NA,-25,2
"Tauragės apskr.",2021-03-25,-33,NA,NA,NA,-27,1
"Tauragės apskr.",2021-03-26,-34,NA,NA,NA,-23,0
"Tauragės apskr.",2021-03-27,-35,NA,NA,NA,1,NA
"Tauragės apskr.",2021-03-28,-46,NA,NA,NA,-5,NA
"Tauragės apskr.",2021-03-29,-42,NA,NA,NA,-25,2
"Tauragės apskr.",2021-03-30,-38,NA,NA,NA,-24,1
"Tauragės apskr.",2021-03-31,-36,NA,NA,NA,-23,1
"Tauragės apskr.",2021-04-01,-33,NA,NA,NA,-21,2
"Tauragės apskr.",2021-04-02,-33,NA,NA,NA,-23,2
"Tauragės apskr.",2021-04-03,-36,NA,NA,NA,-13,NA
"Tauragės apskr.",2021-04-04,-68,NA,NA,NA,-19,NA
"Tauragės apskr.",2021-04-05,-77,NA,NA,-49,-80,18
"Tauragės apskr.",2021-04-06,-40,NA,NA,NA,-29,2
"Tauragės apskr.",2021-04-07,-35,NA,NA,NA,-27,2
"Tauragės apskr.",2021-04-08,-30,NA,NA,NA,-27,1
"Tauragės apskr.",2021-04-09,-36,NA,NA,-44,-26,2
"Tauragės apskr.",2021-04-10,-30,NA,NA,NA,-2,NA
"Tauragės apskr.",2021-04-11,-32,NA,NA,NA,-10,NA
"Tauragės apskr.",2021-04-12,-35,NA,NA,NA,-25,-2
"Tauragės apskr.",2021-04-13,-34,NA,NA,NA,-25,0
"Tauragės apskr.",2021-04-14,-33,NA,NA,NA,-22,-1
"Tauragės apskr.",2021-04-15,-32,NA,NA,NA,-23,0
"Tauragės apskr.",2021-04-16,-32,NA,NA,-27,-19,-1
"Tauragės apskr.",2021-04-17,-24,NA,NA,NA,0,NA
"Tauragės apskr.",2021-04-18,-21,NA,NA,NA,-2,NA
"Tauragės apskr.",2021-04-19,-27,NA,NA,NA,-20,-3
"Tauragės apskr.",2021-04-20,-27,NA,NA,NA,-20,-3
"Tauragės apskr.",2021-04-21,-28,NA,NA,NA,-19,-3
"Tauragės apskr.",2021-04-22,-29,NA,NA,NA,-20,1
"Tauragės apskr.",2021-04-23,-32,NA,NA,-38,-20,0
"Tauragės apskr.",2021-04-24,-26,NA,NA,NA,2,NA
"Tauragės apskr.",2021-04-25,-38,NA,NA,NA,-7,NA
"Tauragės apskr.",2021-04-26,-31,NA,NA,NA,-20,0
"Tauragės apskr.",2021-04-27,-31,NA,NA,NA,-19,0
"Tauragės apskr.",2021-04-28,-26,NA,NA,NA,-17,-3
"Tauragės apskr.",2021-04-29,-21,NA,NA,NA,-20,-2
"Tauragės apskr.",2021-04-30,-24,NA,NA,-29,-16,-2
"Tauragės apskr.",2021-05-01,-11,NA,NA,NA,-3,NA
"Tauragės apskr.",2021-05-02,-28,NA,NA,NA,11,NA
"Tauragės apskr.",2021-05-03,-37,NA,NA,NA,-21,1
"Tauragės apskr.",2021-05-04,-28,NA,NA,NA,-17,-1
"Tauragės apskr.",2021-05-05,-29,NA,NA,NA,-17,-2
"Tauragės apskr.",2021-05-06,-29,NA,NA,NA,-18,1
"Tauragės apskr.",2021-05-07,-28,NA,NA,-33,-15,-2
"Tauragės apskr.",2021-05-08,-21,NA,NA,NA,4,NA
"Tauragės apskr.",2021-05-09,-27,NA,NA,NA,3,NA
"Tauragės apskr.",2021-05-10,-20,NA,NA,NA,-15,-6
"Tauragės apskr.",2021-05-11,-15,NA,NA,NA,-15,-6
"Tauragės apskr.",2021-05-12,-15,NA,NA,NA,-14,-6
"Tauragės apskr.",2021-05-13,-15,NA,NA,NA,-16,-3
"Tauragės apskr.",2021-05-14,-17,NA,NA,NA,-11,-6
"Tauragės apskr.",2021-05-15,-9,NA,NA,NA,1,NA
"Tauragės apskr.",2021-05-16,-18,NA,NA,NA,3,NA
"Tauragės apskr.",2021-05-17,-17,NA,NA,NA,-12,-6
"Tauragės apskr.",2021-05-18,-15,NA,NA,NA,-11,-6
"Tauragės apskr.",2021-05-19,-19,NA,NA,NA,-11,-4
"Tauragės apskr.",2021-05-20,-12,NA,NA,NA,-12,-4
"Tauragės apskr.",2021-05-21,-23,NA,NA,NA,-12,-3
"Tauragės apskr.",2021-05-22,-13,NA,NA,NA,7,NA
"Tauragės apskr.",2021-05-23,-25,NA,NA,NA,6,NA
"Tauragės apskr.",2021-05-24,-15,NA,NA,NA,-13,-5
"Tauragės apskr.",2021-05-25,-21,NA,NA,NA,-12,-1
"Tauragės apskr.",2021-05-26,-21,NA,NA,NA,-9,-2
"Tauragės apskr.",2021-05-27,-13,NA,NA,NA,-9,-4
"Tauragės apskr.",2021-05-28,-17,NA,NA,NA,-7,-5
"Tauragės apskr.",2021-05-29,-12,NA,NA,NA,5,NA
"Tauragės apskr.",2021-05-30,-11,NA,NA,NA,-2,NA
"Tauragės apskr.",2021-05-31,-11,NA,NA,NA,-6,-5
"Tauragės apskr.",2021-06-01,-4,NA,NA,NA,-6,-6
"Tauragės apskr.",2021-06-02,-8,NA,NA,NA,-6,-6
"Tauragės apskr.",2021-06-03,-2,NA,NA,NA,-8,-6
"Tauragės apskr.",2021-06-04,-4,NA,NA,NA,-6,-7
"Tauragės apskr.",2021-06-05,12,NA,NA,NA,2,NA
"Tauragės apskr.",2021-06-06,10,NA,NA,NA,2,NA
"Tauragės apskr.",2021-06-07,-9,NA,NA,NA,-11,-7
"Tauragės apskr.",2021-06-08,-9,NA,NA,NA,-8,-6
"Tauragės apskr.",2021-06-09,-7,NA,NA,NA,-5,-7
"Tauragės apskr.",2021-06-10,-3,NA,NA,NA,-9,-7
"Tauragės apskr.",2021-06-11,-9,NA,NA,NA,-6,-7
"Tauragės apskr.",2021-06-12,-7,NA,NA,NA,-1,NA
"Tauragės apskr.",2021-06-13,-10,NA,NA,NA,2,NA
"Tauragės apskr.",2021-06-14,-4,NA,NA,NA,-10,-8
"Tauragės apskr.",2021-06-15,-3,NA,NA,NA,-7,-7
"Tauragės apskr.",2021-06-16,-4,NA,NA,NA,-7,-8
"Tauragės apskr.",2021-06-17,1,NA,NA,NA,-13,-9
"Tauragės apskr.",2021-06-18,-10,NA,NA,NA,-13,-10
"Tauragės apskr.",2021-06-19,-9,NA,NA,NA,1,NA
"Tauragės apskr.",2021-06-20,-9,NA,NA,NA,-9,NA
"Tauragės apskr.",2021-06-21,-6,NA,NA,NA,-16,-8
"Tauragės apskr.",2021-06-22,2,NA,NA,NA,-14,-7
"Tauragės apskr.",2021-06-23,4,NA,NA,NA,-14,-11
"Tauragės apskr.",2021-06-24,-30,NA,NA,NA,-70,1
"Tauragės apskr.",2021-06-25,-8,NA,NA,NA,-30,-3
"Tauragės apskr.",2021-06-26,-6,NA,NA,NA,2,NA
"Tauragės apskr.",2021-06-27,-4,NA,NA,NA,2,NA
"Tauragės apskr.",2021-06-28,-3,NA,NA,NA,-15,-7
"Tauragės apskr.",2021-06-29,-1,NA,NA,NA,-16,-9
"Tauragės apskr.",2021-06-30,-7,NA,NA,NA,-15,-9
"Tauragės apskr.",2021-07-01,1,NA,NA,NA,-17,-6
"Tauragės apskr.",2021-07-02,-4,NA,NA,NA,-16,-7
"Tauragės apskr.",2021-07-03,-3,NA,NA,NA,1,NA
"Tauragės apskr.",2021-07-04,3,NA,NA,NA,-7,NA
"Tauragės apskr.",2021-07-05,5,NA,NA,NA,-26,-5
"Tauragės apskr.",2021-07-06,-21,NA,NA,NA,-66,0
"Tauragės apskr.",2021-07-07,1,NA,NA,NA,-19,-7
"Tauragės apskr.",2021-07-08,1,NA,NA,NA,-20,-6
"Tauragės apskr.",2021-07-09,0,NA,NA,NA,-19,-8
"Tauragės apskr.",2021-07-10,-2,NA,NA,NA,6,NA
"Tauragės apskr.",2021-07-11,1,NA,NA,NA,2,NA
"Tauragės apskr.",2021-07-12,2,NA,NA,NA,-21,-7
"Telšių apskr.",2021-01-01,-89,-64,-12,-78,-87,29
"Telšių apskr.",2021-01-02,-68,NA,8,-53,-40,12
"Telšių apskr.",2021-01-03,-53,4,48,NA,-17,5
"Telšių apskr.",2021-01-04,-50,28,-7,NA,-39,10
"Telšių apskr.",2021-01-05,-52,25,-3,-23,-40,10
"Telšių apskr.",2021-01-06,-54,22,-4,NA,-39,11
"Telšių apskr.",2021-01-07,-53,16,-7,-30,-39,11
"Telšių apskr.",2021-01-08,-53,20,-1,-30,-37,12
"Telšių apskr.",2021-01-09,-59,NA,23,-32,-23,8
"Telšių apskr.",2021-01-10,-55,14,55,NA,-16,5
"Telšių apskr.",2021-01-11,-51,19,-2,NA,-37,11
"Telšių apskr.",2021-01-12,-54,22,-15,-26,-38,11
"Telšių apskr.",2021-01-13,-53,19,2,NA,-38,10
"Telšių apskr.",2021-01-14,-52,15,-10,-24,-39,10
"Telšių apskr.",2021-01-15,-55,17,-20,-31,-37,11
"Telšių apskr.",2021-01-16,-63,NA,-17,-28,-23,7
"Telšių apskr.",2021-01-17,-59,5,17,NA,-16,4
"Telšių apskr.",2021-01-18,-56,14,-21,NA,-38,11
"Telšių apskr.",2021-01-19,-55,21,-4,-35,-37,10
"Telšių apskr.",2021-01-20,-59,16,-22,NA,-37,11
"Telšių apskr.",2021-01-21,-55,14,-16,-30,-36,10
"Telšių apskr.",2021-01-22,-57,20,-20,-31,-35,11
"Telšių apskr.",2021-01-23,-59,NA,-14,-35,-17,7
"Telšių apskr.",2021-01-24,-57,10,-3,NA,-16,4
"Telšių apskr.",2021-01-25,-54,15,-16,NA,-37,9
"Telšių apskr.",2021-01-26,-56,22,-19,-30,-36,10
"Telšių apskr.",2021-01-27,-57,12,-23,NA,-36,10
"Telšių apskr.",2021-01-28,-55,12,-16,-30,-35,10
"Telšių apskr.",2021-01-29,-57,18,-19,-30,-32,10
"Telšių apskr.",2021-01-30,-61,NA,0,-35,-18,6
"Telšių apskr.",2021-01-31,-55,12,35,NA,-13,3
"Telšių apskr.",2021-02-01,-54,15,5,NA,-34,9
"Telšių apskr.",2021-02-02,-56,18,-18,-30,-34,9
"Telšių apskr.",2021-02-03,-54,16,8,NA,-33,8
"Telšių apskr.",2021-02-04,-56,11,-30,-34,-34,10
"Telšių apskr.",2021-02-05,-56,21,-6,-30,-31,10
"Telšių apskr.",2021-02-06,-61,NA,-2,-35,-14,6
"Telšių apskr.",2021-02-07,-55,3,31,NA,-10,3
"Telšių apskr.",2021-02-08,-56,12,-25,NA,-35,10
"Telšių apskr.",2021-02-09,-55,21,-27,-29,-33,11
"Telšių apskr.",2021-02-10,-55,21,-29,NA,-33,10
"Telšių apskr.",2021-02-11,-52,18,-24,-27,-33,9
"Telšių apskr.",2021-02-12,-51,29,-21,-17,-31,9
"Telšių apskr.",2021-02-13,-58,NA,-5,-21,-14,5
"Telšių apskr.",2021-02-14,-49,30,24,NA,-4,2
"Telšių apskr.",2021-02-15,-37,45,5,NA,-36,6
"Telšių apskr.",2021-02-16,-61,12,NA,-52,-71,16
"Telšių apskr.",2021-02-17,-46,32,-15,NA,-29,6
"Telšių apskr.",2021-02-18,-44,23,-28,-23,-29,7
"Telšių apskr.",2021-02-19,-47,30,-25,-23,-27,8
"Telšių apskr.",2021-02-20,-51,NA,-8,-23,-4,4
"Telšių apskr.",2021-02-21,-49,22,59,NA,-2,1
"Telšių apskr.",2021-02-22,-40,26,5,NA,-27,5
"Telšių apskr.",2021-02-23,-42,26,-17,NA,-28,6
"Telšių apskr.",2021-02-24,-44,22,-21,NA,-28,7
"Telšių apskr.",2021-02-25,-39,18,-5,-19,-26,5
"Telšių apskr.",2021-02-26,-44,20,-25,-18,-25,8
"Telšių apskr.",2021-02-27,-43,NA,13,-9,-4,1
"Telšių apskr.",2021-02-28,-44,23,NA,NA,1,0
"Telšių apskr.",2021-03-01,-40,18,-17,NA,-27,6
"Telšių apskr.",2021-03-02,-38,25,9,NA,-26,4
"Telšių apskr.",2021-03-03,-41,21,-22,NA,-27,6
"Telšių apskr.",2021-03-04,-39,20,-25,-18,-26,6
"Telšių apskr.",2021-03-05,-44,22,-28,-15,-24,6
"Telšių apskr.",2021-03-06,-46,NA,-19,-18,-2,3
"Telšių apskr.",2021-03-07,-48,25,-2,NA,-3,2
"Telšių apskr.",2021-03-08,-36,37,-21,NA,-26,4
"Telšių apskr.",2021-03-09,-40,23,-19,NA,-28,5
"Telšių apskr.",2021-03-10,-33,48,-18,NA,-27,4
"Telšių apskr.",2021-03-11,-58,4,-24,-17,-72,17
"Telšių apskr.",2021-03-12,-40,28,-38,-3,-32,9
"Telšių apskr.",2021-03-13,-44,NA,-24,-3,-9,4
"Telšių apskr.",2021-03-14,-51,14,-12,NA,-7,3
"Telšių apskr.",2021-03-15,-30,28,-23,NA,-27,4
"Telšių apskr.",2021-03-16,-28,34,-6,NA,-26,3
"Telšių apskr.",2021-03-17,-29,35,-4,NA,-25,4
"Telšių apskr.",2021-03-18,-26,30,-22,NA,-25,4
"Telšių apskr.",2021-03-19,-30,36,-22,3,-23,4
"Telšių apskr.",2021-03-20,-26,NA,0,NA,-1,0
"Telšių apskr.",2021-03-21,-27,30,16,NA,-1,0
"Telšių apskr.",2021-03-22,-27,30,-14,NA,-24,2
"Telšių apskr.",2021-03-23,-24,37,19,NA,-24,1
"Telšių apskr.",2021-03-24,-29,37,-17,NA,-24,3
"Telšių apskr.",2021-03-25,-28,34,-15,NA,-25,3
"Telšių apskr.",2021-03-26,-26,38,28,5,-22,0
"Telšių apskr.",2021-03-27,-30,NA,40,NA,-2,-2
"Telšių apskr.",2021-03-28,-38,23,11,NA,1,0
"Telšių apskr.",2021-03-29,-33,29,-30,NA,-24,4
"Telšių apskr.",2021-03-30,-31,35,-13,NA,-24,3
"Telšių apskr.",2021-03-31,-30,43,-3,NA,-24,2
"Telšių apskr.",2021-04-01,-27,42,-12,NA,-21,2
"Telšių apskr.",2021-04-02,-29,54,-1,22,-18,2
"Telšių apskr.",2021-04-03,-35,NA,-10,NA,-6,3
"Telšių apskr.",2021-04-04,-60,-69,NA,NA,-11,-1
"Telšių apskr.",2021-04-05,-71,-17,-31,NA,-80,21
"Telšių apskr.",2021-04-06,-31,31,-1,NA,-27,2
"Telšių apskr.",2021-04-07,-29,42,0,NA,-27,2
"Telšių apskr.",2021-04-08,-23,39,16,NA,-22,1
"Telšių apskr.",2021-04-09,-28,44,-5,16,-23,2
"Telšių apskr.",2021-04-10,-22,NA,43,NA,-1,-4
"Telšių apskr.",2021-04-11,-17,65,NA,NA,2,-6
"Telšių apskr.",2021-04-12,-20,40,20,NA,-21,0
"Telšių apskr.",2021-04-13,-22,47,20,NA,-21,0
"Telšių apskr.",2021-04-14,-22,46,17,NA,-22,0
"Telšių apskr.",2021-04-15,-21,39,5,NA,-21,0
"Telšių apskr.",2021-04-16,-23,49,18,18,-19,-1
"Telšių apskr.",2021-04-17,-19,NA,74,NA,2,-8
"Telšių apskr.",2021-04-18,-2,82,NA,NA,5,-9
"Telšių apskr.",2021-04-19,-13,46,NA,NA,-19,-3
"Telšių apskr.",2021-04-20,-12,53,NA,NA,-20,-3
"Telšių apskr.",2021-04-21,-12,52,34,NA,-19,-3
"Telšių apskr.",2021-04-22,-19,39,-28,NA,-21,1
"Telšių apskr.",2021-04-23,-22,42,-19,18,-18,2
"Telšių apskr.",2021-04-24,-21,NA,12,NA,-2,-2
"Telšių apskr.",2021-04-25,-25,64,19,NA,4,-2
"Telšių apskr.",2021-04-26,-18,38,-15,NA,-20,0
"Telšių apskr.",2021-04-27,-20,43,-8,NA,-20,0
"Telšių apskr.",2021-04-28,-14,50,32,NA,-19,-2
"Telšių apskr.",2021-04-29,-9,45,27,NA,-17,-2
"Telšių apskr.",2021-04-30,-17,58,-1,21,-17,0
"Telšių apskr.",2021-05-01,-1,NA,86,NA,-7,-7
"Telšių apskr.",2021-05-02,17,NA,NA,NA,11,-8
"Telšių apskr.",2021-05-03,-22,38,-12,NA,-21,2
"Telšių apskr.",2021-05-04,-18,44,7,NA,-19,0
"Telšių apskr.",2021-05-05,-18,49,2,NA,-18,1
"Telšių apskr.",2021-05-06,-21,35,-34,NA,-20,3
"Telšių apskr.",2021-05-07,-17,49,12,31,-15,0
"Telšių apskr.",2021-05-08,-18,NA,25,NA,0,-3
"Telšių apskr.",2021-05-09,-6,83,NA,NA,6,-6
"Telšių apskr.",2021-05-10,-2,53,NA,NA,-16,-4
"Telšių apskr.",2021-05-11,-1,66,NA,NA,-17,-5
"Telšių apskr.",2021-05-12,-2,73,NA,NA,-16,-5
"Telšių apskr.",2021-05-13,-1,55,25,NA,-17,-3
"Telšių apskr.",2021-05-14,-10,64,22,25,-15,-1
"Telšių apskr.",2021-05-15,-5,NA,92,NA,-2,-9
"Telšių apskr.",2021-05-16,4,97,NA,NA,9,-9
"Telšių apskr.",2021-05-17,-2,58,NA,NA,-12,-3
"Telšių apskr.",2021-05-18,-3,67,NA,NA,-10,-4
"Telšių apskr.",2021-05-19,-4,65,49,NA,-12,-3
"Telšių apskr.",2021-05-20,1,61,35,NA,-9,-3
"Telšių apskr.",2021-05-21,-8,59,50,32,-8,-3
"Telšių apskr.",2021-05-22,-1,NA,96,NA,8,-8
"Telšių apskr.",2021-05-23,-6,89,NA,NA,8,-6
"Telšių apskr.",2021-05-24,1,57,NA,NA,-10,-3
"Telšių apskr.",2021-05-25,-10,58,6,NA,-11,1
"Telšių apskr.",2021-05-26,-9,65,22,NA,-9,0
"Telšių apskr.",2021-05-27,-7,58,36,NA,-5,-2
"Telšių apskr.",2021-05-28,-13,70,63,8,-1,-3
"Telšių apskr.",2021-05-29,-12,NA,121,-5,7,-8
"Telšių apskr.",2021-05-30,5,NA,NA,NA,21,-10
"Telšių apskr.",2021-05-31,-2,64,NA,NA,0,-3
"Telšių apskr.",2021-06-01,2,77,NA,NA,-2,-4
"Telšių apskr.",2021-06-02,2,81,NA,NA,-3,-5
"Telšių apskr.",2021-06-03,3,68,NA,NA,-1,-5
"Telšių apskr.",2021-06-04,-4,74,93,9,1,-6
"Telšių apskr.",2021-06-05,4,NA,NA,NA,5,-12
"Telšių apskr.",2021-06-06,31,NA,NA,NA,12,-13
"Telšių apskr.",2021-06-07,-1,70,NA,NA,-5,-5
"Telšių apskr.",2021-06-08,-4,75,NA,NA,-2,-4
"Telšių apskr.",2021-06-09,7,84,NA,NA,-5,-6
"Telšių apskr.",2021-06-10,9,74,NA,NA,-2,-6
"Telšių apskr.",2021-06-11,-1,77,96,12,-2,-6
"Telšių apskr.",2021-06-12,-3,NA,98,-2,5,-7
"Telšių apskr.",2021-06-13,11,105,NA,NA,13,-10
"Telšių apskr.",2021-06-14,9,76,NA,NA,-4,-6
"Telšių apskr.",2021-06-15,10,87,NA,NA,-2,-6
"Telšių apskr.",2021-06-16,12,87,NA,NA,-4,-8
"Telšių apskr.",2021-06-17,15,72,NA,NA,-6,-8
"Telšių apskr.",2021-06-18,4,74,NA,13,-10,-9
"Telšių apskr.",2021-06-19,2,NA,NA,NA,12,-14
"Telšių apskr.",2021-06-20,16,105,NA,NA,13,-14
"Telšių apskr.",2021-06-21,10,81,NA,NA,-10,-7
"Telšių apskr.",2021-06-22,11,92,NA,NA,-11,-7
"Telšių apskr.",2021-06-23,29,120,NA,NA,-12,-12
"Telšių apskr.",2021-06-24,-15,51,NA,-12,-70,2
"Telšių apskr.",2021-06-25,10,83,NA,12,-29,-3
"Telšių apskr.",2021-06-26,6,NA,NA,-3,3,-10
"Telšių apskr.",2021-06-27,23,105,NA,NA,21,-11
"Telšių apskr.",2021-06-28,7,79,NA,NA,-10,-5
"Telšių apskr.",2021-06-29,12,79,NA,NA,-12,-7
"Telšių apskr.",2021-06-30,12,85,NA,NA,-13,-8
"Telšių apskr.",2021-07-01,16,73,79,NA,-13,-4
"Telšių apskr.",2021-07-02,6,80,NA,15,-9,-7
"Telšių apskr.",2021-07-03,9,NA,NA,NA,8,-13
"Telšių apskr.",2021-07-04,33,NA,NA,NA,17,-13
"Telšių apskr.",2021-07-05,29,102,NA,NA,-23,-5
"Telšių apskr.",2021-07-06,2,75,NA,NA,-65,2
"Telšių apskr.",2021-07-07,18,99,NA,NA,-15,-7
"Telšių apskr.",2021-07-08,15,78,NA,NA,-15,-4
"Telšių apskr.",2021-07-09,11,88,NA,10,-12,-6
"Telšių apskr.",2021-07-10,14,NA,NA,-4,12,-12
"Telšių apskr.",2021-07-11,35,NA,NA,NA,22,-14
"Telšių apskr.",2021-07-12,23,97,NA,NA,-15,-6
"Utenos apskr.",2021-01-01,-90,-62,-8,-57,-86,30
"Utenos apskr.",2021-01-02,-72,NA,-19,-52,-39,12
"Utenos apskr.",2021-01-03,-64,NA,9,-37,-24,NA
"Utenos apskr.",2021-01-04,-52,22,11,-21,-38,11
"Utenos apskr.",2021-01-05,-55,15,-5,NA,-38,12
"Utenos apskr.",2021-01-06,-53,22,5,-31,-38,13
"Utenos apskr.",2021-01-07,-55,22,13,-27,-39,13
"Utenos apskr.",2021-01-08,-57,18,4,-27,-38,14
"Utenos apskr.",2021-01-09,-63,NA,-3,-39,-20,8
"Utenos apskr.",2021-01-10,-62,NA,20,-33,-17,NA
"Utenos apskr.",2021-01-11,-49,18,7,-22,-37,12
"Utenos apskr.",2021-01-12,-54,18,-8,NA,-38,13
"Utenos apskr.",2021-01-13,-53,15,-7,-28,-36,12
"Utenos apskr.",2021-01-14,-51,19,2,-26,-37,10
"Utenos apskr.",2021-01-15,-58,8,-17,-35,-39,14
"Utenos apskr.",2021-01-16,-68,NA,-25,-48,-25,10
"Utenos apskr.",2021-01-17,-68,NA,-16,-46,-19,NA
"Utenos apskr.",2021-01-18,-54,11,-11,-33,-40,12
"Utenos apskr.",2021-01-19,-54,15,0,NA,-37,12
"Utenos apskr.",2021-01-20,-55,10,-5,-47,-37,13
"Utenos apskr.",2021-01-21,-52,16,14,-37,-36,11
"Utenos apskr.",2021-01-22,-57,17,8,-32,-36,12
"Utenos apskr.",2021-01-23,-62,NA,-6,-39,-19,7
"Utenos apskr.",2021-01-24,-63,NA,13,-41,-15,NA
"Utenos apskr.",2021-01-25,-50,26,5,-34,-34,9
"Utenos apskr.",2021-01-26,-57,6,-15,NA,-36,12
"Utenos apskr.",2021-01-27,-56,9,-1,-39,-37,11
"Utenos apskr.",2021-01-28,-53,16,4,-32,-36,11
"Utenos apskr.",2021-01-29,-57,14,-6,-33,-33,12
"Utenos apskr.",2021-01-30,-63,NA,-11,-41,-19,7
"Utenos apskr.",2021-01-31,-62,NA,-1,-37,-15,NA
"Utenos apskr.",2021-02-01,-53,12,-4,-32,-34,10
"Utenos apskr.",2021-02-02,-54,14,-11,NA,-34,10
"Utenos apskr.",2021-02-03,-54,7,4,-42,-34,10
"Utenos apskr.",2021-02-04,-56,10,-1,-33,-35,11
"Utenos apskr.",2021-02-05,-57,17,-7,-32,-33,13
"Utenos apskr.",2021-02-06,-66,NA,-20,-39,-19,9
"Utenos apskr.",2021-02-07,-65,NA,2,-44,-14,NA
"Utenos apskr.",2021-02-08,-54,10,-18,-32,-36,11
"Utenos apskr.",2021-02-09,-55,16,-23,NA,-34,12
"Utenos apskr.",2021-02-10,-51,17,-7,-38,-33,11
"Utenos apskr.",2021-02-11,-52,20,-7,-32,-32,11
"Utenos apskr.",2021-02-12,-54,23,-21,-32,-31,12
"Utenos apskr.",2021-02-13,-60,NA,-23,-40,-14,7
"Utenos apskr.",2021-02-14,-55,NA,8,-33,-3,NA
"Utenos apskr.",2021-02-15,-38,41,5,-18,-35,8
"Utenos apskr.",2021-02-16,-61,9,33,NA,-72,17
"Utenos apskr.",2021-02-17,-42,24,-8,-33,-29,8
"Utenos apskr.",2021-02-18,-46,23,-4,-26,-29,9
"Utenos apskr.",2021-02-19,-48,26,-8,-30,-29,11
"Utenos apskr.",2021-02-20,-55,NA,-9,-39,-10,5
"Utenos apskr.",2021-02-21,-54,NA,26,-33,-3,NA
"Utenos apskr.",2021-02-22,-41,32,13,NA,-27,6
"Utenos apskr.",2021-02-23,-45,27,-12,NA,-27,8
"Utenos apskr.",2021-02-24,-45,24,-3,-32,-27,9
"Utenos apskr.",2021-02-25,-43,28,10,-20,-27,8
"Utenos apskr.",2021-02-26,-48,27,-8,-25,-25,9
"Utenos apskr.",2021-02-27,-51,NA,-4,-29,-6,4
"Utenos apskr.",2021-02-28,-53,NA,11,-33,-1,NA
"Utenos apskr.",2021-03-01,-42,27,1,-18,-26,6
"Utenos apskr.",2021-03-02,-44,27,9,NA,-24,7
"Utenos apskr.",2021-03-03,-42,27,19,-23,-25,7
"Utenos apskr.",2021-03-04,-42,29,-2,-22,-26,7
"Utenos apskr.",2021-03-05,-46,37,4,-22,-23,8
