"day","end","incidence","confirmed"
2020-04-26,2020-05-17,17,1487
2020-04-27,2020-05-17,15,1502
2020-04-28,2020-05-17,13,1515
2020-04-29,2020-05-17,11,1526
2020-04-30,2020-05-17,9,1535
2020-05-01,2020-05-17,8,1543
2020-05-02,2020-05-17,7,1550
2020-05-03,2020-05-17,5,1555
2020-05-04,2020-05-17,5,1560
2020-05-05,2020-05-17,4,1564
2020-05-06,2020-05-17,3,1567
2020-05-07,2020-05-17,3,1570
2020-05-08,2020-05-17,2,1572
2020-05-09,2020-05-17,2,1574
2020-05-10,2020-05-17,1,1575
2020-05-11,2020-05-17,1,1576
2020-05-12,2020-05-17,1,1577
2020-05-13,2020-05-17,1,1578
2020-05-14,2020-05-17,1,1579
2020-05-15,2020-05-17,1,1580
2020-05-16,2020-05-17,0,1580
2020-05-17,2020-05-17,0,1580
2020-05-18,2020-05-17,0,1580
2020-05-19,2020-05-17,0,1580
2020-05-20,2020-05-17,0,1580
2020-05-21,2020-05-17,0,1580
2020-05-22,2020-05-17,0,1580
2020-05-23,2020-05-17,0,1580
2020-05-24,2020-05-17,0,1580
2020-05-25,2020-05-17,0,1580
2020-05-26,2020-05-17,0,1580
2020-05-27,2020-05-17,0,1580
2020-05-28,2020-05-17,0,1580
2020-05-29,2020-05-17,0,1580
2020-05-30,2020-05-17,0,1580
2020-05-31,2020-05-17,0,1580
2020-06-01,2020-05-17,0,1580
2020-06-02,2020-05-17,0,1580
2020-06-03,2020-05-17,0,1580
2020-06-04,2020-05-17,0,1580
2020-06-05,2020-05-17,0,1580
2020-06-06,2020-05-17,0,1580
2020-06-07,2020-05-17,0,1580
2020-06-08,2020-05-17,0,1580
2020-06-09,2020-05-17,0,1580
2020-06-10,2020-05-17,0,1580
2020-06-11,2020-05-17,0,1580
2020-06-12,2020-05-17,0,1580
2020-06-13,2020-05-17,0,1580
2020-06-14,2020-05-17,0,1580
2020-06-15,2020-05-17,0,1580
2020-06-16,2020-05-17,0,1580
2020-03-11,2020-05-18,2,3
2020-03-12,2020-05-18,1,4
2020-03-13,2020-05-18,3,7
2020-03-14,2020-05-18,4,11
2020-03-15,2020-05-18,6,17
2020-03-16,2020-05-18,9,26
2020-03-17,2020-05-18,12,38
2020-03-18,2020-05-18,16,54
2020-03-19,2020-05-18,20,74
2020-03-20,2020-05-18,25,99
2020-03-21,2020-05-18,30,129
2020-03-22,2020-05-18,34,163
2020-03-23,2020-05-18,39,202
2020-03-24,2020-05-18,44,246
2020-03-25,2020-05-18,48,294
2020-03-26,2020-05-18,51,345
2020-03-27,2020-05-18,54,399
2020-03-28,2020-05-18,55,454
2020-03-29,2020-05-18,56,510
2020-03-30,2020-05-18,56,566
2020-03-31,2020-05-18,55,621
2020-04-01,2020-05-18,53,674
2020-04-02,2020-05-18,51,725
2020-04-03,2020-05-18,48,773
2020-04-04,2020-05-18,44,817
2020-04-05,2020-05-18,41,858
2020-04-06,2020-05-18,38,896
2020-04-07,2020-05-18,35,931
2020-04-08,2020-05-18,33,964
2020-04-09,2020-05-18,31,995
2020-04-10,2020-05-18,30,1025
2020-04-11,2020-05-18,30,1055
2020-04-12,2020-05-18,30,1085
2020-04-13,2020-05-18,31,1116
2020-04-14,2020-05-18,31,1147
2020-04-15,2020-05-18,32,1179
2020-04-16,2020-05-18,33,1212
2020-04-17,2020-05-18,34,1246
2020-04-18,2020-05-18,34,1280
2020-04-19,2020-05-18,33,1313
2020-04-20,2020-05-18,32,1345
2020-04-21,2020-05-18,30,1375
2020-04-22,2020-05-18,28,1403
2020-04-23,2020-05-18,25,1428
2020-04-24,2020-05-18,23,1451
2020-04-25,2020-05-18,20,1471
2020-04-26,2020-05-18,18,1489
2020-04-27,2020-05-18,15,1504
2020-04-28,2020-05-18,13,1517
2020-04-29,2020-05-18,11,1528
2020-04-30,2020-05-18,9,1537
2020-05-01,2020-05-18,8,1545
2020-05-02,2020-05-18,7,1552
2020-05-03,2020-05-18,5,1557
2020-05-04,2020-05-18,5,1562
2020-05-05,2020-05-18,4,1566
2020-05-06,2020-05-18,3,1569
2020-05-07,2020-05-18,3,1572
2020-05-08,2020-05-18,2,1574
2020-05-09,2020-05-18,2,1576
2020-05-10,2020-05-18,1,1577
2020-05-11,2020-05-18,1,1578
2020-05-12,2020-05-18,1,1579
2020-05-13,2020-05-18,1,1580
2020-05-14,2020-05-18,1,1581
2020-05-15,2020-05-18,1,1582
2020-05-16,2020-05-18,0,1582
2020-05-17,2020-05-18,0,1582
2020-05-18,2020-05-18,0,1582
2020-05-19,2020-05-18,0,1582
2020-05-20,2020-05-18,0,1582
2020-05-21,2020-05-18,0,1582
2020-05-22,2020-05-18,0,1582
2020-05-23,2020-05-18,0,1582
2020-05-24,2020-05-18,0,1582
2020-05-25,2020-05-18,0,1582
2020-05-26,2020-05-18,0,1582
2020-05-27,2020-05-18,0,1582
2020-05-28,2020-05-18,0,1582
2020-05-29,2020-05-18,0,1582
2020-05-30,2020-05-18,0,1582
2020-05-31,2020-05-18,0,1582
2020-06-01,2020-05-18,0,1582
2020-06-02,2020-05-18,0,1582
2020-06-03,2020-05-18,0,1582
2020-06-04,2020-05-18,0,1582
2020-06-05,2020-05-18,0,1582
2020-06-06,2020-05-18,0,1582
2020-06-07,2020-05-18,0,1582
2020-06-08,2020-05-18,0,1582
2020-06-09,2020-05-18,0,1582
2020-06-10,2020-05-18,0,1582
2020-06-11,2020-05-18,0,1582
2020-06-12,2020-05-18,0,1582
2020-06-13,2020-05-18,0,1582
2020-06-14,2020-05-18,0,1582
2020-06-15,2020-05-18,0,1582
2020-06-16,2020-05-18,0,1582
2020-06-17,2020-05-18,0,1582
2020-03-11,2020-05-19,3,4
2020-03-12,2020-05-19,1,5
2020-03-13,2020-05-19,1,6
2020-03-14,2020-05-19,2,8
2020-03-15,2020-05-19,3,11
2020-03-16,2020-05-19,4,15
2020-03-17,2020-05-19,6,21
2020-03-18,2020-05-19,8,29
2020-03-19,2020-05-19,11,40
2020-03-20,2020-05-19,14,54
2020-03-21,2020-05-19,19,73
2020-03-22,2020-05-19,23,96
2020-03-23,2020-05-19,28,124
2020-03-24,2020-05-19,34,158
2020-03-25,2020-05-19,40,198
2020-03-26,2020-05-19,45,243
2020-03-27,2020-05-19,50,293
2020-03-28,2020-05-19,54,347
2020-03-29,2020-05-19,56,403
2020-03-30,2020-05-19,57,460
2020-03-31,2020-05-19,57,517
2020-04-01,2020-05-19,55,572
2020-04-02,2020-05-19,53,625
2020-04-03,2020-05-19,49,674
2020-04-04,2020-05-19,46,720
2020-04-05,2020-05-19,42,762
2020-04-06,2020-05-19,39,801
2020-04-07,2020-05-19,36,837
2020-04-08,2020-05-19,34,871
2020-04-09,2020-05-19,33,904
2020-04-10,2020-05-19,32,936
2020-04-11,2020-05-19,33,969
2020-04-12,2020-05-19,34,1003
2020-04-13,2020-05-19,36,1039
2020-04-14,2020-05-19,38,1077
2020-04-15,2020-05-19,39,1116
2020-04-16,2020-05-19,40,1156
2020-04-17,2020-05-19,41,1197
2020-04-18,2020-05-19,40,1237
2020-04-19,2020-05-19,38,1275
2020-04-20,2020-05-19,36,1311
2020-04-21,2020-05-19,32,1343
2020-04-22,2020-05-19,29,1372
2020-04-23,2020-05-19,25,1397
2020-04-24,2020-05-19,22,1419
2020-04-25,2020-05-19,19,1438
2020-04-26,2020-05-19,16,1454
2020-04-27,2020-05-19,13,1467
2020-04-28,2020-05-19,11,1478
2020-04-29,2020-05-19,9,1487
2020-04-30,2020-05-19,7,1494
2020-05-01,2020-05-19,6,1500
2020-05-02,2020-05-19,5,1505
2020-05-03,2020-05-19,4,1509
2020-05-04,2020-05-19,3,1512
2020-05-05,2020-05-19,2,1514
2020-05-06,2020-05-19,2,1516
2020-05-07,2020-05-19,2,1518
2020-05-08,2020-05-19,2,1520
2020-05-09,2020-05-19,2,1522
2020-05-10,2020-05-19,3,1525
2020-05-11,2020-05-19,3,1528
2020-05-12,2020-05-19,4,1532
2020-05-13,2020-05-19,6,1538
2020-05-14,2020-05-19,8,1546
2020-05-15,2020-05-19,10,1556
2020-05-16,2020-05-19,12,1568
2020-05-17,2020-05-19,15,1583
2020-05-18,2020-05-19,18,1601
2020-05-19,2020-05-19,20,1621
2020-05-20,2020-05-19,22,1643
2020-05-21,2020-05-19,23,1666
2020-05-22,2020-05-19,23,1689
2020-05-23,2020-05-19,22,1711
2020-05-24,2020-05-19,21,1732
2020-05-25,2020-05-19,19,1751
2020-05-26,2020-05-19,17,1768
2020-05-27,2020-05-19,15,1783
2020-05-28,2020-05-19,13,1796
2020-05-29,2020-05-19,10,1806
2020-05-30,2020-05-19,9,1815
2020-05-31,2020-05-19,7,1822
2020-06-01,2020-05-19,6,1828
2020-06-02,2020-05-19,5,1833
2020-06-03,2020-05-19,4,1837
2020-06-04,2020-05-19,3,1840
2020-06-05,2020-05-19,2,1842
2020-06-06,2020-05-19,2,1844
2020-06-07,2020-05-19,1,1845
2020-06-08,2020-05-19,1,1846
2020-06-09,2020-05-19,1,1847
2020-06-10,2020-05-19,1,1848
2020-06-11,2020-05-19,1,1849
2020-06-12,2020-05-19,0,1849
2020-06-13,2020-05-19,0,1849
2020-06-14,2020-05-19,0,1849
2020-06-15,2020-05-19,0,1849
2020-06-16,2020-05-19,0,1849
2020-06-17,2020-05-19,0,1849
2020-06-18,2020-05-19,0,1849
2020-03-11,2020-05-20,3,4
2020-03-12,2020-05-20,3,7
2020-03-13,2020-05-20,5,12
2020-03-14,2020-05-20,8,20
2020-03-15,2020-05-20,11,31
2020-03-16,2020-05-20,14,45
2020-03-17,2020-05-20,17,62
2020-03-18,2020-05-20,21,83
2020-03-19,2020-05-20,24,107
2020-03-20,2020-05-20,27,134
2020-03-21,2020-05-20,30,164
2020-03-22,2020-05-20,33,197
2020-03-23,2020-05-20,36,233
2020-03-24,2020-05-20,39,272
2020-03-25,2020-05-20,41,313
2020-03-26,2020-05-20,43,356
2020-03-27,2020-05-20,45,401
2020-03-28,2020-05-20,46,447
2020-03-29,2020-05-20,48,495
2020-03-30,2020-05-20,48,543
2020-03-31,2020-05-20,49,592
2020-04-01,2020-05-20,49,641
2020-04-02,2020-05-20,49,690
2020-04-03,2020-05-20,49,739
2020-04-04,2020-05-20,48,787
2020-04-05,2020-05-20,47,834
2020-04-06,2020-05-20,46,880
2020-04-07,2020-05-20,45,925
2020-04-08,2020-05-20,44,969
2020-04-09,2020-05-20,42,1011
2020-04-10,2020-05-20,41,1052
2020-04-11,2020-05-20,39,1091
2020-04-12,2020-05-20,38,1129
2020-04-13,2020-05-20,36,1165
2020-04-14,2020-05-20,34,1199
2020-04-15,2020-05-20,33,1232
2020-04-16,2020-05-20,31,1263
2020-04-17,2020-05-20,29,1292
2020-04-18,2020-05-20,28,1320
2020-04-19,2020-05-20,26,1346
2020-04-20,2020-05-20,25,1371
2020-04-21,2020-05-20,23,1394
2020-04-22,2020-05-20,22,1416
2020-04-23,2020-05-20,20,1436
2020-04-24,2020-05-20,19,1455
2020-04-25,2020-05-20,18,1473
2020-04-26,2020-05-20,17,1490
2020-04-27,2020-05-20,16,1506
2020-04-28,2020-05-20,14,1520
2020-04-29,2020-05-20,13,1533
2020-04-30,2020-05-20,13,1546
2020-05-01,2020-05-20,12,1558
2020-05-02,2020-05-20,11,1569
2020-05-03,2020-05-20,10,1579
2020-05-04,2020-05-20,9,1588
2020-05-05,2020-05-20,9,1597
2020-05-06,2020-05-20,8,1605
2020-05-07,2020-05-20,7,1612
2020-05-08,2020-05-20,7,1619
2020-05-09,2020-05-20,6,1625
2020-05-10,2020-05-20,6,1631
2020-05-11,2020-05-20,5,1636
2020-05-12,2020-05-20,5,1641
2020-05-13,2020-05-20,5,1646
2020-05-14,2020-05-20,4,1650
2020-05-15,2020-05-20,4,1654
2020-05-16,2020-05-20,4,1658
2020-05-17,2020-05-20,3,1661
2020-05-18,2020-05-20,3,1664
2020-05-19,2020-05-20,3,1667
2020-05-20,2020-05-20,3,1670
2020-05-21,2020-05-20,2,1672
2020-05-22,2020-05-20,2,1674
2020-05-23,2020-05-20,2,1676
2020-05-24,2020-05-20,2,1678
2020-05-25,2020-05-20,2,1680
2020-05-26,2020-05-20,2,1682
2020-05-27,2020-05-20,2,1684
2020-05-28,2020-05-20,1,1685
2020-05-29,2020-05-20,1,1686
2020-05-30,2020-05-20,1,1687
2020-05-31,2020-05-20,1,1688
2020-06-01,2020-05-20,1,1689
2020-06-02,2020-05-20,1,1690
2020-06-03,2020-05-20,1,1691
2020-06-04,2020-05-20,1,1692
2020-06-05,2020-05-20,1,1693
2020-06-06,2020-05-20,1,1694
2020-06-07,2020-05-20,1,1695
2020-06-08,2020-05-20,1,1696
2020-06-09,2020-05-20,1,1697
2020-06-10,2020-05-20,0,1697
2020-06-11,2020-05-20,0,1697
2020-06-12,2020-05-20,0,1697
2020-06-13,2020-05-20,0,1697
2020-06-14,2020-05-20,0,1697
2020-06-15,2020-05-20,0,1697
2020-06-16,2020-05-20,0,1697
2020-06-17,2020-05-20,0,1697
2020-06-18,2020-05-20,0,1697
2020-06-19,2020-05-20,0,1697
2020-03-11,2020-05-21,3,4
2020-03-12,2020-05-21,3,7
2020-03-13,2020-05-21,5,12
2020-03-14,2020-05-21,8,20
2020-03-15,2020-05-21,11,31
2020-03-16,2020-05-21,14,45
2020-03-17,2020-05-21,17,62
2020-03-18,2020-05-21,21,83
2020-03-19,2020-05-21,24,107
2020-03-20,2020-05-21,28,135
2020-03-21,2020-05-21,31,166
2020-03-22,2020-05-21,34,200
2020-03-23,2020-05-21,37,237
2020-03-24,2020-05-21,40,277
2020-03-25,2020-05-21,42,319
2020-03-26,2020-05-21,44,363
2020-03-27,2020-05-21,46,409
2020-03-28,2020-05-21,47,456
2020-03-29,2020-05-21,48,504
2020-03-30,2020-05-21,49,553
2020-03-31,2020-05-21,49,602
2020-04-01,2020-05-21,49,651
2020-04-02,2020-05-21,49,700
2020-04-03,2020-05-21,48,748
2020-04-04,2020-05-21,48,796
2020-04-05,2020-05-21,47,843
2020-04-06,2020-05-21,45,888
2020-04-07,2020-05-21,44,932
2020-04-08,2020-05-21,43,975
2020-04-09,2020-05-21,41,1016
2020-04-10,2020-05-21,39,1055
2020-04-11,2020-05-21,38,1093
2020-04-12,2020-05-21,36,1129
2020-04-13,2020-05-21,34,1163
2020-04-14,2020-05-21,32,1195
2020-04-15,2020-05-21,30,1225
2020-04-16,2020-05-21,29,1254
2020-04-17,2020-05-21,27,1281
2020-04-18,2020-05-21,25,1306
2020-04-19,2020-05-21,24,1330
2020-04-20,2020-05-21,22,1352
2020-04-21,2020-05-21,21,1373
2020-04-22,2020-05-21,19,1392
2020-04-23,2020-05-21,18,1410
2020-04-24,2020-05-21,17,1427
2020-04-25,2020-05-21,16,1443
2020-04-26,2020-05-21,14,1457
2020-04-27,2020-05-21,13,1470
2020-04-28,2020-05-21,12,1482
2020-04-29,2020-05-21,12,1494
2020-04-30,2020-05-21,11,1505
2020-05-01,2020-05-21,10,1515
2020-05-02,2020-05-21,9,1524
2020-05-03,2020-05-21,8,1532
2020-05-04,2020-05-21,8,1540
2020-05-05,2020-05-21,7,1547
2020-05-06,2020-05-21,7,1554
2020-05-07,2020-05-21,10,1564
2020-05-08,2020-05-21,11,1575
2020-05-09,2020-05-21,13,1588
2020-05-10,2020-05-21,14,1602
2020-05-11,2020-05-21,15,1617
2020-05-12,2020-05-21,15,1632
2020-05-13,2020-05-21,15,1647
2020-05-14,2020-05-21,14,1661
2020-05-15,2020-05-21,13,1674
2020-05-16,2020-05-21,12,1686
2020-05-17,2020-05-21,10,1696
2020-05-18,2020-05-21,9,1705
2020-05-19,2020-05-21,8,1713
2020-05-20,2020-05-21,7,1720
2020-05-21,2020-05-21,6,1726
2020-05-22,2020-05-21,5,1731
2020-05-23,2020-05-21,4,1735
2020-05-24,2020-05-21,3,1738
2020-05-25,2020-05-21,3,1741
2020-05-26,2020-05-21,3,1744
2020-05-27,2020-05-21,2,1746
2020-05-28,2020-05-21,2,1748
2020-05-29,2020-05-21,2,1750
2020-05-30,2020-05-21,1,1751
2020-05-31,2020-05-21,1,1752
2020-06-01,2020-05-21,1,1753
2020-06-02,2020-05-21,1,1754
2020-06-03,2020-05-21,1,1755
2020-06-04,2020-05-21,1,1756
2020-06-05,2020-05-21,1,1757
2020-06-06,2020-05-21,1,1758
2020-06-07,2020-05-21,1,1759
2020-06-08,2020-05-21,0,1759
2020-06-09,2020-05-21,0,1759
2020-06-10,2020-05-21,0,1759
2020-06-11,2020-05-21,0,1759
2020-06-12,2020-05-21,0,1759
2020-06-13,2020-05-21,0,1759
2020-06-14,2020-05-21,0,1759
2020-06-15,2020-05-21,0,1759
2020-06-16,2020-05-21,0,1759
2020-06-17,2020-05-21,0,1759
2020-06-18,2020-05-21,0,1759
2020-06-19,2020-05-21,0,1759
2020-06-20,2020-05-21,0,1759
2020-03-11,2020-05-22,3,4
2020-03-12,2020-05-22,3,7
2020-03-13,2020-05-22,5,12
2020-03-14,2020-05-22,7,19
2020-03-15,2020-05-22,10,29
2020-03-16,2020-05-22,13,42
2020-03-17,2020-05-22,16,58
2020-03-18,2020-05-22,20,78
2020-03-19,2020-05-22,23,101
2020-03-20,2020-05-22,27,128
2020-03-21,2020-05-22,30,158
2020-03-22,2020-05-22,33,191
2020-03-23,2020-05-22,37,228
2020-03-24,2020-05-22,39,267
2020-03-25,2020-05-22,42,309
2020-03-26,2020-05-22,44,353
2020-03-27,2020-05-22,46,399
2020-03-28,2020-05-22,48,447
2020-03-29,2020-05-22,49,496
2020-03-30,2020-05-22,50,546
2020-03-31,2020-05-22,50,596
2020-04-01,2020-05-22,50,646
2020-04-02,2020-05-22,50,696
2020-04-03,2020-05-22,50,746
2020-04-04,2020-05-22,49,795
2020-04-05,2020-05-22,48,843
2020-04-06,2020-05-22,46,889
2020-04-07,2020-05-22,45,934
2020-04-08,2020-05-22,43,977
2020-04-09,2020-05-22,42,1019
2020-04-10,2020-05-22,40,1059
2020-04-11,2020-05-22,38,1097
2020-04-12,2020-05-22,36,1133
2020-04-13,2020-05-22,34,1167
2020-04-14,2020-05-22,32,1199
2020-04-15,2020-05-22,30,1229
2020-04-16,2020-05-22,29,1258
2020-04-17,2020-05-22,27,1285
2020-04-18,2020-05-22,25,1310
2020-04-19,2020-05-22,23,1333
2020-04-20,2020-05-22,22,1355
2020-04-21,2020-05-22,20,1375
2020-04-22,2020-05-22,19,1394
2020-04-23,2020-05-22,18,1412
2020-04-24,2020-05-22,16,1428
2020-04-25,2020-05-22,15,1443
2020-04-26,2020-05-22,14,1457
2020-04-27,2020-05-22,13,1470
2020-04-28,2020-05-22,12,1482
2020-04-29,2020-05-22,11,1493
2020-04-30,2020-05-22,10,1503
2020-05-01,2020-05-22,9,1512
2020-05-02,2020-05-22,9,1521
2020-05-03,2020-05-22,8,1529
2020-05-04,2020-05-22,7,1536
2020-05-05,2020-05-22,7,1543
2020-05-06,2020-05-22,7,1550
2020-05-07,2020-05-22,9,1559
2020-05-08,2020-05-22,11,1570
2020-05-09,2020-05-22,12,1582
2020-05-10,2020-05-22,14,1596
2020-05-11,2020-05-22,15,1611
2020-05-12,2020-05-22,15,1626
2020-05-13,2020-05-22,15,1641
2020-05-14,2020-05-22,15,1656
2020-05-15,2020-05-22,14,1670
2020-05-16,2020-05-22,13,1683
2020-05-17,2020-05-22,12,1695
2020-05-18,2020-05-22,11,1706
2020-05-19,2020-05-22,9,1715
2020-05-20,2020-05-22,8,1723
2020-05-21,2020-05-22,7,1730
2020-05-22,2020-05-22,6,1736
2020-05-23,2020-05-22,5,1741
2020-05-24,2020-05-22,4,1745
2020-05-25,2020-05-22,4,1749
2020-05-26,2020-05-22,3,1752
2020-05-27,2020-05-22,3,1755
2020-05-28,2020-05-22,2,1757
2020-05-29,2020-05-22,2,1759
2020-05-30,2020-05-22,2,1761
2020-05-31,2020-05-22,1,1762
2020-06-01,2020-05-22,1,1763
2020-06-02,2020-05-22,1,1764
2020-06-03,2020-05-22,1,1765
2020-06-04,2020-05-22,1,1766
2020-06-05,2020-05-22,1,1767
2020-06-06,2020-05-22,1,1768
2020-06-07,2020-05-22,0,1768
2020-06-08,2020-05-22,0,1768
2020-06-09,2020-05-22,0,1768
2020-06-10,2020-05-22,0,1768
2020-06-11,2020-05-22,0,1768
2020-06-12,2020-05-22,0,1768
2020-06-13,2020-05-22,0,1768
2020-06-14,2020-05-22,0,1768
2020-06-15,2020-05-22,0,1768
2020-06-16,2020-05-22,0,1768
2020-06-17,2020-05-22,0,1768
2020-06-18,2020-05-22,0,1768
2020-06-19,2020-05-22,0,1768
2020-06-20,2020-05-22,0,1768
2020-06-21,2020-05-22,0,1768
2020-03-11,2020-05-24,3,4
2020-03-12,2020-05-24,3,7
2020-03-13,2020-05-24,6,13
2020-03-14,2020-05-24,9,22
2020-03-15,2020-05-24,12,34
2020-03-16,2020-05-24,16,50
2020-03-17,2020-05-24,19,69
2020-03-18,2020-05-24,22,91
2020-03-19,2020-05-24,26,117
2020-03-20,2020-05-24,29,146
2020-03-21,2020-05-24,32,178
2020-03-22,2020-05-24,35,213
2020-03-23,2020-05-24,37,250
2020-03-24,2020-05-24,39,289
2020-03-25,2020-05-24,41,330
2020-03-26,2020-05-24,43,373
2020-03-27,2020-05-24,45,418
2020-03-28,2020-05-24,46,464
2020-03-29,2020-05-24,47,511
2020-03-30,2020-05-24,47,558
2020-03-31,2020-05-24,48,606
2020-04-01,2020-05-24,48,654
2020-04-02,2020-05-24,48,702
2020-04-03,2020-05-24,47,749
2020-04-04,2020-05-24,47,796
2020-04-05,2020-05-24,46,842
2020-04-06,2020-05-24,45,887
2020-04-07,2020-05-24,44,931
2020-04-08,2020-05-24,43,974
2020-04-09,2020-05-24,41,1015
2020-04-10,2020-05-24,40,1055
2020-04-11,2020-05-24,39,1094
2020-04-12,2020-05-24,37,1131
2020-04-13,2020-05-24,36,1167
2020-04-14,2020-05-24,34,1201
2020-04-15,2020-05-24,32,1233
2020-04-16,2020-05-24,31,1264
2020-04-17,2020-05-24,29,1293
2020-04-18,2020-05-24,28,1321
2020-04-19,2020-05-24,26,1347
2020-04-20,2020-05-24,25,1372
2020-04-21,2020-05-24,24,1396
2020-04-22,2020-05-24,22,1418
2020-04-23,2020-05-24,21,1439
2020-04-24,2020-05-24,20,1459
2020-04-25,2020-05-24,19,1478
2020-04-26,2020-05-24,17,1495
2020-04-27,2020-05-24,16,1511
2020-04-28,2020-05-24,15,1526
2020-04-29,2020-05-24,14,1540
2020-04-30,2020-05-24,13,1553
2020-05-01,2020-05-24,13,1566
2020-05-02,2020-05-24,12,1578
2020-05-03,2020-05-24,11,1589
2020-05-04,2020-05-24,10,1599
2020-05-05,2020-05-24,10,1609
2020-05-06,2020-05-24,9,1618
2020-05-07,2020-05-24,8,1626
2020-05-08,2020-05-24,8,1634
2020-05-09,2020-05-24,7,1641
2020-05-10,2020-05-24,7,1648
2020-05-11,2020-05-24,6,1654
2020-05-12,2020-05-24,6,1660
2020-05-13,2020-05-24,5,1665
2020-05-14,2020-05-24,5,1670
2020-05-15,2020-05-24,5,1675
2020-05-16,2020-05-24,4,1679
2020-05-17,2020-05-24,4,1683
2020-05-18,2020-05-24,4,1687
2020-05-19,2020-05-24,3,1690
2020-05-20,2020-05-24,3,1693
2020-05-21,2020-05-24,3,1696
2020-05-22,2020-05-24,3,1699
2020-05-23,2020-05-24,3,1702
2020-05-24,2020-05-24,2,1704
2020-05-25,2020-05-24,2,1706
2020-05-26,2020-05-24,2,1708
2020-05-27,2020-05-24,2,1710
2020-05-28,2020-05-24,2,1712
2020-05-29,2020-05-24,2,1714
2020-05-30,2020-05-24,2,1716
2020-05-31,2020-05-24,1,1717
2020-06-01,2020-05-24,1,1718
2020-06-02,2020-05-24,1,1719
2020-06-03,2020-05-24,1,1720
2020-06-04,2020-05-24,1,1721
2020-06-05,2020-05-24,1,1722
2020-06-06,2020-05-24,1,1723
2020-06-07,2020-05-24,1,1724
2020-06-08,2020-05-24,1,1725
2020-06-09,2020-05-24,1,1726
2020-06-10,2020-05-24,1,1727
2020-06-11,2020-05-24,1,1728
2020-06-12,2020-05-24,1,1729
2020-06-13,2020-05-24,1,1730
2020-06-14,2020-05-24,0,1730
2020-06-15,2020-05-24,0,1730
2020-06-16,2020-05-24,0,1730
2020-06-17,2020-05-24,0,1730
2020-06-18,2020-05-24,0,1730
2020-06-19,2020-05-24,0,1730
2020-06-20,2020-05-24,0,1730
2020-06-21,2020-05-24,0,1730
2020-06-22,2020-05-24,0,1730
2020-06-23,2020-05-24,0,1730
2020-03-11,2020-05-25,3,4
2020-03-12,2020-05-25,3,7
2020-03-13,2020-05-25,6,13
2020-03-14,2020-05-25,9,22
2020-03-15,2020-05-25,12,34
2020-03-16,2020-05-25,16,50
2020-03-17,2020-05-25,19,69
2020-03-18,2020-05-25,22,91
2020-03-19,2020-05-25,26,117
2020-03-20,2020-05-25,29,146
2020-03-21,2020-05-25,32,178
2020-03-22,2020-05-25,35,213
2020-03-23,2020-05-25,37,250
2020-03-24,2020-05-25,39,289
2020-03-25,2020-05-25,41,330
2020-03-26,2020-05-25,43,373
2020-03-27,2020-05-25,45,418
2020-03-28,2020-05-25,46,464
2020-03-29,2020-05-25,47,511
2020-03-30,2020-05-25,47,558
2020-03-31,2020-05-25,48,606
2020-04-01,2020-05-25,48,654
2020-04-02,2020-05-25,48,702
2020-04-03,2020-05-25,47,749
2020-04-04,2020-05-25,47,796
2020-04-05,2020-05-25,46,842
2020-04-06,2020-05-25,45,887
2020-04-07,2020-05-25,44,931
2020-04-08,2020-05-25,43,974
2020-04-09,2020-05-25,41,1015
2020-04-10,2020-05-25,40,1055
2020-04-11,2020-05-25,39,1094
2020-04-12,2020-05-25,37,1131
2020-04-13,2020-05-25,36,1167
2020-04-14,2020-05-25,34,1201
2020-04-15,2020-05-25,32,1233
2020-04-16,2020-05-25,31,1264
2020-04-17,2020-05-25,29,1293
2020-04-18,2020-05-25,28,1321
2020-04-19,2020-05-25,26,1347
2020-04-20,2020-05-25,25,1372
2020-04-21,2020-05-25,24,1396
2020-04-22,2020-05-25,22,1418
2020-04-23,2020-05-25,21,1439
2020-04-24,2020-05-25,20,1459
2020-04-25,2020-05-25,19,1478
2020-04-26,2020-05-25,17,1495
2020-04-27,2020-05-25,16,1511
2020-04-28,2020-05-25,15,1526
2020-04-29,2020-05-25,14,1540
2020-04-30,2020-05-25,13,1553
2020-05-01,2020-05-25,13,1566
2020-05-02,2020-05-25,12,1578
2020-05-03,2020-05-25,11,1589
2020-05-04,2020-05-25,10,1599
2020-05-05,2020-05-25,10,1609
2020-05-06,2020-05-25,9,1618
2020-05-07,2020-05-25,8,1626
2020-05-08,2020-05-25,8,1634
2020-05-09,2020-05-25,7,1641
2020-05-10,2020-05-25,7,1648
2020-05-11,2020-05-25,6,1654
2020-05-12,2020-05-25,6,1660
2020-05-13,2020-05-25,5,1665
2020-05-14,2020-05-25,5,1670
2020-05-15,2020-05-25,5,1675
2020-05-16,2020-05-25,4,1679
2020-05-17,2020-05-25,4,1683
2020-05-18,2020-05-25,4,1687
2020-05-19,2020-05-25,3,1690
2020-05-20,2020-05-25,3,1693
2020-05-21,2020-05-25,3,1696
2020-05-22,2020-05-25,3,1699
2020-05-23,2020-05-25,3,1702
2020-05-24,2020-05-25,2,1704
2020-05-25,2020-05-25,2,1706
2020-05-26,2020-05-25,2,1708
2020-05-27,2020-05-25,2,1710
2020-05-28,2020-05-25,2,1712
2020-05-29,2020-05-25,2,1714
2020-05-30,2020-05-25,2,1716
2020-05-31,2020-05-25,1,1717
2020-06-01,2020-05-25,1,1718
2020-06-02,2020-05-25,1,1719
