"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA"
25,"79","Trakų r.","10","Vilniaus apskr.",NA,5,5,0,0,5,0,"1590146458000"
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,3,0,3,0,3,0,"1590146456000"
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,3,2,1,0,3,0,"1590146455000"
18,"62","Molėtų r.","9","Utenos apskr.",NA,3,1,2,2,1,0,"1590146455000"
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,5,3,2,0,5,0,"1590146454000"
16,"34","Anykščių r.","9","Utenos apskr.",NA,6,2,4,0,6,0,"1590146454000"
13,"36","Biržų r.","5","Panevėžio apskr.",NA,10,5,5,0,10,0,"1590146452000"
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,2,0,2,1,1,0,"1590146451000"
10,"15","Druskininkų","1","Alytaus apskr.",NA,1,0,1,0,1,0,"1590146450000"
6,"74","Rietavo","8","Telšių apskr.",NA,6,4,2,0,6,0,"1590146447000"
5,"46","Jonavos r.","2","Kauno apskr.",NA,9,1,8,0,9,0,"1590146447000"
4,"69","Prienų r.","2","Kauno apskr.",NA,5,3,2,0,5,0,"1590146446000"
43,"65","Pakruojo r.","6","Šiaulių apskr.",NA,0,0,0,0,0,0,"1588673992000"
1,"82","Utenos r.","9","Utenos apskr.",NA,4,1,3,1,3,0,"1590146444000"
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,3,1,2,0,3,0,"1590146445000"
