"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT"
61188,NA,"Kazlų Rūdos",NA,NA,NA,NA,2,0,2,1,1,0,2020-06-01 08:39:00,0,0,2,17.6,11337,8.8,0,0,4.3
61189,NA,"Biržų r.",NA,NA,NA,NA,10,5,5,0,10,0,2020-06-01 08:39:00,0,0,10,44,22718,0,0,0,4.3
61190,NA,"Šiaulių r.",NA,NA,NA,NA,11,6,5,0,10,1,2020-06-01 08:39:01,0,0,11,26.5,41442,0,0,0,4.3
61191,NA,"Klaipėdos r.",NA,NA,NA,NA,56,25,31,5,48,3,2020-06-01 08:39:02,0,0,56,93.1,60139,8.3,1,1.7,4.3
61192,NA,"Anykščių r.",NA,NA,NA,NA,6,2,4,0,6,0,2020-06-01 08:39:02,0,0,6,26,23034,0,0,0,4.3
61193,NA,"Akmenės r.",NA,NA,NA,NA,5,3,2,0,5,0,2020-06-01 08:39:03,0,0,5,26.6,18764,0,0,0,4.3
61194,NA,"Molėtų r.",NA,NA,NA,NA,3,1,2,2,1,0,2020-06-01 08:39:03,0,0,3,17.5,17153,11.7,0,0,4.3
61195,NA,"Radviliškio r.",NA,NA,NA,NA,3,2,1,0,3,0,2020-06-01 08:39:04,0,0,3,8.6,34995,0,0,0,4.3
61196,NA,"Rokiškio r.",NA,NA,NA,NA,3,0,3,0,3,0,2020-06-01 08:39:05,0,0,3,10.7,28070,0,0,0,4.3
61197,NA,"Šakių r.",NA,NA,NA,NA,3,1,2,0,2,1,2020-06-01 08:39:05,0,0,3,11.2,26698,0,0,0,4.3
61198,NA,"Panevėžio r.",NA,NA,NA,NA,8,5,3,1,6,1,2020-06-01 08:39:06,0,0,8,22.6,35324,2.8,1,2.8,4.3
61199,NA,"Trakų r.",NA,NA,NA,NA,5,5,0,0,5,0,2020-06-01 08:39:07,0,0,5,15.4,32546,0,0,0,4.3
61200,NA,"Kupiškio r.",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-01 08:39:07,0,0,1,6.1,16356,0,0,0,4.3
61201,NA,"Skuodo r.",NA,NA,NA,NA,3,1,2,1,2,0,2020-06-01 08:39:07,0,0,3,18.7,16078,6.2,1,6.2,4.3
61202,NA,"Palangos m.",NA,NA,NA,NA,12,6,6,4,7,1,2020-06-01 08:39:08,0,0,12,74.8,16046,24.9,0,0,4.3
61203,NA,"Pagėgių",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-01 08:39:09,0,0,1,13.7,7288,0,0,0,4.3
61204,NA,"Šalčininkų r.",NA,NA,NA,NA,12,5,7,5,7,0,2020-06-01 08:39:09,0,0,12,39.3,30520,16.4,2,6.6,4.3
61205,NA,"Vilniaus r.",NA,NA,NA,NA,259,90,169,78,176,3,2020-06-01 08:39:10,0,0,259,258.6,100158,77.9,38,37.9,4.3
61206,NA,"Švenčionių r.",NA,NA,NA,NA,10,6,4,3,7,0,2020-06-01 08:39:11,0,0,10,43.6,22932,13.1,0,0,4.3
61207,NA,"Zarasų r.",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-01 08:39:11,0,0,1,6.7,14916,0,0,0,4.3
61208,NA,"Kėdainių r.",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-01 08:39:12,0,0,1,2.2,45285,0,0,0,4.3
61209,NA,"Ukmergės r.",NA,NA,NA,NA,86,27,59,4,73,9,2020-06-01 08:39:13,0,0,86,256.9,33471,12,0,0,4.3
61210,NA,"Kelmės r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-01 08:39:13,0,0,2,7.9,25382,0,0,0,4.3
61211,NA,"Širvintų r.",NA,NA,NA,NA,8,4,4,1,6,0,2020-06-01 08:39:14,0,0,8,53.1,15076,6.6,0,0,4.3
61212,NA,"Kalvarijos",NA,NA,NA,NA,4,2,2,2,2,0,2020-06-01 08:39:14,0,0,4,39.3,10190,19.6,0,0,4.3
61213,NA,"Kauno r.",NA,NA,NA,NA,21,14,7,0,21,0,2020-06-01 08:39:15,0,0,21,21.8,96441,0,0,0,4.3
61214,NA,"Šilutės r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-01 08:39:16,0,0,7,18.6,37637,0,0,0,4.3
61215,NA,"Tauragės r.",NA,NA,NA,NA,9,5,4,2,7,0,2020-06-01 08:39:16,0,0,9,23.8,37805,5.3,1,2.6,4.3
61216,NA,"Lazdijų r.",NA,NA,NA,NA,5,2,3,3,2,0,2020-06-01 08:39:17,0,0,5,27.3,18331,16.4,3,16.4,4.3
61217,NA,"Jurbarko r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-01 08:39:18,0,0,2,8.1,24822,0,0,0,4.3
61218,NA,"Elektrėnų",NA,NA,NA,NA,6,2,4,3,3,0,2020-06-01 08:39:18,0,0,6,25,23992,12.5,0,0,4.3
61219,NA,"Neringos",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-01 08:39:19,0,0,1,28.3,3530,0,0,0,4.3
61220,NA,"Mažeikių r.",NA,NA,NA,NA,7,4,3,1,5,1,2020-06-01 08:39:20,0,0,7,13.7,51067,2,0,0,4.3
61221,NA,"Ignalinos r.",NA,NA,NA,NA,4,1,3,1,3,0,2020-06-01 08:39:20,0,0,4,27.7,14433,6.9,1,6.9,4.3
61222,NA,"Telšių r.",NA,NA,NA,NA,10,5,5,0,8,2,2020-06-01 08:39:21,0,0,10,25.4,39317,0,0,0,4.3
61223,NA,"Plungės r.",NA,NA,NA,NA,8,5,3,1,7,0,2020-06-01 08:39:22,0,0,8,24.3,32987,3,1,3,4.3
61224,NA,"Kretingos r.",NA,NA,NA,NA,59,22,37,19,38,2,2020-06-01 08:39:22,0,0,59,157.6,37427,50.8,1,2.7,4.3
61225,NA,"Varėnos r.",NA,NA,NA,NA,1,1,0,0,0,1,2020-06-01 08:39:23,0,0,1,4.8,20840,0,0,0,4.3
61226,NA,"Alytaus r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-01 08:39:24,0,0,7,27,25887,0,0,0,4.3
61227,NA,"Raseinių r.",NA,NA,NA,NA,6,1,5,0,5,1,2020-06-01 08:39:24,0,0,6,19.2,31225,0,0,0,4.3
61228,NA,"Vilniaus m.",NA,NA,NA,NA,434,186,248,157,256,16,2020-06-01 08:39:26,0,0,434,77.2,562030,27.9,61,10.9,4.3
61229,NA,"Šilalės r.",NA,NA,NA,NA,3,2,1,0,3,0,2020-06-01 08:39:26,0,0,3,13.7,21887,0,0,0,4.3
61230,NA,"Klaipėdos m.",NA,NA,NA,NA,273,90,183,47,210,16,2020-06-01 08:39:27,0,0,273,183,149157,31.5,3,2,4.3
61231,NA,"Visagino",NA,NA,NA,NA,3,1,2,0,3,0,2020-06-01 08:39:28,0,0,3,16.4,18250,0,0,0,4.3
61232,NA,"Pasvalio r.",NA,NA,NA,NA,4,3,1,1,3,0,2020-06-01 08:39:28,0,0,4,17.5,22816,4.4,0,0,4.3
61233,NA,"Panevėžio m.",NA,NA,NA,NA,21,13,8,1,19,1,2020-06-01 08:39:29,0,0,21,24.5,85878,1.2,0,0,4.3
61234,NA,"Šiaulių m.",NA,NA,NA,NA,14,9,5,1,12,1,2020-06-01 08:39:30,0,0,14,13.8,101514,1,1,1,4.3
61235,NA,"Birštono",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-01 08:39:30,0,0,0,0,4069,0,0,0,4.3
61236,NA,"Pakruojo r.",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-01 08:39:30,0,0,0,0,18606,0,0,0,4.3
61,NA,"Kita",NA,NA,NA,NA,1,1,0,1,0,0,2020-06-01 08:41:21,0,0,1,0,0,0,1,0,4.3
