"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT"
63134,NA,"Kelmės r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-08 06:55:32,0,0,2,7.9,25382,0,0,0,3
63135,NA,"Širvintų r.",NA,NA,NA,NA,12,7,5,5,6,0,2020-06-08 06:55:33,0,0,12,79.6,15076,33.2,4,26.5,3
63136,NA,"Kalvarijos",NA,NA,NA,NA,5,2,3,1,3,0,2020-06-08 06:55:34,0,0,5,49.1,10190,9.8,0,0,3
63137,NA,"Kauno r.",NA,NA,NA,NA,21,14,7,0,21,0,2020-06-08 06:55:34,0,0,21,21.8,96441,0,0,0,3
63138,NA,"Šilutės r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-08 06:55:35,0,0,7,18.6,37637,0,0,0,3
63139,NA,"Tauragės r.",NA,NA,NA,NA,9,5,4,2,7,0,2020-06-08 06:55:36,0,0,9,23.8,37805,5.3,0,0,3
63140,NA,"Lazdijų r.",NA,NA,NA,NA,5,2,3,3,2,0,2020-06-08 06:55:36,0,0,5,27.3,18331,16.4,1,5.5,3
63141,NA,"Jurbarko r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-08 06:55:37,0,0,2,8.1,24822,0,0,0,3
63142,NA,"Elektrėnų",NA,NA,NA,NA,7,2,5,4,3,0,2020-06-08 06:55:38,0,0,7,29.2,23992,16.7,1,4.2,3
63143,NA,"Neringos",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-08 06:55:39,0,0,1,28.3,3530,0,0,0,3
63144,NA,"Mažeikių r.",NA,NA,NA,NA,7,4,3,1,5,1,2020-06-08 06:55:39,0,0,7,13.7,51067,2,0,0,3
63145,NA,"Ignalinos r.",NA,NA,NA,NA,5,1,4,2,3,0,2020-06-08 06:55:40,0,0,5,34.6,14433,13.9,2,13.9,3
63146,NA,"Telšių r.",NA,NA,NA,NA,10,5,5,0,8,2,2020-06-08 06:55:41,0,0,10,25.4,39317,0,0,0,3
63147,NA,"Plungės r.",NA,NA,NA,NA,8,5,3,1,7,0,2020-06-08 06:55:42,0,0,8,24.3,32987,3,1,3,3
63148,NA,"Kretingos r.",NA,NA,NA,NA,59,22,37,12,45,2,2020-06-08 06:55:42,0,0,59,157.6,37427,32.1,0,0,3
63149,NA,"Varėnos r.",NA,NA,NA,NA,1,1,0,0,0,1,2020-06-08 06:55:43,0,0,1,4.8,20840,0,0,0,3
63150,NA,"Alytaus r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-08 06:55:44,0,0,7,27,25887,0,0,0,3
63151,NA,"Raseinių r.",NA,NA,NA,NA,6,1,5,0,5,1,2020-06-08 06:55:44,0,0,6,19.2,31225,0,0,0,3
63152,NA,"Vilniaus m.",NA,NA,NA,NA,448,193,255,123,303,17,2020-06-08 06:55:45,0,0,448,79.7,562030,21.9,31,5.5,3
63153,NA,"Šilalės r.",NA,NA,NA,NA,3,2,1,0,3,0,2020-06-08 06:55:46,0,0,3,13.7,21887,0,0,0,3
63154,NA,"Klaipėdos m.",NA,NA,NA,NA,276,92,184,42,218,16,2020-06-08 06:55:47,0,0,276,185,149157,28.2,4,2.7,3
63155,NA,"Visagino",NA,NA,NA,NA,3,1,2,0,3,0,2020-06-08 06:55:47,0,0,3,16.4,18250,0,0,0,3
63156,NA,"Pasvalio r.",NA,NA,NA,NA,4,3,1,1,3,0,2020-06-08 06:55:48,0,0,4,17.5,22816,4.4,0,0,3
63157,NA,"Panevėžio m.",NA,NA,NA,NA,21,13,8,0,20,1,2020-06-08 06:55:49,0,0,21,24.5,85878,0,0,0,3
63158,NA,"Šiaulių m.",NA,NA,NA,NA,14,9,5,1,12,1,2020-06-08 06:55:50,0,0,14,13.8,101514,1,0,0,3
63159,NA,"Birštono",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-08 06:55:50,0,0,0,0,4069,0,0,0,3
63160,NA,"Pakruojo r.",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-08 06:55:50,0,0,0,0,18606,0,0,0,3
61,NA,"Kita",NA,NA,NA,NA,0,9,5,1,12,1,2020-06-08 06:57:45,0,0,0,0,0,0,0,0,3
