"day","administrative_level_3","confirmed","confirmed_100k","confirmed_14","confirmed_14_100k","confirmed_male","confirmed_female","active","active_100k","recovered","deaths","population","downloaded","updated"
2020-07-30,"Šalčininkų r.",22,72.1,6,19.7,7,15,7,22.9,15,0,30520,2020-07-31 17:44:56,"2020-07-31 08:21:07"
2020-07-30,"Vilniaus r.",307,306.5,11,11,113,194,37,36.9,263,3,100158,2020-07-31 17:44:56,"2020-07-31 08:21:08"
2020-07-30,"Švenčionių r.",11,48,0,0,7,4,0,0,11,0,22932,2020-07-31 17:44:56,"2020-07-31 08:21:09"
2020-07-30,"Zarasų r.",2,13.4,1,6.7,2,0,1,6.7,1,0,14916,2020-07-31 17:44:56,"2020-07-31 08:21:10"
2020-07-30,"Kėdainių r.",11,24.3,7,15.5,4,7,8,17.7,3,0,45285,2020-07-31 17:44:56,"2020-07-31 08:21:11"
2020-07-30,"Ukmergės r.",89,265.9,0,0,29,60,0,0,79,9,33471,2020-07-31 17:44:56,"2020-07-31 08:21:11"
2020-07-30,"Kelmės r.",2,7.9,0,0,1,1,0,0,2,0,25382,2020-07-31 17:44:56,"2020-07-31 08:21:12"
2020-07-30,"Širvintų r.",20,132.7,0,0,11,9,3,19.9,16,0,15076,2020-07-31 17:44:56,"2020-07-31 08:21:13"
2020-07-30,"Kalvarijos",5,49.1,0,0,2,3,0,0,4,0,10190,2020-07-31 17:44:56,"2020-07-31 08:21:14"
2020-07-30,"Kauno r.",28,29,6,6.2,19,9,7,7.3,21,0,96441,2020-07-31 17:44:56,"2020-07-31 08:21:15"
2020-07-30,"Šilutės r.",7,18.6,0,0,4,3,0,0,7,0,37637,2020-07-31 17:44:56,"2020-07-31 08:21:15"
2020-07-30,"Tauragės r.",11,29.1,2,5.3,6,5,2,5.3,9,0,37805,2020-07-31 17:44:56,"2020-07-31 08:21:16"
2020-07-30,"Lazdijų r.",6,32.7,1,5.5,3,3,1,5.5,5,0,18331,2020-07-31 17:44:56,"2020-07-31 08:21:17"
2020-07-30,"Jurbarko r.",2,8.1,0,0,1,1,0,0,2,0,24822,2020-07-31 17:44:56,"2020-07-31 08:21:18"
2020-07-30,"Elektrėnų",9,37.5,1,4.2,3,6,5,20.8,4,0,23992,2020-07-31 17:44:56,"2020-07-31 08:21:18"
2020-07-30,"Neringos",1,28.3,0,0,1,0,0,0,1,0,3530,2020-07-31 17:44:56,"2020-07-31 08:21:19"
2020-07-30,"Mažeikių r.",7,13.7,0,0,4,3,0,0,6,1,51067,2020-07-31 17:44:56,"2020-07-31 08:21:20"
2020-07-30,"Ignalinos r.",8,55.4,2,13.9,3,5,3,20.8,5,0,14433,2020-07-31 17:44:56,"2020-07-31 08:21:21"
2020-07-30,"Telšių r.",11,28,0,0,6,5,0,0,9,2,39317,2020-07-31 17:44:56,"2020-07-31 08:21:21"
2020-07-30,"Plungės r.",8,24.3,0,0,5,3,0,0,8,0,32987,2020-07-31 17:44:56,"2020-07-31 08:21:22"
2020-07-30,"Kretingos r.",62,165.7,0,0,24,38,2,5.3,57,3,37427,2020-07-31 17:44:56,"2020-07-31 08:21:23"
2020-07-30,"Varėnos r.",1,4.8,0,0,1,0,0,0,0,1,20840,2020-07-31 17:44:56,"2020-07-31 08:21:24"
2020-07-30,"Alytaus r.",7,27,0,0,4,3,0,0,7,0,25887,2020-07-31 17:44:56,"2020-07-31 08:21:24"
2020-07-30,"Raseinių r.",7,22.4,1,3.2,1,6,1,3.2,5,1,31225,2020-07-31 17:44:56,"2020-07-31 08:21:25"
2020-07-30,"Vilniaus m.",556,98.9,34,6,248,308,122,21.7,407,22,562030,2020-07-31 17:44:56,"2020-07-31 08:21:26"
2020-07-30,"Šilalės r.",3,13.7,0,0,2,1,0,0,3,0,21887,2020-07-31 17:44:56,"2020-07-31 08:21:27"
2020-07-30,"Klaipėdos m.",283,189.7,3,2,98,185,6,4,259,18,149157,2020-07-31 17:44:56,"2020-07-31 08:21:28"
2020-07-30,"Visagino",5,27.4,1,5.5,2,3,1,5.5,4,0,18250,2020-07-31 17:44:56,"2020-07-31 08:21:29"
2020-07-30,"Pasvalio r.",4,17.5,0,0,3,1,1,4.4,3,0,22816,2020-07-31 17:44:56,"2020-07-31 08:21:30"
2020-07-30,"Panevėžio m.",40,46.6,18,21,22,18,18,21,21,1,85878,2020-07-31 17:44:56,"2020-07-31 08:21:31"
2020-07-30,"Šiaulių m.",18,17.7,3,3,10,8,4,3.9,13,1,101514,2020-07-31 17:44:56,"2020-07-31 08:21:32"
2020-07-30,"Birštono",0,0,0,0,0,0,0,0,0,0,4069,2020-07-31 17:44:56,"2020-07-31 08:21:32"
2020-07-30,"Pakruojo r.",0,0,0,0,0,0,0,0,0,0,18606,2020-07-31 17:44:56,"2020-07-31 08:21:32"
2020-07-30,"Kita",6,0,5,0,4,2,6,0,0,0,0,2020-07-31 17:44:56,"2020-07-31 08:27:44"
2020-07-31,"Utenos r.",8,21.5,0,0,4,4,0,0,8,0,37179,2020-08-01 21:10:24,"2020-08-01 06:50:09"
2020-07-31,"Kaišiadorių r.",3,10.2,0,0,1,2,0,0,3,0,29526,2020-08-01 21:10:24,"2020-08-01 06:50:10"
2020-07-31,"Vilkaviškio r.",8,23.1,1,2.9,4,4,1,2.9,6,1,34660,2020-08-01 21:10:24,"2020-08-01 06:50:11"
2020-07-31,"Prienų r.",7,27.1,2,7.8,3,4,2,7.8,5,0,25802,2020-08-01 21:10:24,"2020-08-01 06:50:11"
2020-07-31,"Jonavos r.",15,36.4,1,2.4,4,11,2,4.9,13,0,41163,2020-08-01 21:10:24,"2020-08-01 06:50:12"
2020-07-31,"Rietavo",6,82.7,0,0,4,2,0,0,6,0,7258,2020-08-01 21:10:24,"2020-08-01 06:50:13"
2020-07-31,"Marijampolės",82,152.5,3,5.6,36,46,5,9.3,73,4,53772,2020-08-01 21:10:24,"2020-08-01 06:50:14"
2020-07-31,"Kauno m.",165,57,37,12.8,99,66,59,20.4,102,3,289380,2020-08-01 21:10:24,"2020-08-01 06:50:15"
2020-07-31,"Alytaus m.",28,56.1,0,0,17,11,0,0,27,1,49888,2020-08-01 21:10:24,"2020-08-01 06:50:15"
2020-07-31,"Druskininkų",1,5.2,0,0,0,1,0,0,1,0,19109,2020-08-01 21:10:24,"2020-08-01 06:50:16"
2020-07-31,"Joniškio r.",15,72.4,0,0,8,7,0,0,14,1,20726,2020-08-01 21:10:24,"2020-08-01 06:50:17"
2020-07-31,"Kazlų Rūdos",3,26.5,0,0,0,3,0,0,3,0,11337,2020-08-01 21:10:24,"2020-08-01 06:50:17"
2020-07-31,"Biržų r.",10,44,0,0,5,5,0,0,10,0,22718,2020-08-01 21:10:24,"2020-08-01 06:50:18"
2020-07-31,"Šiaulių r.",12,29,1,2.4,7,5,1,2.4,10,1,41442,2020-08-01 21:10:24,"2020-08-01 06:50:19"
2020-07-31,"Klaipėdos r.",66,109.7,4,6.7,30,36,7,11.6,55,4,60139,2020-08-01 21:10:24,"2020-08-01 06:50:20"
2020-07-31,"Anykščių r.",8,34.7,0,0,3,5,0,0,8,0,23034,2020-08-01 21:10:24,"2020-08-01 06:50:20"
2020-07-31,"Akmenės r.",5,26.6,0,0,3,2,0,0,5,0,18764,2020-08-01 21:10:24,"2020-08-01 06:50:21"
2020-07-31,"Molėtų r.",11,64.1,6,35,4,7,7,40.8,4,0,17153,2020-08-01 21:10:24,"2020-08-01 06:50:22"
2020-07-31,"Radviliškio r.",7,20,0,0,5,2,0,0,7,0,34995,2020-08-01 21:10:24,"2020-08-01 06:50:22"
2020-07-31,"Rokiškio r.",5,17.8,1,3.6,1,4,2,7.1,3,0,28070,2020-08-01 21:10:24,"2020-08-01 06:50:23"
2020-07-31,"Šakių r.",8,30,1,3.7,4,4,4,15,3,1,26698,2020-08-01 21:10:24,"2020-08-01 06:50:24"
2020-07-31,"Panevėžio r.",11,31.1,3,8.5,6,5,3,8.5,7,1,35324,2020-08-01 21:10:24,"2020-08-01 06:50:25"
2020-07-31,"Trakų r.",15,46.1,2,6.1,9,6,8,24.6,7,0,32546,2020-08-01 21:10:24,"2020-08-01 06:50:25"
2020-07-31,"Kupiškio r.",2,12.2,2,12.2,2,0,2,12.2,0,0,16356,2020-08-01 21:10:24,"2020-08-01 06:50:26"
2020-07-31,"Skuodo r.",3,18.7,0,0,1,2,0,0,3,0,16078,2020-08-01 21:10:24,"2020-08-01 06:50:27"
2020-07-31,"Palangos m.",12,74.8,0,0,6,6,1,6.2,10,1,16046,2020-08-01 21:10:24,"2020-08-01 06:50:28"
2020-07-31,"Pagėgių",1,13.7,0,0,0,1,0,0,1,0,7288,2020-08-01 21:10:24,"2020-08-01 06:50:28"
2020-07-31,"Šalčininkų r.",23,75.4,7,22.9,7,16,8,26.2,15,0,30520,2020-08-01 21:10:24,"2020-08-01 06:50:29"
2020-07-31,"Vilniaus r.",307,306.5,11,11,113,194,37,36.9,263,3,100158,2020-08-01 21:10:24,"2020-08-01 06:50:30"
2020-07-31,"Švenčionių r.",11,48,0,0,7,4,0,0,11,0,22932,2020-08-01 21:10:24,"2020-08-01 06:50:31"
2020-07-31,"Zarasų r.",2,13.4,1,6.7,2,0,1,6.7,1,0,14916,2020-08-01 21:10:24,"2020-08-01 06:50:32"
2020-07-31,"Kėdainių r.",11,24.3,6,13.2,4,7,8,17.7,3,0,45285,2020-08-01 21:10:24,"2020-08-01 06:50:32"
2020-07-31,"Ukmergės r.",89,265.9,0,0,29,60,0,0,79,9,33471,2020-08-01 21:10:24,"2020-08-01 06:50:33"
2020-07-31,"Kelmės r.",2,7.9,0,0,1,1,0,0,2,0,25382,2020-08-01 21:10:24,"2020-08-01 06:50:34"
2020-07-31,"Širvintų r.",20,132.7,0,0,11,9,3,19.9,16,0,15076,2020-08-01 21:10:24,"2020-08-01 06:50:35"
2020-07-31,"Kalvarijos",5,49.1,0,0,2,3,0,0,4,0,10190,2020-08-01 21:10:24,"2020-08-01 06:50:35"
2020-07-31,"Kauno r.",30,31.1,8,8.3,19,11,9,9.3,21,0,96441,2020-08-01 21:10:24,"2020-08-01 06:50:36"
2020-07-31,"Šilutės r.",8,21.3,1,2.7,5,3,1,2.7,7,0,37637,2020-08-01 21:10:24,"2020-08-01 06:50:37"
2020-07-31,"Tauragės r.",11,29.1,1,2.6,6,5,2,5.3,9,0,37805,2020-08-01 21:10:24,"2020-08-01 06:50:38"
2020-07-31,"Lazdijų r.",6,32.7,1,5.5,3,3,1,5.5,5,0,18331,2020-08-01 21:10:24,"2020-08-01 06:50:38"
2020-07-31,"Jurbarko r.",2,8.1,0,0,1,1,0,0,2,0,24822,2020-08-01 21:10:24,"2020-08-01 06:50:39"
2020-07-31,"Elektrėnų",9,37.5,1,4.2,3,6,5,20.8,4,0,23992,2020-08-01 21:10:24,"2020-08-01 06:50:40"
2020-07-31,"Neringos",1,28.3,0,0,1,0,0,0,1,0,3530,2020-08-01 21:10:24,"2020-08-01 06:50:41"
2020-07-31,"Mažeikių r.",7,13.7,0,0,4,3,0,0,6,1,51067,2020-08-01 21:10:24,"2020-08-01 06:50:41"
2020-07-31,"Ignalinos r.",8,55.4,2,13.9,3,5,3,20.8,5,0,14433,2020-08-01 21:10:24,"2020-08-01 06:50:42"
2020-07-31,"Telšių r.",11,28,0,0,6,5,0,0,9,2,39317,2020-08-01 21:10:24,"2020-08-01 06:50:43"
2020-07-31,"Plungės r.",8,24.3,0,0,5,3,0,0,8,0,32987,2020-08-01 21:10:24,"2020-08-01 06:50:43"
2020-07-31,"Kretingos r.",62,165.7,0,0,24,38,2,5.3,57,3,37427,2020-08-01 21:10:24,"2020-08-01 06:50:44"
2020-07-31,"Varėnos r.",1,4.8,0,0,1,0,0,0,0,1,20840,2020-08-01 21:10:24,"2020-08-01 06:50:45"
2020-07-31,"Alytaus r.",7,27,0,0,4,3,0,0,7,0,25887,2020-08-01 21:10:24,"2020-08-01 06:50:46"
2020-07-31,"Raseinių r.",7,22.4,1,3.2,1,6,1,3.2,5,1,31225,2020-08-01 21:10:24,"2020-08-01 06:50:46"
2020-07-31,"Vilniaus m.",562,100,38,6.8,251,311,128,22.8,407,22,562030,2020-08-01 21:10:24,"2020-08-01 06:50:48"
2020-07-31,"Šilalės r.",3,13.7,0,0,2,1,0,0,3,0,21887,2020-08-01 21:10:24,"2020-08-01 06:50:48"
2020-07-31,"Klaipėdos m.",283,189.7,3,2,98,185,6,4,259,18,149157,2020-08-01 21:10:24,"2020-08-01 06:50:49"
2020-07-31,"Visagino",5,27.4,1,5.5,2,3,1,5.5,4,0,18250,2020-08-01 21:10:24,"2020-08-01 06:50:50"
2020-07-31,"Pasvalio r.",4,17.5,0,0,3,1,1,4.4,3,0,22816,2020-08-01 21:10:24,"2020-08-01 06:50:51"
2020-07-31,"Panevėžio m.",48,55.9,25,29.1,24,24,26,30.3,21,1,85878,2020-08-01 21:10:24,"2020-08-01 06:50:51"
2020-07-31,"Šiaulių m.",19,18.7,4,3.9,11,8,5,4.9,13,1,101514,2020-08-01 21:10:24,"2020-08-01 06:50:52"
2020-07-31,"Birštono",0,0,0,0,0,0,0,0,0,0,4069,2020-08-01 21:10:24,"2020-08-01 06:50:52"
2020-07-31,"Pakruojo r.",0,0,0,0,0,0,0,0,0,0,18606,2020-08-01 21:10:24,"2020-08-01 06:50:52"
2020-07-31,"Kita",4,0,3,0,3,1,4,0,0,0,0,2020-08-01 21:10:24,"2020-08-01 06:57:41"
2020-08-01,"Utenos r.",8,21.5,0,0,4,4,0,0,8,0,37179,2020-08-02 21:59:13,"2020-08-02 06:50:08"
2020-08-01,"Kaišiadorių r.",3,10.2,0,0,1,2,0,0,3,0,29526,2020-08-02 21:59:13,"2020-08-02 06:50:08"
2020-08-01,"Vilkaviškio r.",8,23.1,0,0,4,4,1,2.9,6,1,34660,2020-08-02 21:59:13,"2020-08-02 06:50:09"
2020-08-01,"Prienų r.",9,34.9,4,15.5,4,5,4,15.5,5,0,25802,2020-08-02 21:59:13,"2020-08-02 06:50:10"
2020-08-01,"Jonavos r.",15,36.4,0,0,4,11,2,4.9,13,0,41163,2020-08-02 21:59:13,"2020-08-02 06:50:11"
2020-08-01,"Rietavo",6,82.7,0,0,4,2,0,0,6,0,7258,2020-08-02 21:59:13,"2020-08-02 06:50:11"
2020-08-01,"Marijampolės",82,152.5,3,5.6,36,46,5,9.3,73,4,53772,2020-08-02 21:59:13,"2020-08-02 06:50:12"
2020-08-01,"Kauno m.",168,58.1,39,13.5,100,68,62,21.4,102,3,289380,2020-08-02 21:59:13,"2020-08-02 06:50:13"
2020-08-01,"Alytaus m.",28,56.1,0,0,17,11,0,0,27,1,49888,2020-08-02 21:59:13,"2020-08-02 06:50:14"
2020-08-01,"Druskininkų",1,5.2,0,0,0,1,0,0,1,0,19109,2020-08-02 21:59:13,"2020-08-02 06:50:15"
2020-08-01,"Joniškio r.",15,72.4,0,0,8,7,0,0,14,1,20726,2020-08-02 21:59:13,"2020-08-02 06:50:15"
2020-08-01,"Kazlų Rūdos",3,26.5,0,0,0,3,0,0,3,0,11337,2020-08-02 21:59:13,"2020-08-02 06:50:16"
2020-08-01,"Biržų r.",10,44,0,0,5,5,0,0,10,0,22718,2020-08-02 21:59:13,"2020-08-02 06:50:17"
2020-08-01,"Šiaulių r.",12,29,1,2.4,7,5,1,2.4,10,1,41442,2020-08-02 21:59:13,"2020-08-02 06:50:18"
2020-08-01,"Klaipėdos r.",66,109.7,1,1.7,30,36,7,11.6,55,4,60139,2020-08-02 21:59:13,"2020-08-02 06:50:18"
2020-08-01,"Anykščių r.",8,34.7,0,0,3,5,0,0,8,0,23034,2020-08-02 21:59:13,"2020-08-02 06:50:19"
2020-08-01,"Akmenės r.",5,26.6,0,0,3,2,0,0,5,0,18764,2020-08-02 21:59:13,"2020-08-02 06:50:20"
2020-08-01,"Molėtų r.",11,64.1,5,29.1,4,7,7,40.8,4,0,17153,2020-08-02 21:59:13,"2020-08-02 06:50:21"
2020-08-01,"Radviliškio r.",7,20,0,0,5,2,0,0,7,0,34995,2020-08-02 21:59:13,"2020-08-02 06:50:21"
2020-08-01,"Rokiškio r.",5,17.8,1,3.6,1,4,2,7.1,3,0,28070,2020-08-02 21:59:13,"2020-08-02 06:50:22"
2020-08-01,"Šakių r.",8,30,0,0,4,4,4,15,3,1,26698,2020-08-02 21:59:13,"2020-08-02 06:50:23"
2020-08-01,"Panevėžio r.",11,31.1,3,8.5,6,5,3,8.5,7,1,35324,2020-08-02 21:59:13,"2020-08-02 06:50:23"
2020-08-01,"Trakų r.",15,46.1,2,6.1,9,6,8,24.6,7,0,32546,2020-08-02 21:59:13,"2020-08-02 06:50:24"
2020-08-01,"Kupiškio r.",2,12.2,2,12.2,2,0,2,12.2,0,0,16356,2020-08-02 21:59:13,"2020-08-02 06:50:25"
2020-08-01,"Skuodo r.",3,18.7,0,0,1,2,0,0,3,0,16078,2020-08-02 21:59:13,"2020-08-02 06:50:26"
2020-08-01,"Palangos m.",12,74.8,0,0,6,6,1,6.2,10,1,16046,2020-08-02 21:59:13,"2020-08-02 06:50:26"
2020-08-01,"Pagėgių",1,13.7,0,0,0,1,0,0,1,0,7288,2020-08-02 21:59:13,"2020-08-02 06:50:27"
2020-08-01,"Šalčininkų r.",23,75.4,6,19.7,7,16,8,26.2,15,0,30520,2020-08-02 21:59:13,"2020-08-02 06:50:28"
2020-08-01,"Vilniaus r.",308,307.5,9,9,114,194,38,37.9,263,3,100158,2020-08-02 21:59:13,"2020-08-02 06:50:29"
2020-08-01,"Švenčionių r.",11,48,0,0,7,4,0,0,11,0,22932,2020-08-02 21:59:13,"2020-08-02 06:50:30"
2020-08-01,"Zarasų r.",2,13.4,1,6.7,2,0,1,6.7,1,0,14916,2020-08-02 21:59:13,"2020-08-02 06:50:30"
2020-08-01,"Kėdainių r.",11,24.3,3,6.6,4,7,8,17.7,3,0,45285,2020-08-02 21:59:13,"2020-08-02 06:50:31"
2020-08-01,"Ukmergės r.",89,265.9,0,0,29,60,0,0,79,9,33471,2020-08-02 21:59:13,"2020-08-02 06:50:32"
2020-08-01,"Kelmės r.",2,7.9,0,0,1,1,0,0,2,0,25382,2020-08-02 21:59:13,"2020-08-02 06:50:33"
2020-08-01,"Širvintų r.",20,132.7,0,0,11,9,3,19.9,16,0,15076,2020-08-02 21:59:13,"2020-08-02 06:50:33"
2020-08-01,"Kalvarijos",5,49.1,0,0,2,3,0,0,4,0,10190,2020-08-02 21:59:13,"2020-08-02 06:50:34"
2020-08-01,"Kauno r.",30,31.1,8,8.3,19,11,9,9.3,21,0,96441,2020-08-02 21:59:13,"2020-08-02 06:50:35"
2020-08-01,"Šilutės r.",8,21.3,1,2.7,5,3,1,2.7,7,0,37637,2020-08-02 21:59:13,"2020-08-02 06:50:36"
2020-08-01,"Tauragės r.",11,29.1,1,2.6,6,5,2,5.3,9,0,37805,2020-08-02 21:59:13,"2020-08-02 06:50:36"
2020-08-01,"Lazdijų r.",6,32.7,1,5.5,3,3,1,5.5,5,0,18331,2020-08-02 21:59:13,"2020-08-02 06:50:37"
2020-08-01,"Jurbarko r.",2,8.1,0,0,1,1,0,0,2,0,24822,2020-08-02 21:59:13,"2020-08-02 06:50:38"
2020-08-01,"Elektrėnų",9,37.5,1,4.2,3,6,5,20.8,4,0,23992,2020-08-02 21:59:13,"2020-08-02 06:50:39"
2020-08-01,"Neringos",1,28.3,0,0,1,0,0,0,1,0,3530,2020-08-02 21:59:13,"2020-08-02 06:50:39"
2020-08-01,"Mažeikių r.",8,15.7,1,2,5,3,1,2,6,1,51067,2020-08-02 21:59:13,"2020-08-02 06:50:40"
2020-08-01,"Ignalinos r.",16,110.9,10,69.3,7,9,11,76.2,5,0,14433,2020-08-02 21:59:13,"2020-08-02 06:50:41"
2020-08-01,"Telšių r.",11,28,0,0,6,5,0,0,9,2,39317,2020-08-02 21:59:13,"2020-08-02 06:50:42"
2020-08-01,"Plungės r.",8,24.3,0,0,5,3,0,0,8,0,32987,2020-08-02 21:59:13,"2020-08-02 06:50:42"
2020-08-01,"Kretingos r.",62,165.7,0,0,24,38,2,5.3,57,3,37427,2020-08-02 21:59:13,"2020-08-02 06:50:43"
2020-08-01,"Varėnos r.",1,4.8,0,0,1,0,0,0,0,1,20840,2020-08-02 21:59:13,"2020-08-02 06:50:44"
2020-08-01,"Alytaus r.",7,27,0,0,4,3,0,0,7,0,25887,2020-08-02 21:59:13,"2020-08-02 06:50:45"
2020-08-01,"Raseinių r.",7,22.4,1,3.2,1,6,1,3.2,5,1,31225,2020-08-02 21:59:13,"2020-08-02 06:50:45"
2020-08-01,"Vilniaus m.",562,100,37,6.6,251,311,128,22.8,407,22,562030,2020-08-02 21:59:13,"2020-08-02 06:50:47"
2020-08-01,"Šilalės r.",3,13.7,0,0,2,1,0,0,3,0,21887,2020-08-02 21:59:13,"2020-08-02 06:50:47"
2020-08-01,"Klaipėdos m.",283,189.7,2,1.3,98,185,6,4,259,18,149157,2020-08-02 21:59:13,"2020-08-02 06:50:48"
2020-08-01,"Visagino",5,27.4,1,5.5,2,3,1,5.5,4,0,18250,2020-08-02 21:59:13,"2020-08-02 06:50:49"
2020-08-01,"Pasvalio r.",4,17.5,0,0,3,1,1,4.4,3,0,22816,2020-08-02 21:59:13,"2020-08-02 06:50:50"
2020-08-01,"Panevėžio m.",50,58.2,26,30.3,25,25,28,32.6,21,1,85878,2020-08-02 21:59:13,"2020-08-02 06:50:51"
2020-08-01,"Šiaulių m.",19,18.7,4,3.9,11,8,5,4.9,13,1,101514,2020-08-02 21:59:13,"2020-08-02 06:50:52"
2020-08-01,"Birštono",0,0,0,0,0,0,0,0,0,0,4069,2020-08-02 21:59:13,"2020-08-02 06:50:52"
2020-08-01,"Pakruojo r.",0,0,0,0,0,0,0,0,0,0,18606,2020-08-02 21:59:13,"2020-08-02 06:50:52"
2020-08-01,"Kita",4,0,3,0,3,1,4,0,0,0,0,2020-08-02 21:59:13,"2020-08-02 06:57:36"
2020-08-02,"Kita",2,0,1,0,1,1,2,0,0,0,0,2020-08-03 14:00:06,"2020-08-03 06:57:45"
2020-08-02,"Utenos r.",8,21.5,0,0,4,4,0,0,8,0,37179,2020-08-03 14:00:06,"2020-08-03 06:50:08"
2020-08-02,"Kaišiadorių r.",3,10.2,0,0,1,2,0,0,3,0,29526,2020-08-03 14:00:06,"2020-08-03 06:50:08"
2020-08-02,"Vilkaviškio r.",8,23.1,0,0,4,4,1,2.9,6,1,34660,2020-08-03 14:00:06,"2020-08-03 06:50:09"
2020-08-02,"Prienų r.",10,38.8,5,19.4,4,6,5,19.4,5,0,25802,2020-08-03 14:00:06,"2020-08-03 06:50:10"
2020-08-02,"Jonavos r.",15,36.4,0,0,4,11,2,4.9,13,0,41163,2020-08-03 14:00:06,"2020-08-03 06:50:10"
2020-08-02,"Rietavo",6,82.7,0,0,4,2,0,0,6,0,7258,2020-08-03 14:00:06,"2020-08-03 06:50:11"
2020-08-02,"Marijampolės",82,152.5,3,5.6,36,46,5,9.3,73,4,53772,2020-08-03 14:00:06,"2020-08-03 06:50:12"
2020-08-02,"Kauno m.",171,59.1,41,14.2,101,70,65,22.5,102,3,289380,2020-08-03 14:00:06,"2020-08-03 06:50:13"
2020-08-02,"Alytaus m.",28,56.1,0,0,17,11,0,0,27,1,49888,2020-08-03 14:00:06,"2020-08-03 06:50:13"
2020-08-02,"Druskininkų",1,5.2,0,0,0,1,0,0,1,0,19109,2020-08-03 14:00:06,"2020-08-03 06:50:14"
2020-08-02,"Joniškio r.",15,72.4,0,0,8,7,0,0,14,1,20726,2020-08-03 14:00:06,"2020-08-03 06:50:15"
2020-08-02,"Kazlų Rūdos",3,26.5,0,0,0,3,0,0,3,0,11337,2020-08-03 14:00:06,"2020-08-03 06:50:16"
2020-08-02,"Biržų r.",10,44,0,0,5,5,0,0,10,0,22718,2020-08-03 14:00:06,"2020-08-03 06:50:16"
2020-08-02,"Šiaulių r.",12,29,1,2.4,7,5,1,2.4,10,1,41442,2020-08-03 14:00:06,"2020-08-03 06:50:17"
2020-08-02,"Klaipėdos r.",66,109.7,1,1.7,30,36,7,11.6,55,4,60139,2020-08-03 14:00:06,"2020-08-03 06:50:18"
2020-08-02,"Anykščių r.",8,34.7,0,0,3,5,0,0,8,0,23034,2020-08-03 14:00:06,"2020-08-03 06:50:19"
2020-08-02,"Akmenės r.",5,26.6,0,0,3,2,0,0,5,0,18764,2020-08-03 14:00:06,"2020-08-03 06:50:20"
2020-08-02,"Molėtų r.",11,64.1,4,23.3,4,7,7,40.8,4,0,17153,2020-08-03 14:00:06,"2020-08-03 06:50:20"
2020-08-02,"Radviliškio r.",7,20,0,0,5,2,0,0,7,0,34995,2020-08-03 14:00:06,"2020-08-03 06:50:21"
2020-08-02,"Rokiškio r.",5,17.8,1,3.6,1,4,2,7.1,3,0,28070,2020-08-03 14:00:06,"2020-08-03 06:50:22"
2020-08-02,"Šakių r.",8,30,0,0,4,4,4,15,3,1,26698,2020-08-03 14:00:06,"2020-08-03 06:50:23"
2020-08-02,"Panevėžio r.",11,31.1,2,5.7,6,5,3,8.5,7,1,35324,2020-08-03 14:00:06,"2020-08-03 06:50:23"
2020-08-02,"Trakų r.",15,46.1,2,6.1,9,6,8,24.6,7,0,32546,2020-08-03 14:00:06,"2020-08-03 06:50:24"
2020-08-02,"Kupiškio r.",2,12.2,2,12.2,2,0,2,12.2,0,0,16356,2020-08-03 14:00:06,"2020-08-03 06:50:25"
2020-08-02,"Skuodo r.",3,18.7,0,0,1,2,0,0,3,0,16078,2020-08-03 14:00:06,"2020-08-03 06:50:26"
2020-08-02,"Palangos m.",12,74.8,0,0,6,6,1,6.2,10,1,16046,2020-08-03 14:00:06,"2020-08-03 06:50:26"
2020-08-02,"Pagėgių",1,13.7,0,0,0,1,0,0,1,0,7288,2020-08-03 14:00:06,"2020-08-03 06:50:27"
2020-08-02,"Šalčininkų r.",23,75.4,6,19.7,7,16,8,26.2,15,0,30520,2020-08-03 14:00:06,"2020-08-03 06:50:28"
2020-08-02,"Vilniaus r.",308,307.5,7,7,114,194,38,37.9,263,3,100158,2020-08-03 14:00:06,"2020-08-03 06:50:29"
2020-08-02,"Švenčionių r.",11,48,0,0,7,4,0,0,11,0,22932,2020-08-03 14:00:06,"2020-08-03 06:50:30"
2020-08-02,"Zarasų r.",2,13.4,0,0,2,0,1,6.7,1,0,14916,2020-08-03 14:00:06,"2020-08-03 06:50:30"
2020-08-02,"Kėdainių r.",11,24.3,2,4.4,4,7,8,17.7,3,0,45285,2020-08-03 14:00:06,"2020-08-03 06:50:31"
2020-08-02,"Ukmergės r.",89,265.9,0,0,29,60,0,0,79,9,33471,2020-08-03 14:00:06,"2020-08-03 06:50:32"
2020-08-02,"Kelmės r.",2,7.9,0,0,1,1,0,0,2,0,25382,2020-08-03 14:00:06,"2020-08-03 06:50:33"
2020-08-02,"Širvintų r.",20,132.7,0,0,11,9,3,19.9,16,0,15076,2020-08-03 14:00:06,"2020-08-03 06:50:34"
2020-08-02,"Kalvarijos",5,49.1,0,0,2,3,0,0,4,0,10190,2020-08-03 14:00:06,"2020-08-03 06:50:34"
2020-08-02,"Kauno r.",31,32.1,9,9.3,19,12,10,10.4,21,0,96441,2020-08-03 14:00:06,"2020-08-03 06:50:35"
2020-08-02,"Šilutės r.",8,21.3,1,2.7,5,3,1,2.7,7,0,37637,2020-08-03 14:00:06,"2020-08-03 06:50:36"
2020-08-02,"Tauragės r.",11,29.1,1,2.6,6,5,2,5.3,9,0,37805,2020-08-03 14:00:06,"2020-08-03 06:50:37"
2020-08-02,"Lazdijų r.",6,32.7,1,5.5,3,3,1,5.5,5,0,18331,2020-08-03 14:00:06,"2020-08-03 06:50:37"
