"day","confirmed","tests","deaths","deaths_1","deaths_2","active","vaccinated_1","vaccinated_2","vaccinated_3","partialy_protected","fully_protected","booster_protected","infection_1","infection_2","infection_3","confirmed_daily","tests_daily","tests_mobile_daily","tests_pcr_daily","tests_ag_daily","tests_ab_daily","tests_positive_daily","tests_pcr_positive_daily","tests_ag_positive_daily","tests_ab_positive_daily","deaths_daily","deaths_1_daily","deaths_2_daily","deaths_population_daily","vaccinated_1_daily","vaccinated_2_daily","vaccinated_3_daily","infection_1_daily","infection_2_daily","infection_3_daily","population","hospitalized","icu","ventilated","oxygen","tpr_dgn","tpr_pcr","tpr_ag","tpr_ab","confirmed_100k","dgn_100k","deaths_100k","deaths_1_100k","deaths_2_100k","tests_100k","tests_mobile_100k","confirmed_growth_weekly","dgn_growth_weekly","tpr_dgn_diff_weekly","tpr_pcr_diff_weekly","tpr_ag_diff_weekly","tpr_ab_diff_weekly","deaths_growth_weekly","deaths_1_growth_weekly","deaths_2_growth_weekly","vaccinated_1_percent","vaccinated_2_percent","vaccinated_3_percent","partialy_protected_percent","fully_protected_percent","booster_protected_percent"
2020-08-25,2705,564417,123,68,109,588,0,0,0,0,0,0,2704,1,1,42,4267,1030,4267,0,83,51,51,0,8,0,0,0,83,0,0,0,42,0,0,2810761,62,7,3,22,1.34,1.34,NA,6.25,15.6541235629781,20.5282483996327,0.177887767761115,0.142310214208892,0.177887767761115,1755.82342290931,568.493728210972,18.91,37.45,0.34,0.34,NA,2.01,Inf,Inf,Inf,0,0,0,0,0,0
2020-08-26,2749,569513,124,68,110,613,0,0,0,0,0,0,2748,1,1,44,5096,1591,5096,0,70,59,59,0,10,1,0,1,99,0,0,0,44,0,0,2810761,63,8,3,25,1.29,1.29,NA,8.54,16.6502950624404,21.8446178810649,0.213465321313338,0.142310214208892,0.213465321313338,1812.24942284314,598.200985427078,10.81,20.07,0.17,0.17,NA,4.11,400,200,400,0,0,0,0,0,0
2020-08-27,2775,574694,125,69,111,605,0,0,0,0,0,0,2774,1,1,26,5181,1443,5181,0,56,37,37,0,8,1,1,1,97,0,0,0,26,0,0,2810761,64,8,3,25,1.2,1.2,NA,9.47,16.3300970804704,21.8801954346172,0.249042874865561,0.177887767761115,0.249042874865561,1852.62994612491,615.847451988981,11.52,15.79,0.05,0.05,NA,4.6,33.33,50,33.33,0,0,0,0,0,0
2020-08-28,2811,579831,125,69,111,620,0,0,0,0,0,0,2810,1,1,36,5137,1805,5137,0,57,51,51,0,5,0,0,0,100,0,0,0,36,0,0,2810761,58,8,3,25,1.16,1.16,NA,9.46,16.3656746340226,22.0580832023783,0.249042874865561,0.177887767761115,0.249042874865561,1855.33384019488,628.619793714229,6.28,8.05,-0.0600000000000001,-0.0600000000000001,NA,4.92,-25,-33.33,-25,0,0,0,0,0,0
2020-08-29,2847,583264,125,69,111,641,0,0,0,0,0,0,2846,1,1,36,3433,1268,3433,0,0,50,50,0,0,0,0,0,114,0,0,0,36,0,0,2810761,57,7,2,21,1.15,1.15,NA,10.39,16.5079848482315,22.5917465056616,0.249042874865561,0.177887767761115,0.249042874865561,1854.62228912384,613.677221222295,-4.22,1.59,-0.15,-0.15,NA,6.14,-25,-33.33,-25,0,0,0,0,0,0
2020-08-30,2864,585030,125,69,111,633,0,0,0,0,0,0,2863,1,1,17,1766,860,1766,0,0,29,29,0,0,0,0,0,103,0,0,0,17,0,0,2810761,59,8,3,25,1.14,1.14,NA,10.39,16.0098990985004,22.2003934165872,0.249042874865561,0.177887767761115,0.249042874865561,1868.71100033052,621.290817682471,-2.63,3.92,-0.1,-0.1,NA,6.14,-60,-75,-60,0,0,0,0,0,0
2020-08-31,2889,588634,125,69,111,624,0,0,0,0,0,0,2888,1,1,25,3604,1017,3604,0,59,39,39,0,2,0,0,0,98,0,0,0,25,0,0,2810761,60,7,3,23,1.11,1.11,NA,10.15,16.4012521875748,22.805211826975,0.249042874865561,0.177887767761115,0.249042874865561,1894.71819197719,627.445734447006,-3.83,-2.77,-0.2,-0.2,NA,5.22,-60,-75,-60,0,0,0,0,0,0
2020-09-01,2920,593126,125,69,111,639,0,0,0,0,0,0,2919,1,1,31,4492,1380,4492,0,31,45,45,0,9,0,0,0,85,0,0,0,31,0,0,2810761,56,7,3,19,1.08,1.08,NA,12.45,16.1522093127093,22.9119444876316,0.249042874865561,0.177887767761115,0.249042874865561,1910.33673798662,632.177549069451,-10.04,-7.19,-0.26,-0.26,NA,6.2,-60,-75,-60,0,0,0,0,0,0
2020-09-02,2946,597723,126,69,112,630,0,0,0,0,0,0,2945,1,1,26,4597,1166,4597,0,56,45,45,0,2,1,0,1,87,0,0,0,26,0,0,2810761,58,8,3,19,1.05,1.05,NA,10.04,15.7608562236348,22.4494362914527,0.249042874865561,0.142310214208892,0.249042874865561,1929.51303935126,633.209298122466,-19.92,-11.64,-0.24,-0.24,NA,1.5,-60,-66.67,-60,0,0,0,0,0,0
2020-09-03,2980,601733,127,69,112,629,0,0,0,0,0,0,2979,1,1,34,4010,1172,4010,0,96,70,70,0,3,1,0,0,112,0,0,0,34,0,0,2810761,50,6,2,15,1.22,1.22,NA,7.02,15.9031664378437,23.445607790915,0.213465321313338,0.106732660656669,0.177887767761115,1936.37950718684,620.223491075904,-15.29,-0.3,0.02,0.02,NA,-2.45,-50,-100,-75,0,0,0,0,0,0
2020-09-04,3020,606895,127,69,112,637,0,0,0,0,0,0,3019,1,1,40,5162,1478,5162,0,116,70,70,0,8,0,0,0,81,0,0,0,40,0,0,2810761,47,6,2,19,1.29,1.29,NA,6.7,15.8675888842915,23.8369608799894,0.177887767761115,0.0711551071044461,0.142310214208892,1947.97778964487,613.855108990056,-11.81,8.07,0.13,0.13,NA,-2.76,-33.33,-100,-66.67,0,0,0,0,0,0
2020-09-05,3061,609761,128,69,113,647,0,0,0,0,0,0,3060,1,1,41,2866,995,2866,0,1,56,56,0,1,1,0,1,100,0,0,0,41,0,0,2810761,50,5,1,18,1.34,1.34,NA,6.96,15.6897011165304,23.9792710941983,0.213465321313338,0.0711551071044461,0.177887767761115,1933.53330290267,605.352073691075,-5.73,10.62,0.19,0.19,NA,-3.43,0,-100,-33.33,0,0,0,0,0,0
2020-09-06,3073,610935,128,69,113,645,0,0,0,0,0,0,3072,1,1,12,1174,411,1174,0,0,15,15,0,0,0,0,0,102,0,0,0,12,0,0,2810761,46,4,1,16,1.31,1.31,NA,6.96,15.3339255810081,23.4100302373628,0.177887767761115,0.035577553552223,0.142310214208892,1912.54254630685,587.314254040098,-5.86,6.92,0.17,0.17,NA,-3.43,50,-100,0,0,0,0,0,0,0
2020-09-07,3103,614036,129,69,114,637,0,0,0,0,0,0,3102,1,1,30,3101,713,3101,0,175,53,53,0,2,1,0,1,118,0,0,0,30,0,0,2810761,43,3,1,14,1.39,1.39,NA,5.26,15.6541235629781,23.8369608799894,0.213465321313338,0.035577553552223,0.177887767761115,1917.13205071509,580.94587195425,-5.31,12.03,0.28,0.28,NA,-4.89,100,-100,50,0,0,0,0,0,0
2020-09-08,3144,618674,129,69,114,641,0,0,0,0,0,0,3143,1,1,41,4638,1193,4638,0,489,60,60,0,11,0,0,0,88,0,0,0,41,0,0,2810761,41,3,1,14,1.44,1.44,NA,2.89,15.6185460094259,24.1571588619594,0.213465321313338,0.035577553552223,0.177887767761115,1930.33132308297,586.745013183262,4.19,19.03,0.36,0.36,NA,-9.56,100,-100,50,0,0,0,0,0,0
2020-09-09,3183,624259,129,69,114,650,0,0,0,0,0,0,3182,1,1,39,5585,1267,5585,0,1070,65,65,0,30,0,0,0,110,0,0,0,39,0,0,2810761,38,4,2,15,1.47,1.47,NA,2.82,15.4406582416648,24.3706241832728,0.177887767761115,0.035577553552223,0.142310214208892,1947.72874677,575.217885832342,20.3,31.42,0.42,0.42,NA,-7.22,50,-100,0,0,0,0,0,0,0
2020-09-10,3230,629250,131,70,116,656,0,0,0,0,0,0,3229,1,1,47,4991,1400,4991,0,1241,74,74,0,27,2,1,2,100,0,0,0,47,0,0,2810761,0,0,0,0,1.43,1.43,NA,2.55,16.1877868662615,25.686993664705,0.213465321313338,0.035577553552223,0.177887767761115,1940.96901159508,573.688051029597,21.95,19.45,0.21,0.21,NA,-4.47,100,Inf,300,0,0,0,0,0,0
2020-09-11,3296,634496,131,70,116,676,0,0,0,0,0,0,3295,1,1,66,5246,1565,5246,0,1424,82,82,0,33,0,0,0,87,0,0,0,66,0,0,2810761,40,5,1,15,1.47,1.47,NA,2.36,17.2551134728282,26.789897824824,0.213465321313338,0.035577553552223,0.177887767761115,1944.84696493227,565.149438177063,32.06,16.38,0.18,0.18,NA,-4.34,100,Inf,300,0,0,0,0,0,0
2020-09-12,3348,637399,132,71,117,706,0,0,0,0,0,0,3347,1,1,52,2903,1010,2903,0,49,63,63,0,1,1,1,1,111,0,0,0,52,0,0,2810761,41,5,1,16,1.49,1.49,NA,2.34,17.8243543296637,27.2524060210029,0.249042874865561,0.0711551071044461,0.213465321313338,1925.99086154959,555.970429360589,34.11,16.38,0.15,0.15,NA,-4.62,33.33,Inf,100,0,0,0,0,0,0
2020-09-13,3365,638982,133,71,118,702,0,0,0,0,0,0,3364,1,1,17,1583,569,1583,0,102,20,20,0,0,1,0,1,97,0,0,0,17,0,0,2810761,42,5,1,17,1.49,1.49,NA,2.29,17.8243543296637,26.9322080390328,0.284620428417784,0.0711551071044461,0.249042874865561,1919.48016924954,545.617361276893,39.71,22.65,0.18,0.18,NA,-4.67,66.67,Inf,150,0,0,0,0,0,0
2020-09-14,3391,642073,133,71,118,686,0,0,0,0,0,0,3390,1,1,26,3091,691,3091,0,945,42,42,0,29,0,0,0,108,0,0,0,26,0,0,2810761,40,5,3,14,1.45,1.45,NA,2.46,17.859931883216,27.0389406996895,0.284620428417784,0.0711551071044461,0.249042874865561,1901.22888427725,534.019078818868,34.58,14.69,0.0600000000000001,0.0600000000000001,NA,-2.8,0,Inf,33.33,0,0,0,0,0,0
2020-09-15,3448,647444,133,71,118,699,0,0,0,0,0,0,3447,1,1,57,5371,1250,5371,0,1390,81,81,0,46,0,0,0,99,0,0,0,57,0,0,2810761,51,5,3,17,1.48,1.48,NA,2.67,18.7849482755738,28.3197326275695,0.284620428417784,0.0711551071044461,0.249042874865561,1932.50155384965,529.393996857079,35.71,15.72,0.04,0.04,NA,-0.22,0,Inf,33.33,0,0,0,0,0,0
2020-09-16,3510,652827,135,71,120,735,0,0,0,0,0,0,3509,1,1,62,5383,1268,5383,0,1559,111,111,0,35,2,0,2,110,0,0,0,62,0,0,2810761,47,6,3,14,1.66,1.66,NA,2.55,20.0657402034538,30.6678511620163,0.320197981970007,0.0711551071044461,0.284620428417784,1960.4655109417,533.022907319406,37.97,21.59,0.19,0.19,NA,-0.27,100,Inf,200,0,0,0,0,0,0
2020-09-17,3597,658277,136,71,120,786,0,0,0,0,0,0,3596,1,1,87,5450,1399,5450,0,1971,137,137,0,26,1,0,0,108,0,0,0,87,0,0,2810761,70,8,3,23,1.85,1.85,NA,2.28,21.9513505417216,33.0515472500152,0.320197981970007,0.0711551071044461,0.284620428417784,2011.6971880569,541.09901197576,46.8,36.39,0.42,0.42,NA,-0.27,25,0,0,0,0,0,0,0,0
2020-09-18,3695,663408,136,71,120,848,0,0,0,0,0,0,3693,2,2,98,5131,1200,5131,0,1252,121,121,0,32,0,0,0,99,0,0,0,97,1,0,2810761,75,6,3,26,1.99,1.99,NA,2.33,24.0148486477506,34.8660024811786,0.320197981970007,0.0711551071044461,0.284620428417784,2010.59428389678,531.208452088242,44.57,41.98,0.52,0.52,NA,-0.0299999999999998,25,0,0,0,0,0,0,0,0
2020-09-19,3781,666895,136,71,120,917,0,0,0,0,0,0,3779,2,2,86,3487,1210,3487,0,138,139,139,0,3,0,0,0,93,0,0,0,86,0,0,2810761,80,6,4,24,2.21,2.21,NA,2.32,25.6158385576006,37.8189394260131,0.284620428417784,0.0711551071044461,0.249042874865561,2032.68794465271,538.85762610197,50.87,58.01,0.72,0.72,NA,-0.02,0,-100,-25,0,0,0,0,0,0
2020-09-20,3827,668730,137,71,121,938,0,0,0,0,0,0,3825,2,2,46,1835,632,1835,0,68,57,57,0,0,1,0,1,94,0,0,0,46,0,0,2810761,83,5,3,26,2.31,2.31,NA,2.34,26.8254753783762,39.3131966752065,0.320197981970007,0.0711551071044461,0.284620428417784,2056.20470755073,546.720265437012,58.22,64.99,0.82,0.82,NA,0.0499999999999998,-20,-100,-40,0,0,0,0,0,0
2020-09-21,3858,672329,137,71,121,938,0,0,0,0,0,0,3856,2,2,31,3599,828,3599,0,725,51,51,0,15,0,0,0,108,0,0,0,31,0,0,2810761,88,6,4,23,2.3,2.3,NA,2.21,26.8610529319284,39.242041568102,0.284620428417784,0.0711551071044461,0.249042874865561,2073.92232921974,550.811684095517,62.15,71.67,0.85,0.85,NA,-0.25,0,-100,-25,0,0,0,0,0,0
2020-09-22,3990,677612,139,72,123,1044,0,0,0,0,0,0,3988,2,2,132,5283,1167,5283,0,935,190,190,0,18,2,1,2,103,0,0,0,132,0,0,2810761,111,8,5,24,2.67,2.67,NA,1.94,30.0986103051807,43.867123529891,0.35577553552223,0.106732660656669,0.320197981970007,2096.86985126092,549.886667703159,78.29,88.76,1.19,1.19,NA,-0.73,50,-50,25,0,0,0,0,0,0
2020-09-23,4125,683843,144,74,128,1145,0,0,0,0,0,0,4123,2,2,135,6231,1715,6231,0,527,163,163,0,13,5,2,5,116,0,0,0,135,0,0,2810761,112,6,4,26,2.77,2.77,NA,1.91,33.5140554461941,47.3537237780089,0.533663303283346,0.177887767761115,0.498085749731123,2119.85295085566,565.825411694555,88.07,81.4,1.11,1.11,NA,-0.64,50,50,33.33,0,0,0,0,0,0
2020-09-24,4210,689866,144,74,128,1190,0,0,0,0,0,0,4208,2,2,85,6023,1446,6023,0,450,108,108,0,13,0,0,0,77,0,0,0,85,0,0,2810761,113,8,5,26,2.62,2.62,NA,2.3,34.8660024811786,48.5633605987845,0.4625081961789,0.142310214208892,0.426930642626677,2156.56898612155,567.461979157958,67.03,54.66,0.77,0.77,NA,0.02,60,200,100,0,0,0,0,0,0
2020-09-25,4360,696083,146,74,130,1299,0,0,0,0,0,0,4358,2,2,150,6217,1644,6217,0,396,191,191,0,16,2,0,2,116,0,0,0,150,0,0,2810761,118,9,5,30,2.75,2.75,NA,2.41,37.8545169795653,52.4413139359768,0.533663303283346,0.142310214208892,0.498085749731123,2191.11479062076,570.272605888583,66.67,56.35,0.76,0.76,NA,0.0800000000000001,100,200,150,0,0,0,0,0,0
2020-09-26,4491,700361,148,76,132,1418,0,0,0,0,0,0,4489,2,2,131,4278,1475,4278,0,70,171,171,0,2,2,2,2,133,0,0,0,131,0,0,2810761,120,9,6,30,2.78,2.78,NA,2.43,40.6651437101909,56.2836897196169,0.569240856835569,0.177887767761115,0.533663303283346,2240.03392675507,586.816168290367,63.97,43.01,0.57,0.57,NA,0.11,200,Inf,300,0,0,0,0,0,0
2020-09-27,4544,702353,150,77,134,1441,0,0,0,0,0,0,4542,2,2,53,1992,973,1992,0,13,61,61,0,0,2,1,2,120,0,0,0,53,0,0,2810761,125,7,3,35,2.78,2.78,NA,2.47,41.945935638071,57.742369415258,0.604818410387792,0.213465321313338,0.569240856835569,2254.58514615793,601.189499925465,55.19,35.9,0.47,0.47,NA,0.13,225,Inf,333.33,0,0,0,0,0,0
2020-09-28,4613,706191,151,77,135,1469,0,0,0,0,0,0,4611,2,2,69,3838,1096,3838,0,337,86,86,0,10,1,0,1,86,0,0,0,69,0,0,2810761,133,7,3,38,2.86,2.86,NA,2.64,43.4757704408166,59.3077817715558,0.640395963940015,0.213465321313338,0.604818410387792,2281.16157866144,615.598409114115,61.67,39.17,0.56,0.56,NA,0.43,250,Inf,366.67,0,0,0,0,0,0
2020-09-29,4758,712329,151,77,135,1575,0,0,0,0,0,0,4756,2,2,145,6138,1348,6138,0,309,206,206,0,34,0,0,0,107,0,0,0,145,0,0,2810761,136,8,3,44,2.84,2.84,NA,4.19,46.6065951534122,63.7549759655837,0.640395963940015,0.213465321313338,0.604818410387792,2308.44956223599,619.085009362233,41.7,22.33,0.17,0.17,NA,2.25,100,400,140,0,0,0,0,0,0
2020-09-30,4900,718954,151,77,135,1670,0,0,0,0,0,0,4898,2,2,142,6625,1833,6625,0,233,165,165,0,4,0,0,0,95,0,0,0,142,0,0,2810761,139,9,3,43,2.81,2.81,NA,4.37,49.45279943759,65.6761638574038,0.569240856835569,0.213465321313338,0.533663303283346,2352.63688374785,639.186327119239,26.02,15.15,0.04,0.04,NA,2.46,-22.22,0,-12.5,0,0,0,0,0,0
2020-10-01,5033,725075,153,78,137,1737,0,0,0,0,0,0,5031,2,2,133,6121,1388,6121,0,378,163,163,0,20,2,1,2,119,0,0,0,133,0,0,2810761,143,8,4,42,2.96,2.96,NA,4.95,51.0893669009923,66.6011802497615,0.604818410387792,0.249042874865561,0.604818410387792,2376.5094221814,638.794974030165,34.26,25.81,0.34,0.34,NA,2.65,12.5,33.33,12.5,0,0,0,0,0,0
2020-10-02,5154,732443,155,80,139,1806,0,0,0,0,0,0,5152,2,2,121,7368,2093,7368,0,214,133,133,0,9,2,2,2,105,0,0,0,121,0,0,2810761,145,8,3,44,2.71,2.71,NA,5.08,51.9076506326934,67.0281108923882,0.675973517492238,0.320197981970007,0.675973517492238,2456.09640947772,670.5657293523,19.4,9.57,-0.04,-0.04,NA,2.67,-10,100,-10,0,0,0,0,0,0
2020-10-03,5281,736842,159,81,142,1916,0,0,0,0,0,0,5279,2,2,127,4399,1675,4399,0,46,160,160,0,1,4,1,3,108,0,0,0,127,0,0,2810761,145,8,3,44,2.67,2.67,NA,5.1,53.3663303283346,67.7752395169849,0.81828373170113,0.35577553552223,0.782706178148907,2488.54313831735,687.109291754084,11.27,4.62,-0.11,-0.11,NA,2.67,-8.33,0,-16.67,0,0,0,0,0,0
2020-10-04,5381,740010,160,82,143,1990,0,0,0,0,0,0,5379,2,2,100,3168,1505,3168,0,7,120,120,0,0,1,1,1,103,0,0,0,100,0,0,2810761,156,7,5,57,2.74,2.74,NA,5.12,55.2875182201546,70.0166253907749,0.81828373170113,0.391353089074453,0.782706178148907,2535.96801720246,718.168496005174,16.74,10.48,-0.0399999999999996,-0.0399999999999996,NA,2.65,-23.08,-16.67,-30.77,0,0,0,0,0,0
2020-10-05,5463,744422,164,84,147,2015,0,0,0,0,0,0,5461,2,2,82,4412,1149,4412,0,321,105,105,0,11,4,2,4,104,0,0,0,82,0,0,2810761,156,11,5,58,2.75,2.75,NA,5.24,57.101973451318,71.937813282595,0.960593945910022,0.4625081961789,0.925016392357799,2564.89256824042,729.588890695438,12.58,8.45,-0.11,-0.11,NA,2.6,-7.14,16.67,-14.29,0,0,0,0,0,0
2020-10-06,5635,750772,166,85,149,2125,0,0,0,0,0,0,5633,2,2,172,6350,1521,6350,0,470,224,224,0,19,2,1,2,123,0,0,0,172,0,0,2810761,128,11,6,56,2.78,2.78,NA,3.83,58.5250755934069,73.1474501033706,0.960593945910022,0.4625081961789,0.925016392357799,2602.85381788064,742.183344652925,14.19,8.52,-0.0600000000000001,-0.0600000000000001,NA,-0.36,25,60,16.67,0,0,0,0,0,0
2020-10-07,5754,757632,169,86,151,2157,0,0,0,0,0,0,5752,2,2,119,6860,1570,6860,0,474,138,138,0,18,3,1,2,123,0,0,0,119,0,0,2810761,135,13,6,62,2.7,2.7,NA,4.08,57.9558347365713,72.258011264565,0.889438838805576,0.426930642626677,0.81828373170113,2625.23209906499,737.024599387853,10.19,5.57,-0.11,-0.11,NA,-0.29,157.14,200,128.57,0,0,0,0,0,0
2020-10-08,5965,765601,171,87,153,2270,0,0,0,0,0,0,5963,2,2,211,7969,2486,7969,0,397,261,261,0,8,2,1,2,85,0,0,0,211,0,0,2810761,139,8,7,65,2.82,2.82,NA,3.42,62.4386064841514,77.7013769580551,0.960593945910022,0.4625081961789,0.889438838805576,2694.46601827761,774.025255082165,13.24,9.4,-0.14,-0.14,NA,-1.53,100,125,77.78,0,0,0,0,0,0
2020-10-09,6153,773145,173,87,154,2372,0,0,0,0,0,0,6151,2,2,188,7544,2202,7544,0,609,232,232,0,17,2,0,1,124,0,0,0,188,0,0,2810761,138,12,8,65,3.05,3.05,NA,3.18,63.7905535191359,79.1600566536963,0.960593945910022,0.4625081961789,0.853861285253353,2741.67743184141,793.877529964305,25.82,25.89,0.34,0.34,NA,-1.9,100,16.67,66.67,0,0,0,0,0,0
2020-10-10,6310,778610,175,89,156,2483,0,0,0,0,0,0,6308,2,2,157,5465,2487,5465,0,80,204,204,0,5,2,2,2,119,0,0,0,157,0,0,2810761,144,15,9,66,3.07,3.07,NA,3.31,64.7155699114937,80.3341159209196,0.960593945910022,0.4625081961789,0.853861285253353,2783.9079879079,829.882014159155,30.25,31.83,0.4,0.4,NA,-1.79,45.45,60,40,0,0,0,0,0,0
2020-10-11,6433,781834,176,89,156,2575,0,0,0,0,0,0,6431,2,2,123,3224,1892,3224,0,3,156,156,0,1,1,0,0,98,0,0,0,123,0,0,2810761,150,17,8,72,3.16,3.16,NA,3.36,67.2059986601493,83.7139835083808,0.925016392357799,0.426930642626677,0.782706178148907,2827.73953388424,862.577785873648,25.69,27.78,0.42,0.42,NA,-1.76,60,40,44.44,0,0,0,0,0,0
2020-10-12,6541,787544,177,90,157,2551,0,0,0,0,0,0,6539,2,2,108,5710,1974,5710,0,416,126,126,0,10,1,1,1,113,0,0,0,108,0,0,2810761,149,22,10,80,3.11,3.11,NA,3.18,68.593523248686,85.1370856504698,0.925016392357799,0.4625081961789,0.782706178148907,2894.340714134,893.8148778925,26.82,27.47,0.36,0.36,NA,-2.06,0,-14.29,-16.67,0,0,0,0,0,0
2020-10-13,6785,795290,182,94,161,2660,0,0,0,0,0,0,6783,2,2,244,7746,2322,7746,0,570,311,311,0,13,5,4,4,131,0,0,0,244,0,0,2810761,141,18,8,69,3.21,3.21,NA,2.82,72.1157010503561,88.8727287734532,1.10290416011891,0.604818410387792,0.925016392357799,2951.54942024598,928.467415052365,31.13,33.46,0.43,0.43,NA,-1.01,6.67,12.5,-14.29,0,0,0,0,0,0
2020-10-14,7030,803890,183,94,162,2820,0,0,0,0,0,0,7028,2,2,245,8600,2274,8600,0,617,285,285,0,31,1,0,1,111,0,0,0,245,0,0,2810761,174,17,9,80,3.4,3.4,NA,3.16,75.7801890662351,93.1420351997199,1.13848171367114,0.604818410387792,0.960593945910022,3021.81508851162,944.157116168895,49.41,51.01,0.7,0.7,NA,-0.92,-22.22,-11.11,-31.25,0,0,0,0,0,0
2020-10-15,7309,812361,187,97,166,2949,0,0,0,0,0,0,7307,2,2,279,8471,2209,8471,0,580,355,355,0,11,4,3,4,111,0,0,0,279,0,0,2810761,199,19,9,80,3.57,3.57,NA,3.06,80.9745118848597,99.9729254817468,1.20963682077558,0.675973517492238,1.03174905301447,3105.42233935934,973.36628763527,44.21,46.28,0.75,0.75,NA,-0.36,-11.11,11.11,-18.75,0,0,0,0,0,0
2020-10-16,7596,821154,189,98,168,3105,0,0,0,0,0,0,7594,2,2,287,8793,2436,8793,0,545,341,341,0,11,2,1,2,116,0,0,0,287,0,0,2810761,197,16,11,75,3.7,3.7,NA,2.92,86.8803857745287,107.373056620609,1.20963682077558,0.640395963940015,1.03174905301447,3156.12035317126,985.569388503683,44.44,43.39,0.65,0.65,NA,-0.26,-11.11,57.14,-6.67,0,0,0,0,0,0
2020-10-17,7876,826774,192,100,170,3332,0,0,0,0,0,0,7874,2,2,280,5620,2063,5620,0,15,319,319,0,2,3,2,2,101,0,0,0,280,0,0,2810761,204,18,8,82,3.93,3.93,NA,2.88,92.3237514680188,113.029887635413,1.17405926722336,0.675973517492238,0.996171499462245,3199.56054605852,999.373479281945,52.19,47.43,0.86,0.86,NA,-0.43,6.25,37.5,0,0,0,0,0,0,0
2020-10-18,8086,830349,194,102,172,3473,0,0,0,0,0,0,8084,2,2,210,3575,1823,3575,0,10,239,239,0,0,2,2,2,135,0,0,0,210,0,0,2810761,229,20,9,87,4.07,4.07,NA,2.83,96.2372823587633,117.263616508127,1.20963682077558,0.711551071044461,1.03174905301447,3214.04061035428,1010.68714131155,57.13,49.7,0.91,0.91,NA,-0.53,12.5,85.71,23.08,0,0,0,0,0,0
2020-10-19,8296,835506,199,105,176,3538,0,0,0,0,0,0,8294,2,2,210,5157,1457,5157,0,348,228,228,0,18,5,3,4,106,0,0,0,210,0,0,2810761,232,23,9,92,4.33,4.33,NA,3.2,100.791209213448,121.639655595051,1.24521437432781,0.747128624596684,1.03174905301447,3240.54588775068,1021.64502780564,62.8,54.96,1.22,1.22,NA,0.02,69.23,150,90,0,0,0,0,0,0
2020-10-20,8759,844650,205,107,181,3859,0,0,0,0,0,0,8757,2,2,463,9144,2329,9144,0,698,515,515,0,29,6,2,5,118,0,0,0,463,0,0,2810761,245,21,9,83,4.62,4.62,NA,3.63,111.144277297145,131.992723678747,1.3875245885367,0.782706178148907,1.13848171367114,3339.9495723756,1050.39169107583,71.65,59.8,1.41,1.41,NA,0.81,43.75,44.44,66.67,0,0,0,0,0,0
2020-10-21,9230,854617,213,111,188,4197,0,0,0,0,0,0,9228,2,2,471,9967,2791,9967,0,926,499,499,0,21,8,4,7,128,0,0,0,471,0,0,2810761,239,18,7,88,4.92,4.92,NA,2.95,123.667576147527,144.8362205111,1.56541235629781,0.889438838805576,1.31636948143225,3450.48903126235,1093.8318839631,72.41,58.48,1.52,1.52,NA,-0.21,114.29,112.5,136.36,0,0,0,0,0,0
2020-10-22,9698,863617,218,114,193,4544,0,0,0,0,0,0,9696,2,2,468,9000,2350,9000,0,989,508,508,0,23,5,3,5,121,0,0,0,468,0,0,2810761,255,26,14,94,5.17,5.17,NA,2.95,132.811007410449,153.623876238499,1.67214501695448,0.960593945910022,1.42310214208892,3487.16948897469,1088.99333668,77.75,58.72,1.6,1.6,NA,-0.11,93.75,70,107.69,0,0,0,0,0,0
2020-10-23,10248,873806,221,115,196,4967,0,0,0,0,0,0,10246,2,2,550,10189,3106,10189,0,808,576,576,0,23,3,1,3,120,0,0,0,550,0,0,2810761,254,27,15,104,5.48,5.48,NA,3.06,145.690081796353,165.862554660464,1.70772257050671,0.996171499462245,1.49425724919337,3581.27211812032,1121.1554450912,83.78,62.2,1.78,1.78,NA,0.14,100,54.55,100,0,0,0,0,0,0
2020-10-24,10839,881058,229,121,204,5458,0,0,0,0,0,0,10837,2,2,591,7252,2834,7252,0,63,617,617,0,1,8,6,8,125,0,0,0,591,0,0,2810761,270,28,14,98,5.86,5.86,NA,2.99,161.130740038018,180.556084277532,1.92118789182004,1.13848171367114,1.70772257050671,3644.84920631815,1133.50085617383,89.21,68.09,1.93,1.93,NA,0.11,117.65,90.91,142.86,0,0,0,0,0,0
2020-10-25,11460,885659,233,123,208,5997,0,0,0,0,0,0,11458,2,2,621,4601,2387,4601,0,106,646,646,0,5,4,2,4,115,0,0,0,621,0,0,2810761,332,31,15,119,6.49,6.49,NA,3.05,178.848361707025,197.989085518121,2.02792055247671,1.20963682077558,1.8500327847156,3693.83949755956,1151.11174518218,104.11,81.63,2.42,2.42,NA,0.22,116.67,61.54,125,0,0,0,0,0,0
2020-10-26,11906,891764,244,128,217,6271,0,0,0,0,0,0,11903,3,3,446,6105,1830,6105,0,370,460,460,0,12,11,5,9,118,0,0,0,445,1,0,2810761,342,32,15,133,6.79,6.79,NA,2.88,190.873574807677,209.871988404564,2.38369608799894,1.35194703498448,2.13465321313338,3707.89263121269,1145.98857747066,105.7,83.88,2.46,2.46,NA,-0.32,104.55,53.33,115.79,0,0,0,0,0,0
