"administrative_level_2","administrative_level_3","age","sex","population"
"Tauragės apskr.","Tauragės r.","15-19","Moteris",896
"Tauragės apskr.","Tauragės r.","15-19","Vyras",933
"Tauragės apskr.","Tauragės r.","20-24","Moteris",1088
"Tauragės apskr.","Tauragės r.","20-24","Vyras",1162
"Tauragės apskr.","Tauragės r.","25-29","Moteris",1161
"Tauragės apskr.","Tauragės r.","25-29","Vyras",1314
"Tauragės apskr.","Tauragės r.","30-34","Moteris",834
"Tauragės apskr.","Tauragės r.","30-34","Vyras",1017
"Tauragės apskr.","Tauragės r.","35-39","Moteris",767
"Tauragės apskr.","Tauragės r.","35-39","Vyras",831
"Tauragės apskr.","Tauragės r.","40-44","Moteris",1060
"Tauragės apskr.","Tauragės r.","40-44","Vyras",927
"Tauragės apskr.","Tauragės r.","45-49","Moteris",1435
"Tauragės apskr.","Tauragės r.","45-49","Vyras",1299
"Tauragės apskr.","Tauragės r.","5-9","Moteris",988
"Tauragės apskr.","Tauragės r.","5-9","Vyras",1029
"Tauragės apskr.","Tauragės r.","50-54","Moteris",1556
"Tauragės apskr.","Tauragės r.","50-54","Vyras",1404
"Tauragės apskr.","Tauragės r.","55-59","Moteris",1592
"Tauragės apskr.","Tauragės r.","55-59","Vyras",1472
"Tauragės apskr.","Tauragės r.","60-64","Moteris",1596
"Tauragės apskr.","Tauragės r.","60-64","Vyras",1359
"Tauragės apskr.","Tauragės r.","65-69","Moteris",1328
"Tauragės apskr.","Tauragės r.","65-69","Vyras",883
"Tauragės apskr.","Tauragės r.","70-74","Moteris",1195
"Tauragės apskr.","Tauragės r.","70-74","Vyras",705
"Tauragės apskr.","Tauragės r.","75-79","Moteris",1068
"Tauragės apskr.","Tauragės r.","75-79","Vyras",485
"Tauragės apskr.","Tauragės r.","80+","Moteris",1746
"Tauragės apskr.","Tauragės r.","80+","Vyras",606
"Telšių apskr.","Mažeikių r.","0-4","Moteris",1229
"Telšių apskr.","Mažeikių r.","0-4","Vyras",1285
"Telšių apskr.","Mažeikių r.","10-14","Moteris",1288
"Telšių apskr.","Mažeikių r.","10-14","Vyras",1374
"Telšių apskr.","Mažeikių r.","15-19","Moteris",1276
"Telšių apskr.","Mažeikių r.","15-19","Vyras",1343
"Telšių apskr.","Mažeikių r.","20-24","Moteris",1515
"Telšių apskr.","Mažeikių r.","20-24","Vyras",1679
"Telšių apskr.","Mažeikių r.","25-29","Moteris",1499
"Telšių apskr.","Mažeikių r.","25-29","Vyras",1761
"Telšių apskr.","Mažeikių r.","30-34","Moteris",1017
"Telšių apskr.","Mažeikių r.","30-34","Vyras",1472
"Telšių apskr.","Mažeikių r.","35-39","Moteris",1115
"Telšių apskr.","Mažeikių r.","35-39","Vyras",1302
"Telšių apskr.","Mažeikių r.","40-44","Moteris",1501
"Telšių apskr.","Mažeikių r.","40-44","Vyras",1500
"Telšių apskr.","Mažeikių r.","45-49","Moteris",1979
"Telšių apskr.","Mažeikių r.","45-49","Vyras",1849
"Telšių apskr.","Mažeikių r.","5-9","Moteris",1455
"Telšių apskr.","Mažeikių r.","5-9","Vyras",1480
"Telšių apskr.","Mažeikių r.","50-54","Moteris",2125
"Telšių apskr.","Mažeikių r.","50-54","Vyras",1917
"Telšių apskr.","Mažeikių r.","55-59","Moteris",2247
"Telšių apskr.","Mažeikių r.","55-59","Vyras",1973
"Telšių apskr.","Mažeikių r.","60-64","Moteris",2326
"Telšių apskr.","Mažeikių r.","60-64","Vyras",1790
"Telšių apskr.","Mažeikių r.","65-69","Moteris",1739
"Telšių apskr.","Mažeikių r.","65-69","Vyras",1245
"Telšių apskr.","Mažeikių r.","70-74","Moteris",1483
"Telšių apskr.","Mažeikių r.","70-74","Vyras",897
"Telšių apskr.","Mažeikių r.","75-79","Moteris",1213
"Telšių apskr.","Mažeikių r.","75-79","Vyras",516
"Telšių apskr.","Mažeikių r.","80+","Moteris",1780
"Telšių apskr.","Mažeikių r.","80+","Vyras",619
"Telšių apskr.","Plungės r.","0-4","Moteris",868
"Telšių apskr.","Plungės r.","0-4","Vyras",861
"Telšių apskr.","Plungės r.","10-14","Moteris",765
"Telšių apskr.","Plungės r.","10-14","Vyras",829
"Telšių apskr.","Plungės r.","15-19","Moteris",803
"Telšių apskr.","Plungės r.","15-19","Vyras",909
"Telšių apskr.","Plungės r.","20-24","Moteris",1035
"Telšių apskr.","Plungės r.","20-24","Vyras",1128
"Telšių apskr.","Plungės r.","25-29","Moteris",1057
"Telšių apskr.","Plungės r.","25-29","Vyras",1263
"Telšių apskr.","Plungės r.","30-34","Moteris",604
"Telšių apskr.","Plungės r.","30-34","Vyras",881
"Telšių apskr.","Plungės r.","35-39","Moteris",643
"Telšių apskr.","Plungės r.","35-39","Vyras",718
"Telšių apskr.","Plungės r.","40-44","Moteris",807
"Telšių apskr.","Plungės r.","40-44","Vyras",841
"Telšių apskr.","Plungės r.","45-49","Moteris",1289
"Telšių apskr.","Plungės r.","45-49","Vyras",1126
"Telšių apskr.","Plungės r.","5-9","Moteris",844
"Telšių apskr.","Plungės r.","5-9","Vyras",893
"Telšių apskr.","Plungės r.","50-54","Moteris",1374
"Telšių apskr.","Plungės r.","50-54","Vyras",1284
"Telšių apskr.","Plungės r.","55-59","Moteris",1351
"Telšių apskr.","Plungės r.","55-59","Vyras",1295
"Telšių apskr.","Plungės r.","60-64","Moteris",1334
"Telšių apskr.","Plungės r.","60-64","Vyras",1055
"Telšių apskr.","Plungės r.","65-69","Moteris",1045
"Telšių apskr.","Plungės r.","65-69","Vyras",797
"Telšių apskr.","Plungės r.","70-74","Moteris",958
"Telšių apskr.","Plungės r.","70-74","Vyras",579
"Telšių apskr.","Plungės r.","75-79","Moteris",892
"Telšių apskr.","Plungės r.","75-79","Vyras",462
"Telšių apskr.","Plungės r.","80+","Moteris",1472
"Telšių apskr.","Plungės r.","80+","Vyras",573
"Telšių apskr.","Rietavo","0-4","Moteris",180
"Telšių apskr.","Rietavo","0-4","Vyras",188
"Telšių apskr.","Rietavo","10-14","Moteris",153
"Telšių apskr.","Rietavo","10-14","Vyras",171
"Telšių apskr.","Rietavo","15-19","Moteris",190
"Telšių apskr.","Rietavo","15-19","Vyras",184
"Telšių apskr.","Rietavo","20-24","Moteris",256
"Telšių apskr.","Rietavo","20-24","Vyras",260
"Telšių apskr.","Rietavo","25-29","Moteris",235
"Telšių apskr.","Rietavo","25-29","Vyras",302
"Telšių apskr.","Rietavo","30-34","Moteris",149
"Telšių apskr.","Rietavo","30-34","Vyras",275
"Telšių apskr.","Rietavo","35-39","Moteris",93
"Telšių apskr.","Rietavo","35-39","Vyras",143
"Telšių apskr.","Rietavo","40-44","Moteris",159
"Telšių apskr.","Rietavo","40-44","Vyras",177
"Telšių apskr.","Rietavo","45-49","Moteris",207
"Telšių apskr.","Rietavo","45-49","Vyras",240
"Telšių apskr.","Rietavo","5-9","Moteris",195
"Telšių apskr.","Rietavo","5-9","Vyras",211
"Telšių apskr.","Rietavo","50-54","Moteris",295
"Telšių apskr.","Rietavo","50-54","Vyras",257
"Telšių apskr.","Rietavo","55-59","Moteris",338
"Telšių apskr.","Rietavo","55-59","Vyras",301
"Telšių apskr.","Rietavo","60-64","Moteris",286
"Telšių apskr.","Rietavo","60-64","Vyras",260
"Telšių apskr.","Rietavo","65-69","Moteris",231
"Telšių apskr.","Rietavo","65-69","Vyras",184
"Telšių apskr.","Rietavo","70-74","Moteris",191
"Telšių apskr.","Rietavo","70-74","Vyras",113
"Telšių apskr.","Rietavo","75-79","Moteris",194
"Telšių apskr.","Rietavo","75-79","Vyras",89
"Telšių apskr.","Rietavo","80+","Moteris",343
"Telšių apskr.","Rietavo","80+","Vyras",128
"Telšių apskr.","Telšių r.","0-4","Moteris",831
"Telšių apskr.","Telšių r.","0-4","Vyras",935
"Telšių apskr.","Telšių r.","10-14","Moteris",895
"Telšių apskr.","Telšių r.","10-14","Vyras",979
"Telšių apskr.","Telšių r.","15-19","Moteris",982
"Telšių apskr.","Telšių r.","15-19","Vyras",1055
"Telšių apskr.","Telšių r.","20-24","Moteris",1129
"Telšių apskr.","Telšių r.","20-24","Vyras",1294
"Telšių apskr.","Telšių r.","25-29","Moteris",1215
"Telšių apskr.","Telšių r.","25-29","Vyras",1408
"Telšių apskr.","Telšių r.","30-34","Moteris",763
"Telšių apskr.","Telšių r.","30-34","Vyras",1133
"Telšių apskr.","Telšių r.","35-39","Moteris",693
"Telšių apskr.","Telšių r.","35-39","Vyras",807
"Telšių apskr.","Telšių r.","40-44","Moteris",1093
"Telšių apskr.","Telšių r.","40-44","Vyras",954
"Telšių apskr.","Telšių r.","45-49","Moteris",1385
"Telšių apskr.","Telšių r.","45-49","Vyras",1284
"Telšių apskr.","Telšių r.","5-9","Moteris",1030
"Telšių apskr.","Telšių r.","5-9","Vyras",1040
"Telšių apskr.","Telšių r.","50-54","Moteris",1492
"Telšių apskr.","Telšių r.","50-54","Vyras",1419
"Telšių apskr.","Telšių r.","55-59","Moteris",1688
"Telšių apskr.","Telšių r.","55-59","Vyras",1452
"Telšių apskr.","Telšių r.","60-64","Moteris",1713
"Telšių apskr.","Telšių r.","60-64","Vyras",1456
"Telšių apskr.","Telšių r.","65-69","Moteris",1404
"Telšių apskr.","Telšių r.","65-69","Vyras",939
"Telšių apskr.","Telšių r.","70-74","Moteris",1256
"Telšių apskr.","Telšių r.","70-74","Vyras",768
"Telšių apskr.","Telšių r.","75-79","Moteris",1118
"Telšių apskr.","Telšių r.","75-79","Vyras",552
"Telšių apskr.","Telšių r.","80+","Moteris",1903
"Telšių apskr.","Telšių r.","80+","Vyras",694
"Utenos apskr.","Anykščių r.","0-4","Moteris",388
"Utenos apskr.","Anykščių r.","0-4","Vyras",410
"Utenos apskr.","Anykščių r.","10-14","Moteris",374
"Utenos apskr.","Anykščių r.","10-14","Vyras",390
"Utenos apskr.","Anykščių r.","15-19","Moteris",505
"Utenos apskr.","Anykščių r.","15-19","Vyras",542
"Utenos apskr.","Anykščių r.","20-24","Moteris",691
"Utenos apskr.","Anykščių r.","20-24","Vyras",665
"Utenos apskr.","Anykščių r.","25-29","Moteris",608
"Utenos apskr.","Anykščių r.","25-29","Vyras",792
"Utenos apskr.","Anykščių r.","30-34","Moteris",316
"Utenos apskr.","Anykščių r.","30-34","Vyras",607
"Utenos apskr.","Anykščių r.","35-39","Moteris",314
"Utenos apskr.","Anykščių r.","35-39","Vyras",417
"Utenos apskr.","Anykščių r.","40-44","Moteris",480
"Utenos apskr.","Anykščių r.","40-44","Vyras",528
"Utenos apskr.","Anykščių r.","45-49","Moteris",706
"Utenos apskr.","Anykščių r.","45-49","Vyras",770
"Utenos apskr.","Anykščių r.","5-9","Moteris",406
"Utenos apskr.","Anykščių r.","5-9","Vyras",492
"Utenos apskr.","Anykščių r.","50-54","Moteris",1025
"Utenos apskr.","Anykščių r.","50-54","Vyras",913
"Utenos apskr.","Anykščių r.","55-59","Moteris",1118
"Utenos apskr.","Anykščių r.","55-59","Vyras",1119
"Utenos apskr.","Anykščių r.","60-64","Moteris",995
"Utenos apskr.","Anykščių r.","60-64","Vyras",910
"Utenos apskr.","Anykščių r.","65-69","Moteris",851
"Utenos apskr.","Anykščių r.","65-69","Vyras",670
"Utenos apskr.","Anykščių r.","70-74","Moteris",755
"Utenos apskr.","Anykščių r.","70-74","Vyras",505
"Utenos apskr.","Anykščių r.","75-79","Moteris",863
"Utenos apskr.","Anykščių r.","75-79","Vyras",419
"Utenos apskr.","Anykščių r.","80+","Moteris",1489
"Utenos apskr.","Anykščių r.","80+","Vyras",590
"Utenos apskr.","Ignalinos r.","0-4","Moteris",205
"Utenos apskr.","Ignalinos r.","0-4","Vyras",267
"Utenos apskr.","Ignalinos r.","10-14","Moteris",266
"Utenos apskr.","Ignalinos r.","10-14","Vyras",248
"Utenos apskr.","Ignalinos r.","15-19","Moteris",288
"Utenos apskr.","Ignalinos r.","15-19","Vyras",366
"Utenos apskr.","Ignalinos r.","20-24","Moteris",348
"Utenos apskr.","Ignalinos r.","20-24","Vyras",410
"Utenos apskr.","Ignalinos r.","25-29","Moteris",365
"Utenos apskr.","Ignalinos r.","25-29","Vyras",488
"Utenos apskr.","Ignalinos r.","30-34","Moteris",188
"Utenos apskr.","Ignalinos r.","30-34","Vyras",373
"Utenos apskr.","Ignalinos r.","35-39","Moteris",183
"Utenos apskr.","Ignalinos r.","35-39","Vyras",275
"Utenos apskr.","Ignalinos r.","40-44","Moteris",338
"Utenos apskr.","Ignalinos r.","40-44","Vyras",342
"Utenos apskr.","Ignalinos r.","45-49","Moteris",476
"Utenos apskr.","Ignalinos r.","45-49","Vyras",520
"Utenos apskr.","Ignalinos r.","5-9","Moteris",276
"Utenos apskr.","Ignalinos r.","5-9","Vyras",280
"Utenos apskr.","Ignalinos r.","50-54","Moteris",570
"Utenos apskr.","Ignalinos r.","50-54","Vyras",546
"Utenos apskr.","Ignalinos r.","55-59","Moteris",635
"Utenos apskr.","Ignalinos r.","55-59","Vyras",652
"Utenos apskr.","Ignalinos r.","60-64","Moteris",654
"Utenos apskr.","Ignalinos r.","60-64","Vyras",545
"Utenos apskr.","Ignalinos r.","65-69","Moteris",551
"Utenos apskr.","Ignalinos r.","65-69","Vyras",433
"Utenos apskr.","Ignalinos r.","70-74","Moteris",539
"Utenos apskr.","Ignalinos r.","70-74","Vyras",340
"Utenos apskr.","Ignalinos r.","75-79","Moteris",570
"Utenos apskr.","Ignalinos r.","75-79","Vyras",282
"Utenos apskr.","Ignalinos r.","80+","Moteris",950
"Utenos apskr.","Ignalinos r.","80+","Vyras",362
"Utenos apskr.","Molėtų r.","0-4","Moteris",260
"Utenos apskr.","Molėtų r.","0-4","Vyras",327
"Utenos apskr.","Molėtų r.","10-14","Moteris",306
"Utenos apskr.","Molėtų r.","10-14","Vyras",330
"Utenos apskr.","Molėtų r.","15-19","Moteris",390
"Utenos apskr.","Molėtų r.","15-19","Vyras",370
"Utenos apskr.","Molėtų r.","20-24","Moteris",474
"Utenos apskr.","Molėtų r.","20-24","Vyras",570
"Utenos apskr.","Molėtų r.","25-29","Moteris",507
"Utenos apskr.","Molėtų r.","25-29","Vyras",690
"Utenos apskr.","Molėtų r.","30-34","Moteris",260
"Utenos apskr.","Molėtų r.","30-34","Vyras",538
"Utenos apskr.","Molėtų r.","35-39","Moteris",259
"Utenos apskr.","Molėtų r.","35-39","Vyras",375
"Utenos apskr.","Molėtų r.","40-44","Moteris",415
"Utenos apskr.","Molėtų r.","40-44","Vyras",466
"Utenos apskr.","Molėtų r.","45-49","Moteris",606
"Utenos apskr.","Molėtų r.","45-49","Vyras",604
"Utenos apskr.","Molėtų r.","5-9","Moteris",347
"Utenos apskr.","Molėtų r.","5-9","Vyras",348
"Utenos apskr.","Molėtų r.","50-54","Moteris",707
"Utenos apskr.","Molėtų r.","50-54","Vyras",779
"Utenos apskr.","Molėtų r.","55-59","Moteris",705
"Utenos apskr.","Molėtų r.","55-59","Vyras",739
"Utenos apskr.","Molėtų r.","60-64","Moteris",671
"Utenos apskr.","Molėtų r.","60-64","Vyras",636
"Utenos apskr.","Molėtų r.","65-69","Moteris",621
"Utenos apskr.","Molėtų r.","65-69","Vyras",466
"Utenos apskr.","Molėtų r.","70-74","Moteris",549
"Utenos apskr.","Molėtų r.","70-74","Vyras",369
"Utenos apskr.","Molėtų r.","75-79","Moteris",547
"Utenos apskr.","Molėtų r.","75-79","Vyras",280
"Utenos apskr.","Molėtų r.","80+","Moteris",991
"Utenos apskr.","Molėtų r.","80+","Vyras",374
"Utenos apskr.","Utenos r.","0-4","Moteris",694
"Utenos apskr.","Utenos r.","0-4","Vyras",733
"Utenos apskr.","Utenos r.","10-14","Moteris",719
"Utenos apskr.","Utenos r.","10-14","Vyras",762
"Utenos apskr.","Utenos r.","15-19","Moteris",741
"Utenos apskr.","Utenos r.","15-19","Vyras",762
"Utenos apskr.","Utenos r.","20-24","Moteris",1003
"Utenos apskr.","Utenos r.","20-24","Vyras",999
"Utenos apskr.","Utenos r.","25-29","Moteris",1105
"Utenos apskr.","Utenos r.","25-29","Vyras",1268
"Utenos apskr.","Utenos r.","30-34","Moteris",806
"Utenos apskr.","Utenos r.","30-34","Vyras",1164
"Utenos apskr.","Utenos r.","35-39","Moteris",785
"Utenos apskr.","Utenos r.","35-39","Vyras",1147
"Utenos apskr.","Utenos r.","40-44","Moteris",930
"Utenos apskr.","Utenos r.","40-44","Vyras",1062
"Utenos apskr.","Utenos r.","45-49","Moteris",1344
"Utenos apskr.","Utenos r.","45-49","Vyras",1347
"Utenos apskr.","Utenos r.","5-9","Moteris",733
"Utenos apskr.","Utenos r.","5-9","Vyras",761
"Utenos apskr.","Utenos r.","50-54","Moteris",1607
"Utenos apskr.","Utenos r.","50-54","Vyras",1513
"Utenos apskr.","Utenos r.","55-59","Moteris",1727
"Utenos apskr.","Utenos r.","55-59","Vyras",1608
"Utenos apskr.","Utenos r.","60-64","Moteris",1713
"Utenos apskr.","Utenos r.","60-64","Vyras",1351
"Utenos apskr.","Utenos r.","65-69","Moteris",1478
"Utenos apskr.","Utenos r.","65-69","Vyras",953
"Utenos apskr.","Utenos r.","70-74","Moteris",1187
"Utenos apskr.","Utenos r.","70-74","Vyras",712
"Utenos apskr.","Utenos r.","75-79","Moteris",1159
"Utenos apskr.","Utenos r.","75-79","Vyras",601
"Utenos apskr.","Utenos r.","80+","Moteris",1928
"Utenos apskr.","Utenos r.","80+","Vyras",679
"Utenos apskr.","Visagino m.","0-4","Moteris",436
"Utenos apskr.","Visagino m.","0-4","Vyras",448
"Utenos apskr.","Visagino m.","10-14","Moteris",432
"Utenos apskr.","Visagino m.","10-14","Vyras",462
"Utenos apskr.","Visagino m.","15-19","Moteris",336
"Utenos apskr.","Visagino m.","15-19","Vyras",392
"Utenos apskr.","Visagino m.","20-24","Moteris",338
"Utenos apskr.","Visagino m.","20-24","Vyras",423
"Utenos apskr.","Visagino m.","25-29","Moteris",375
"Utenos apskr.","Visagino m.","25-29","Vyras",413
"Utenos apskr.","Visagino m.","30-34","Moteris",241
"Utenos apskr.","Visagino m.","30-34","Vyras",360
"Utenos apskr.","Visagino m.","35-39","Moteris",316
"Utenos apskr.","Visagino m.","35-39","Vyras",402
"Utenos apskr.","Visagino m.","40-44","Moteris",390
"Utenos apskr.","Visagino m.","40-44","Vyras",391
"Utenos apskr.","Visagino m.","45-49","Moteris",574
"Utenos apskr.","Visagino m.","45-49","Vyras",483
"Utenos apskr.","Visagino m.","5-9","Moteris",487
"Utenos apskr.","Visagino m.","5-9","Vyras",523
"Utenos apskr.","Visagino m.","50-54","Moteris",715
"Utenos apskr.","Visagino m.","50-54","Vyras",547
"Utenos apskr.","Visagino m.","55-59","Moteris",1158
"Utenos apskr.","Visagino m.","55-59","Vyras",873
"Utenos apskr.","Visagino m.","60-64","Moteris",1462
"Utenos apskr.","Visagino m.","60-64","Vyras",1164
"Utenos apskr.","Visagino m.","65-69","Moteris",978
"Utenos apskr.","Visagino m.","65-69","Vyras",743
"Utenos apskr.","Visagino m.","70-74","Moteris",636
"Utenos apskr.","Visagino m.","70-74","Vyras",405
"Utenos apskr.","Visagino m.","75-79","Moteris",318
"Utenos apskr.","Visagino m.","75-79","Vyras",149
"Utenos apskr.","Visagino m.","80+","Moteris",540
"Utenos apskr.","Visagino m.","80+","Vyras",224
"Utenos apskr.","Zarasų r.","0-4","Moteris",293
"Utenos apskr.","Zarasų r.","0-4","Vyras",257
"Utenos apskr.","Zarasų r.","10-14","Moteris",283
"Utenos apskr.","Zarasų r.","10-14","Vyras",329
"Utenos apskr.","Zarasų r.","15-19","Moteris",311
"Utenos apskr.","Zarasų r.","15-19","Vyras",353
"Utenos apskr.","Zarasų r.","20-24","Moteris",403
"Utenos apskr.","Zarasų r.","20-24","Vyras",435
"Utenos apskr.","Zarasų r.","25-29","Moteris",427
"Utenos apskr.","Zarasų r.","25-29","Vyras",484
"Utenos apskr.","Zarasų r.","30-34","Moteris",206
"Utenos apskr.","Zarasų r.","30-34","Vyras",418
"Utenos apskr.","Zarasų r.","35-39","Moteris",209
"Utenos apskr.","Zarasų r.","35-39","Vyras",273
"Utenos apskr.","Zarasų r.","40-44","Moteris",317
"Utenos apskr.","Zarasų r.","40-44","Vyras",368
"Utenos apskr.","Zarasų r.","45-49","Moteris",493
"Utenos apskr.","Zarasų r.","45-49","Vyras",492
"Utenos apskr.","Zarasų r.","5-9","Moteris",325
"Utenos apskr.","Zarasų r.","5-9","Vyras",325
"Utenos apskr.","Zarasų r.","50-54","Moteris",623
"Utenos apskr.","Zarasų r.","50-54","Vyras",598
"Utenos apskr.","Zarasų r.","55-59","Moteris",708
"Utenos apskr.","Zarasų r.","55-59","Vyras",671
"Utenos apskr.","Zarasų r.","60-64","Moteris",691
"Utenos apskr.","Zarasų r.","60-64","Vyras",587
"Utenos apskr.","Zarasų r.","65-69","Moteris",562
"Utenos apskr.","Zarasų r.","65-69","Vyras",405
"Utenos apskr.","Zarasų r.","70-74","Moteris",529
"Utenos apskr.","Zarasų r.","70-74","Vyras",327
"Utenos apskr.","Zarasų r.","75-79","Moteris",479
"Utenos apskr.","Zarasų r.","75-79","Vyras",243
"Utenos apskr.","Zarasų r.","80+","Moteris",912
"Utenos apskr.","Zarasų r.","80+","Vyras",302
"Vilniaus apskr.","Elektrėnų","0-4","Moteris",566
"Vilniaus apskr.","Elektrėnų","0-4","Vyras",568
"Vilniaus apskr.","Elektrėnų","10-14","Moteris",473
"Vilniaus apskr.","Elektrėnų","10-14","Vyras",612
"Vilniaus apskr.","Elektrėnų","15-19","Moteris",483
"Vilniaus apskr.","Elektrėnų","15-19","Vyras",511
"Vilniaus apskr.","Elektrėnų","20-24","Moteris",623
"Vilniaus apskr.","Elektrėnų","20-24","Vyras",653
"Vilniaus apskr.","Elektrėnų","25-29","Moteris",646
"Vilniaus apskr.","Elektrėnų","25-29","Vyras",816
"Vilniaus apskr.","Elektrėnų","30-34","Moteris",694
"Vilniaus apskr.","Elektrėnų","30-34","Vyras",970
"Vilniaus apskr.","Elektrėnų","35-39","Moteris",590
"Vilniaus apskr.","Elektrėnų","35-39","Vyras",1007
"Vilniaus apskr.","Elektrėnų","40-44","Moteris",666
"Vilniaus apskr.","Elektrėnų","40-44","Vyras",940
"Vilniaus apskr.","Elektrėnų","45-49","Moteris",798
"Vilniaus apskr.","Elektrėnų","45-49","Vyras",1005
"Vilniaus apskr.","Elektrėnų","5-9","Moteris",612
"Vilniaus apskr.","Elektrėnų","5-9","Vyras",640
"Vilniaus apskr.","Elektrėnų","50-54","Moteris",878
"Vilniaus apskr.","Elektrėnų","50-54","Vyras",1005
"Vilniaus apskr.","Elektrėnų","55-59","Moteris",972
"Vilniaus apskr.","Elektrėnų","55-59","Vyras",949
"Vilniaus apskr.","Elektrėnų","60-64","Moteris",1014
"Vilniaus apskr.","Elektrėnų","60-64","Vyras",865
"Vilniaus apskr.","Elektrėnų","65-69","Moteris",736
"Vilniaus apskr.","Elektrėnų","65-69","Vyras",532
"Vilniaus apskr.","Elektrėnų","70-74","Moteris",656
"Vilniaus apskr.","Elektrėnų","70-74","Vyras",409
"Vilniaus apskr.","Elektrėnų","75-79","Moteris",623
"Vilniaus apskr.","Elektrėnų","75-79","Vyras",339
"Vilniaus apskr.","Elektrėnų","80+","Moteris",929
"Vilniaus apskr.","Elektrėnų","80+","Vyras",328
"Vilniaus apskr.","Šalčininkų r.","0-4","Moteris",686
"Vilniaus apskr.","Šalčininkų r.","0-4","Vyras",791
"Vilniaus apskr.","Šalčininkų r.","10-14","Moteris",797
"Vilniaus apskr.","Šalčininkų r.","10-14","Vyras",873
"Vilniaus apskr.","Šalčininkų r.","15-19","Moteris",831
"Vilniaus apskr.","Šalčininkų r.","15-19","Vyras",788
"Vilniaus apskr.","Šalčininkų r.","20-24","Moteris",868
"Vilniaus apskr.","Šalčininkų r.","20-24","Vyras",975
"Vilniaus apskr.","Šalčininkų r.","25-29","Moteris",868
"Vilniaus apskr.","Šalčininkų r.","25-29","Vyras",1188
"Vilniaus apskr.","Šalčininkų r.","30-34","Moteris",761
"Vilniaus apskr.","Šalčininkų r.","30-34","Vyras",1264
"Vilniaus apskr.","Šalčininkų r.","35-39","Moteris",686
"Vilniaus apskr.","Šalčininkų r.","35-39","Vyras",972
"Vilniaus apskr.","Šalčininkų r.","40-44","Moteris",897
"Vilniaus apskr.","Šalčininkų r.","40-44","Vyras",1047
"Vilniaus apskr.","Šalčininkų r.","45-49","Moteris",1108
"Vilniaus apskr.","Šalčininkų r.","45-49","Vyras",1142
"Vilniaus apskr.","Šalčininkų r.","5-9","Moteris",821
"Vilniaus apskr.","Šalčininkų r.","5-9","Vyras",920
"Vilniaus apskr.","Šalčininkų r.","50-54","Moteris",1176
"Vilniaus apskr.","Šalčininkų r.","50-54","Vyras",1106
"Vilniaus apskr.","Šalčininkų r.","55-59","Moteris",1275
"Vilniaus apskr.","Šalčininkų r.","55-59","Vyras",1136
"Vilniaus apskr.","Šalčininkų r.","60-64","Moteris",1178
"Vilniaus apskr.","Šalčininkų r.","60-64","Vyras",976
"Vilniaus apskr.","Šalčininkų r.","65-69","Moteris",908
"Vilniaus apskr.","Šalčininkų r.","65-69","Vyras",614
"Vilniaus apskr.","Šalčininkų r.","70-74","Moteris",752
"Vilniaus apskr.","Šalčininkų r.","70-74","Vyras",471
"Vilniaus apskr.","Šalčininkų r.","75-79","Moteris",615
"Vilniaus apskr.","Šalčininkų r.","75-79","Vyras",261
"Vilniaus apskr.","Šalčininkų r.","80+","Moteris",1174
"Vilniaus apskr.","Šalčininkų r.","80+","Vyras",349
"Vilniaus apskr.","Širvintų r.","0-4","Moteris",318
"Vilniaus apskr.","Širvintų r.","0-4","Vyras",355
"Vilniaus apskr.","Širvintų r.","10-14","Moteris",323
"Vilniaus apskr.","Širvintų r.","10-14","Vyras",295
"Vilniaus apskr.","Širvintų r.","15-19","Moteris",324
"Vilniaus apskr.","Širvintų r.","15-19","Vyras",346
"Vilniaus apskr.","Širvintų r.","20-24","Moteris",382
"Vilniaus apskr.","Širvintų r.","20-24","Vyras",472
"Vilniaus apskr.","Širvintų r.","25-29","Moteris",440
"Vilniaus apskr.","Širvintų r.","25-29","Vyras",564
"Vilniaus apskr.","Širvintų r.","30-34","Moteris",354
"Vilniaus apskr.","Širvintų r.","30-34","Vyras",457
"Vilniaus apskr.","Širvintų r.","35-39","Moteris",316
"Vilniaus apskr.","Širvintų r.","35-39","Vyras",413
"Vilniaus apskr.","Širvintų r.","40-44","Moteris",379
"Vilniaus apskr.","Širvintų r.","40-44","Vyras",445
"Vilniaus apskr.","Širvintų r.","45-49","Moteris",499
"Vilniaus apskr.","Širvintų r.","45-49","Vyras",549
"Vilniaus apskr.","Širvintų r.","5-9","Moteris",375
"Vilniaus apskr.","Širvintų r.","5-9","Vyras",343
"Vilniaus apskr.","Širvintų r.","50-54","Moteris",636
"Vilniaus apskr.","Širvintų r.","50-54","Vyras",639
"Vilniaus apskr.","Širvintų r.","55-59","Moteris",638
"Vilniaus apskr.","Širvintų r.","55-59","Vyras",634
"Vilniaus apskr.","Širvintų r.","60-64","Moteris",625
"Vilniaus apskr.","Širvintų r.","60-64","Vyras",545
"Vilniaus apskr.","Širvintų r.","65-69","Moteris",491
"Vilniaus apskr.","Širvintų r.","65-69","Vyras",387
"Vilniaus apskr.","Širvintų r.","70-74","Moteris",498
"Vilniaus apskr.","Širvintų r.","70-74","Vyras",290
"Vilniaus apskr.","Širvintų r.","75-79","Moteris",424
"Vilniaus apskr.","Širvintų r.","75-79","Vyras",185
"Vilniaus apskr.","Širvintų r.","80+","Moteris",715
"Vilniaus apskr.","Širvintų r.","80+","Vyras",254
