"administrative_level_2","administrative_level_3","age","sex","population"
"Panevėžio apskr.","Panevėžio r.","10-14","Vyras",850
"Panevėžio apskr.","Panevėžio r.","15-19","Moteris",930
"Panevėžio apskr.","Panevėžio r.","15-19","Vyras",1034
"Panevėžio apskr.","Panevėžio r.","20-24","Moteris",1042
"Panevėžio apskr.","Panevėžio r.","20-24","Vyras",1148
"Panevėžio apskr.","Panevėžio r.","25-29","Moteris",1015
"Panevėžio apskr.","Panevėžio r.","25-29","Vyras",1315
"Panevėžio apskr.","Panevėžio r.","30-34","Moteris",705
"Panevėžio apskr.","Panevėžio r.","30-34","Vyras",1045
"Panevėžio apskr.","Panevėžio r.","35-39","Moteris",643
"Panevėžio apskr.","Panevėžio r.","35-39","Vyras",866
"Panevėžio apskr.","Panevėžio r.","40-44","Moteris",905
"Panevėžio apskr.","Panevėžio r.","40-44","Vyras",979
"Panevėžio apskr.","Panevėžio r.","45-49","Moteris",1193
"Panevėžio apskr.","Panevėžio r.","45-49","Vyras",1275
"Panevėžio apskr.","Panevėžio r.","5-9","Moteris",856
"Panevėžio apskr.","Panevėžio r.","5-9","Vyras",866
"Panevėžio apskr.","Panevėžio r.","50-54","Moteris",1466
"Panevėžio apskr.","Panevėžio r.","50-54","Vyras",1517
"Panevėžio apskr.","Panevėžio r.","55-59","Moteris",1541
"Panevėžio apskr.","Panevėžio r.","55-59","Vyras",1549
"Panevėžio apskr.","Panevėžio r.","60-64","Moteris",1438
"Panevėžio apskr.","Panevėžio r.","60-64","Vyras",1385
"Panevėžio apskr.","Panevėžio r.","65-69","Moteris",1069
"Panevėžio apskr.","Panevėžio r.","65-69","Vyras",944
"Panevėžio apskr.","Panevėžio r.","70-74","Moteris",964
"Panevėžio apskr.","Panevėžio r.","70-74","Vyras",678
"Panevėžio apskr.","Panevėžio r.","75-79","Moteris",930
"Panevėžio apskr.","Panevėžio r.","75-79","Vyras",533
"Panevėžio apskr.","Panevėžio r.","80+","Moteris",1502
"Panevėžio apskr.","Panevėžio r.","80+","Vyras",640
"Panevėžio apskr.","Pasvalio r.","0-4","Moteris",504
"Panevėžio apskr.","Pasvalio r.","0-4","Vyras",479
"Panevėžio apskr.","Pasvalio r.","10-14","Moteris",487
"Panevėžio apskr.","Pasvalio r.","10-14","Vyras",472
"Panevėžio apskr.","Pasvalio r.","15-19","Moteris",603
"Panevėžio apskr.","Pasvalio r.","15-19","Vyras",622
"Panevėžio apskr.","Pasvalio r.","20-24","Moteris",695
"Panevėžio apskr.","Pasvalio r.","20-24","Vyras",754
"Panevėžio apskr.","Pasvalio r.","25-29","Moteris",673
"Panevėžio apskr.","Pasvalio r.","25-29","Vyras",882
"Panevėžio apskr.","Pasvalio r.","30-34","Moteris",250
"Panevėžio apskr.","Pasvalio r.","30-34","Vyras",572
"Panevėžio apskr.","Pasvalio r.","35-39","Moteris",327
"Panevėžio apskr.","Pasvalio r.","35-39","Vyras",432
"Panevėžio apskr.","Pasvalio r.","40-44","Moteris",557
"Panevėžio apskr.","Pasvalio r.","40-44","Vyras",501
"Panevėžio apskr.","Pasvalio r.","45-49","Moteris",800
"Panevėžio apskr.","Pasvalio r.","45-49","Vyras",786
"Panevėžio apskr.","Pasvalio r.","5-9","Moteris",557
"Panevėžio apskr.","Pasvalio r.","5-9","Vyras",578
"Panevėžio apskr.","Pasvalio r.","50-54","Moteris",1032
"Panevėžio apskr.","Pasvalio r.","50-54","Vyras",944
"Panevėžio apskr.","Pasvalio r.","55-59","Moteris",967
"Panevėžio apskr.","Pasvalio r.","55-59","Vyras",988
"Panevėžio apskr.","Pasvalio r.","60-64","Moteris",924
"Panevėžio apskr.","Pasvalio r.","60-64","Vyras",794
"Panevėžio apskr.","Pasvalio r.","65-69","Moteris",771
"Panevėžio apskr.","Pasvalio r.","65-69","Vyras",581
"Panevėžio apskr.","Pasvalio r.","70-74","Moteris",737
"Panevėžio apskr.","Pasvalio r.","70-74","Vyras",432
"Panevėžio apskr.","Pasvalio r.","75-79","Moteris",718
"Panevėžio apskr.","Pasvalio r.","75-79","Vyras",353
"Panevėžio apskr.","Pasvalio r.","80+","Moteris",1166
"Panevėžio apskr.","Pasvalio r.","80+","Vyras",401
"Panevėžio apskr.","Rokiškio r.","0-4","Moteris",504
"Panevėžio apskr.","Rokiškio r.","0-4","Vyras",478
"Panevėžio apskr.","Rokiškio r.","10-14","Moteris",550
"Panevėžio apskr.","Rokiškio r.","10-14","Vyras",569
"Panevėžio apskr.","Rokiškio r.","15-19","Moteris",661
"Panevėžio apskr.","Rokiškio r.","15-19","Vyras",676
"Panevėžio apskr.","Rokiškio r.","20-24","Moteris",787
"Panevėžio apskr.","Rokiškio r.","20-24","Vyras",851
"Panevėžio apskr.","Rokiškio r.","25-29","Moteris",777
"Panevėžio apskr.","Rokiškio r.","25-29","Vyras",951
"Panevėžio apskr.","Rokiškio r.","30-34","Moteris",288
"Panevėžio apskr.","Rokiškio r.","30-34","Vyras",711
"Panevėžio apskr.","Rokiškio r.","35-39","Moteris",325
"Panevėžio apskr.","Rokiškio r.","35-39","Vyras",539
"Panevėžio apskr.","Rokiškio r.","40-44","Moteris",654
"Panevėžio apskr.","Rokiškio r.","40-44","Vyras",635
"Panevėžio apskr.","Rokiškio r.","45-49","Moteris",1066
"Panevėžio apskr.","Rokiškio r.","45-49","Vyras",966
"Panevėžio apskr.","Rokiškio r.","5-9","Moteris",593
"Panevėžio apskr.","Rokiškio r.","5-9","Vyras",594
"Panevėžio apskr.","Rokiškio r.","50-54","Moteris",1234
"Panevėžio apskr.","Rokiškio r.","50-54","Vyras",1198
"Panevėžio apskr.","Rokiškio r.","55-59","Moteris",1294
"Panevėžio apskr.","Rokiškio r.","55-59","Vyras",1227
"Panevėžio apskr.","Rokiškio r.","60-64","Moteris",1329
"Panevėžio apskr.","Rokiškio r.","60-64","Vyras",1118
"Panevėžio apskr.","Rokiškio r.","65-69","Moteris",1013
"Panevėžio apskr.","Rokiškio r.","65-69","Vyras",820
"Panevėžio apskr.","Rokiškio r.","70-74","Moteris",856
"Panevėžio apskr.","Rokiškio r.","70-74","Vyras",521
"Panevėžio apskr.","Rokiškio r.","75-79","Moteris",945
"Panevėžio apskr.","Rokiškio r.","75-79","Vyras",448
"Panevėžio apskr.","Rokiškio r.","80+","Moteris",1706
"Panevėžio apskr.","Rokiškio r.","80+","Vyras",631
"Šiaulių apskr.","Akmenės r.","0-4","Moteris",398
"Šiaulių apskr.","Akmenės r.","0-4","Vyras",437
"Šiaulių apskr.","Akmenės r.","10-14","Moteris",400
"Šiaulių apskr.","Akmenės r.","10-14","Vyras",414
"Šiaulių apskr.","Akmenės r.","15-19","Moteris",449
"Šiaulių apskr.","Akmenės r.","15-19","Vyras",475
"Šiaulių apskr.","Akmenės r.","20-24","Moteris",541
"Šiaulių apskr.","Akmenės r.","20-24","Vyras",638
"Šiaulių apskr.","Akmenės r.","25-29","Moteris",510
"Šiaulių apskr.","Akmenės r.","25-29","Vyras",685
"Šiaulių apskr.","Akmenės r.","30-34","Moteris",277
"Šiaulių apskr.","Akmenės r.","30-34","Vyras",409
"Šiaulių apskr.","Akmenės r.","35-39","Moteris",255
"Šiaulių apskr.","Akmenės r.","35-39","Vyras",362
"Šiaulių apskr.","Akmenės r.","40-44","Moteris",404
"Šiaulių apskr.","Akmenės r.","40-44","Vyras",380
"Šiaulių apskr.","Akmenės r.","45-49","Moteris",661
"Šiaulių apskr.","Akmenės r.","45-49","Vyras",535
"Šiaulių apskr.","Akmenės r.","5-9","Moteris",449
"Šiaulių apskr.","Akmenės r.","5-9","Vyras",483
"Šiaulių apskr.","Akmenės r.","50-54","Moteris",764
"Šiaulių apskr.","Akmenės r.","50-54","Vyras",724
"Šiaulių apskr.","Akmenės r.","55-59","Moteris",860
"Šiaulių apskr.","Akmenės r.","55-59","Vyras",793
"Šiaulių apskr.","Akmenės r.","60-64","Moteris",906
"Šiaulių apskr.","Akmenės r.","60-64","Vyras",715
"Šiaulių apskr.","Akmenės r.","65-69","Moteris",741
"Šiaulių apskr.","Akmenės r.","65-69","Vyras",552
"Šiaulių apskr.","Akmenės r.","70-74","Moteris",692
"Šiaulių apskr.","Akmenės r.","70-74","Vyras",375
"Šiaulių apskr.","Akmenės r.","75-79","Moteris",634
"Šiaulių apskr.","Akmenės r.","75-79","Vyras",264
"Šiaulių apskr.","Akmenės r.","80+","Moteris",1014
"Šiaulių apskr.","Akmenės r.","80+","Vyras",341
"Šiaulių apskr.","Joniškio r.","0-4","Moteris",422
"Šiaulių apskr.","Joniškio r.","0-4","Vyras",400
"Šiaulių apskr.","Joniškio r.","10-14","Moteris",415
"Šiaulių apskr.","Joniškio r.","10-14","Vyras",452
"Šiaulių apskr.","Joniškio r.","15-19","Moteris",555
"Šiaulių apskr.","Joniškio r.","15-19","Vyras",581
"Šiaulių apskr.","Joniškio r.","20-24","Moteris",596
"Šiaulių apskr.","Joniškio r.","20-24","Vyras",693
"Šiaulių apskr.","Joniškio r.","25-29","Moteris",578
"Šiaulių apskr.","Joniškio r.","25-29","Vyras",737
"Šiaulių apskr.","Joniškio r.","30-34","Moteris",220
"Šiaulių apskr.","Joniškio r.","30-34","Vyras",489
"Šiaulių apskr.","Joniškio r.","35-39","Moteris",317
"Šiaulių apskr.","Joniškio r.","35-39","Vyras",288
"Šiaulių apskr.","Joniškio r.","40-44","Moteris",510
"Šiaulių apskr.","Joniškio r.","40-44","Vyras",531
"Šiaulių apskr.","Joniškio r.","45-49","Moteris",774
"Šiaulių apskr.","Joniškio r.","45-49","Vyras",684
"Šiaulių apskr.","Joniškio r.","5-9","Moteris",454
"Šiaulių apskr.","Joniškio r.","5-9","Vyras",492
"Šiaulių apskr.","Joniškio r.","50-54","Moteris",899
"Šiaulių apskr.","Joniškio r.","50-54","Vyras",858
"Šiaulių apskr.","Joniškio r.","55-59","Moteris",998
"Šiaulių apskr.","Joniškio r.","55-59","Vyras",846
"Šiaulių apskr.","Joniškio r.","60-64","Moteris",898
"Šiaulių apskr.","Joniškio r.","60-64","Vyras",815
"Šiaulių apskr.","Joniškio r.","65-69","Moteris",776
"Šiaulių apskr.","Joniškio r.","65-69","Vyras",552
"Šiaulių apskr.","Joniškio r.","70-74","Moteris",716
"Šiaulių apskr.","Joniškio r.","70-74","Vyras",416
"Šiaulių apskr.","Joniškio r.","75-79","Moteris",711
"Šiaulių apskr.","Joniškio r.","75-79","Vyras",327
"Šiaulių apskr.","Joniškio r.","80+","Moteris",986
"Šiaulių apskr.","Joniškio r.","80+","Vyras",358
"Šiaulių apskr.","Kelmės r.","0-4","Moteris",458
"Šiaulių apskr.","Kelmės r.","0-4","Vyras",505
"Šiaulių apskr.","Kelmės r.","10-14","Moteris",492
"Šiaulių apskr.","Kelmės r.","10-14","Vyras",549
"Šiaulių apskr.","Kelmės r.","15-19","Moteris",663
"Šiaulių apskr.","Kelmės r.","15-19","Vyras",634
"Šiaulių apskr.","Kelmės r.","20-24","Moteris",721
"Šiaulių apskr.","Kelmės r.","20-24","Vyras",932
"Šiaulių apskr.","Kelmės r.","25-29","Moteris",644
"Šiaulių apskr.","Kelmės r.","25-29","Vyras",916
"Šiaulių apskr.","Kelmės r.","30-34","Moteris",299
"Šiaulių apskr.","Kelmės r.","30-34","Vyras",595
"Šiaulių apskr.","Kelmės r.","35-39","Moteris",337
"Šiaulių apskr.","Kelmės r.","35-39","Vyras",408
"Šiaulių apskr.","Kelmės r.","40-44","Moteris",634
"Šiaulių apskr.","Kelmės r.","40-44","Vyras",640
"Šiaulių apskr.","Kelmės r.","45-49","Moteris",885
"Šiaulių apskr.","Kelmės r.","45-49","Vyras",805
"Šiaulių apskr.","Kelmės r.","5-9","Moteris",538
"Šiaulių apskr.","Kelmės r.","5-9","Vyras",594
"Šiaulių apskr.","Kelmės r.","50-54","Moteris",1042
"Šiaulių apskr.","Kelmės r.","50-54","Vyras",1017
"Šiaulių apskr.","Kelmės r.","55-59","Moteris",1087
"Šiaulių apskr.","Kelmės r.","55-59","Vyras",1106
"Šiaulių apskr.","Kelmės r.","60-64","Moteris",1121
"Šiaulių apskr.","Kelmės r.","60-64","Vyras",987
"Šiaulių apskr.","Kelmės r.","65-69","Moteris",947
"Šiaulių apskr.","Kelmės r.","65-69","Vyras",716
"Šiaulių apskr.","Kelmės r.","70-74","Moteris",802
"Šiaulių apskr.","Kelmės r.","70-74","Vyras",555
"Šiaulių apskr.","Kelmės r.","75-79","Moteris",823
"Šiaulių apskr.","Kelmės r.","75-79","Vyras",413
"Šiaulių apskr.","Kelmės r.","80+","Moteris",1429
"Šiaulių apskr.","Kelmės r.","80+","Vyras",532
"Šiaulių apskr.","Pakruojo r.","0-4","Moteris",349
"Šiaulių apskr.","Pakruojo r.","0-4","Vyras",392
"Šiaulių apskr.","Pakruojo r.","10-14","Moteris",404
"Šiaulių apskr.","Pakruojo r.","10-14","Vyras",372
"Šiaulių apskr.","Pakruojo r.","15-19","Moteris",506
"Šiaulių apskr.","Pakruojo r.","15-19","Vyras",549
"Šiaulių apskr.","Pakruojo r.","20-24","Moteris",565
"Šiaulių apskr.","Pakruojo r.","20-24","Vyras",683
"Šiaulių apskr.","Pakruojo r.","25-29","Moteris",474
"Šiaulių apskr.","Pakruojo r.","25-29","Vyras",669
"Šiaulių apskr.","Pakruojo r.","30-34","Moteris",228
"Šiaulių apskr.","Pakruojo r.","30-34","Vyras",359
"Šiaulių apskr.","Pakruojo r.","35-39","Moteris",270
"Šiaulių apskr.","Pakruojo r.","35-39","Vyras",290
"Šiaulių apskr.","Pakruojo r.","40-44","Moteris",477
"Šiaulių apskr.","Pakruojo r.","40-44","Vyras",475
"Šiaulių apskr.","Pakruojo r.","45-49","Moteris",677
"Šiaulių apskr.","Pakruojo r.","45-49","Vyras",691
"Šiaulių apskr.","Pakruojo r.","5-9","Moteris",437
"Šiaulių apskr.","Pakruojo r.","5-9","Vyras",411
"Šiaulių apskr.","Pakruojo r.","50-54","Moteris",797
"Šiaulių apskr.","Pakruojo r.","50-54","Vyras",776
"Šiaulių apskr.","Pakruojo r.","55-59","Moteris",823
"Šiaulių apskr.","Pakruojo r.","55-59","Vyras",772
"Šiaulių apskr.","Pakruojo r.","60-64","Moteris",789
"Šiaulių apskr.","Pakruojo r.","60-64","Vyras",743
"Šiaulių apskr.","Pakruojo r.","65-69","Moteris",670
"Šiaulių apskr.","Pakruojo r.","65-69","Vyras",478
"Šiaulių apskr.","Pakruojo r.","70-74","Moteris",592
"Šiaulių apskr.","Pakruojo r.","70-74","Vyras",367
"Šiaulių apskr.","Pakruojo r.","75-79","Moteris",619
"Šiaulių apskr.","Pakruojo r.","75-79","Vyras",308
"Šiaulių apskr.","Pakruojo r.","80+","Moteris",892
"Šiaulių apskr.","Pakruojo r.","80+","Vyras",311
"Šiaulių apskr.","Radviliškio r.","0-4","Moteris",719
"Šiaulių apskr.","Radviliškio r.","0-4","Vyras",774
"Šiaulių apskr.","Radviliškio r.","10-14","Moteris",853
"Šiaulių apskr.","Radviliškio r.","10-14","Vyras",886
"Šiaulių apskr.","Radviliškio r.","15-19","Moteris",906
"Šiaulių apskr.","Radviliškio r.","15-19","Vyras",951
"Šiaulių apskr.","Radviliškio r.","20-24","Moteris",997
"Šiaulių apskr.","Radviliškio r.","20-24","Vyras",1137
"Šiaulių apskr.","Radviliškio r.","25-29","Moteris",954
"Šiaulių apskr.","Radviliškio r.","25-29","Vyras",1223
"Šiaulių apskr.","Radviliškio r.","30-34","Moteris",544
"Šiaulių apskr.","Radviliškio r.","30-34","Vyras",984
"Šiaulių apskr.","Radviliškio r.","35-39","Moteris",601
"Šiaulių apskr.","Radviliškio r.","35-39","Vyras",776
"Šiaulių apskr.","Radviliškio r.","40-44","Moteris",862
"Šiaulių apskr.","Radviliškio r.","40-44","Vyras",787
"Šiaulių apskr.","Radviliškio r.","45-49","Moteris",1223
"Šiaulių apskr.","Radviliškio r.","45-49","Vyras",1162
"Šiaulių apskr.","Radviliškio r.","5-9","Moteris",843
"Šiaulių apskr.","Radviliškio r.","5-9","Vyras",928
"Šiaulių apskr.","Radviliškio r.","50-54","Moteris",1456
"Šiaulių apskr.","Radviliškio r.","50-54","Vyras",1496
"Šiaulių apskr.","Radviliškio r.","55-59","Moteris",1581
"Šiaulių apskr.","Radviliškio r.","55-59","Vyras",1506
"Šiaulių apskr.","Radviliškio r.","60-64","Moteris",1523
"Šiaulių apskr.","Radviliškio r.","60-64","Vyras",1336
"Šiaulių apskr.","Radviliškio r.","65-69","Moteris",1210
"Šiaulių apskr.","Radviliškio r.","65-69","Vyras",883
"Šiaulių apskr.","Radviliškio r.","70-74","Moteris",1063
"Šiaulių apskr.","Radviliškio r.","70-74","Vyras",612
"Šiaulių apskr.","Radviliškio r.","75-79","Moteris",1066
"Šiaulių apskr.","Radviliškio r.","75-79","Vyras",483
"Šiaulių apskr.","Radviliškio r.","80+","Moteris",1713
"Šiaulių apskr.","Radviliškio r.","80+","Vyras",538
"Šiaulių apskr.","Šiaulių m.","0-4","Moteris",2573
"Šiaulių apskr.","Šiaulių m.","0-4","Vyras",2659
"Šiaulių apskr.","Šiaulių m.","10-14","Moteris",2173
"Šiaulių apskr.","Šiaulių m.","10-14","Vyras",2168
"Šiaulių apskr.","Šiaulių m.","15-19","Moteris",1939
"Šiaulių apskr.","Šiaulių m.","15-19","Vyras",1936
"Šiaulių apskr.","Šiaulių m.","20-24","Moteris",2372
"Šiaulių apskr.","Šiaulių m.","20-24","Vyras",2395
"Šiaulių apskr.","Šiaulių m.","25-29","Moteris",2981
"Šiaulių apskr.","Šiaulių m.","25-29","Vyras",3586
"Šiaulių apskr.","Šiaulių m.","30-34","Moteris",3309
"Šiaulių apskr.","Šiaulių m.","30-34","Vyras",4366
"Šiaulių apskr.","Šiaulių m.","35-39","Moteris",2931
"Šiaulių apskr.","Šiaulių m.","35-39","Vyras",4351
"Šiaulių apskr.","Šiaulių m.","40-44","Moteris",2801
"Šiaulių apskr.","Šiaulių m.","40-44","Vyras",3938
"Šiaulių apskr.","Šiaulių m.","45-49","Moteris",3336
"Šiaulių apskr.","Šiaulių m.","45-49","Vyras",4183
"Šiaulių apskr.","Šiaulių m.","5-9","Moteris",2516
"Šiaulių apskr.","Šiaulių m.","5-9","Vyras",2622
"Šiaulių apskr.","Šiaulių m.","50-54","Moteris",3646
"Šiaulių apskr.","Šiaulių m.","50-54","Vyras",3769
"Šiaulių apskr.","Šiaulių m.","55-59","Moteris",4344
"Šiaulių apskr.","Šiaulių m.","55-59","Vyras",3458
"Šiaulių apskr.","Šiaulių m.","60-64","Moteris",4544
"Šiaulių apskr.","Šiaulių m.","60-64","Vyras",3129
"Šiaulių apskr.","Šiaulių m.","65-69","Moteris",3453
"Šiaulių apskr.","Šiaulių m.","65-69","Vyras",2012
"Šiaulių apskr.","Šiaulių m.","70-74","Moteris",3041
"Šiaulių apskr.","Šiaulių m.","70-74","Vyras",1432
"Šiaulių apskr.","Šiaulių m.","75-79","Moteris",2725
"Šiaulių apskr.","Šiaulių m.","75-79","Vyras",1228
"Šiaulių apskr.","Šiaulių m.","80+","Moteris",4476
"Šiaulių apskr.","Šiaulių m.","80+","Vyras",1492
"Šiaulių apskr.","Šiaulių r.","0-4","Moteris",856
"Šiaulių apskr.","Šiaulių r.","0-4","Vyras",881
"Šiaulių apskr.","Šiaulių r.","10-14","Moteris",1094
"Šiaulių apskr.","Šiaulių r.","10-14","Vyras",1142
"Šiaulių apskr.","Šiaulių r.","15-19","Moteris",1036
"Šiaulių apskr.","Šiaulių r.","15-19","Vyras",1115
"Šiaulių apskr.","Šiaulių r.","20-24","Moteris",1155
"Šiaulių apskr.","Šiaulių r.","20-24","Vyras",1354
"Šiaulių apskr.","Šiaulių r.","25-29","Moteris",1183
"Šiaulių apskr.","Šiaulių r.","25-29","Vyras",1454
"Šiaulių apskr.","Šiaulių r.","30-34","Moteris",885
"Šiaulių apskr.","Šiaulių r.","30-34","Vyras",1206
"Šiaulių apskr.","Šiaulių r.","35-39","Moteris",994
"Šiaulių apskr.","Šiaulių r.","35-39","Vyras",1071
"Šiaulių apskr.","Šiaulių r.","40-44","Moteris",1216
"Šiaulių apskr.","Šiaulių r.","40-44","Vyras",1220
"Šiaulių apskr.","Šiaulių r.","45-49","Moteris",1565
"Šiaulių apskr.","Šiaulių r.","45-49","Vyras",1494
"Šiaulių apskr.","Šiaulių r.","5-9","Moteris",980
"Šiaulių apskr.","Šiaulių r.","5-9","Vyras",1077
"Šiaulių apskr.","Šiaulių r.","50-54","Moteris",1739
"Šiaulių apskr.","Šiaulių r.","50-54","Vyras",1713
"Šiaulių apskr.","Šiaulių r.","55-59","Moteris",1694
"Šiaulių apskr.","Šiaulių r.","55-59","Vyras",1736
"Šiaulių apskr.","Šiaulių r.","60-64","Moteris",1717
"Šiaulių apskr.","Šiaulių r.","60-64","Vyras",1575
"Šiaulių apskr.","Šiaulių r.","65-69","Moteris",1306
"Šiaulių apskr.","Šiaulių r.","65-69","Vyras",1123
"Šiaulių apskr.","Šiaulių r.","70-74","Moteris",1173
"Šiaulių apskr.","Šiaulių r.","70-74","Vyras",817
"Šiaulių apskr.","Šiaulių r.","75-79","Moteris",1055
"Šiaulių apskr.","Šiaulių r.","75-79","Vyras",564
"Šiaulių apskr.","Šiaulių r.","80+","Moteris",1722
"Šiaulių apskr.","Šiaulių r.","80+","Vyras",642
"Tauragės apskr.","Jurbarko r.","0-4","Moteris",510
"Tauragės apskr.","Jurbarko r.","0-4","Vyras",534
"Tauragės apskr.","Jurbarko r.","10-14","Moteris",593
"Tauragės apskr.","Jurbarko r.","10-14","Vyras",590
"Tauragės apskr.","Jurbarko r.","15-19","Moteris",607
"Tauragės apskr.","Jurbarko r.","15-19","Vyras",707
"Tauragės apskr.","Jurbarko r.","20-24","Moteris",713
"Tauragės apskr.","Jurbarko r.","20-24","Vyras",839
"Tauragės apskr.","Jurbarko r.","25-29","Moteris",667
"Tauragės apskr.","Jurbarko r.","25-29","Vyras",925
"Tauragės apskr.","Jurbarko r.","30-34","Moteris",390
"Tauragės apskr.","Jurbarko r.","30-34","Vyras",576
"Tauragės apskr.","Jurbarko r.","35-39","Moteris",409
"Tauragės apskr.","Jurbarko r.","35-39","Vyras",430
"Tauragės apskr.","Jurbarko r.","40-44","Moteris",572
"Tauragės apskr.","Jurbarko r.","40-44","Vyras",618
"Tauragės apskr.","Jurbarko r.","45-49","Moteris",845
"Tauragės apskr.","Jurbarko r.","45-49","Vyras",798
"Tauragės apskr.","Jurbarko r.","5-9","Moteris",540
"Tauragės apskr.","Jurbarko r.","5-9","Vyras",613
"Tauragės apskr.","Jurbarko r.","50-54","Moteris",1025
"Tauragės apskr.","Jurbarko r.","50-54","Vyras",954
"Tauragės apskr.","Jurbarko r.","55-59","Moteris",1079
"Tauragės apskr.","Jurbarko r.","55-59","Vyras",1021
"Tauragės apskr.","Jurbarko r.","60-64","Moteris",1095
"Tauragės apskr.","Jurbarko r.","60-64","Vyras",876
"Tauragės apskr.","Jurbarko r.","65-69","Moteris",913
"Tauragės apskr.","Jurbarko r.","65-69","Vyras",683
"Tauragės apskr.","Jurbarko r.","70-74","Moteris",839
"Tauragės apskr.","Jurbarko r.","70-74","Vyras",479
"Tauragės apskr.","Jurbarko r.","75-79","Moteris",836
"Tauragės apskr.","Jurbarko r.","75-79","Vyras",364
"Tauragės apskr.","Jurbarko r.","80+","Moteris",1206
"Tauragės apskr.","Jurbarko r.","80+","Vyras",390
"Tauragės apskr.","Pagėgių","0-4","Moteris",187
"Tauragės apskr.","Pagėgių","0-4","Vyras",195
"Tauragės apskr.","Pagėgių","10-14","Moteris",147
"Tauragės apskr.","Pagėgių","10-14","Vyras",144
"Tauragės apskr.","Pagėgių","15-19","Moteris",187
"Tauragės apskr.","Pagėgių","15-19","Vyras",182
"Tauragės apskr.","Pagėgių","20-24","Moteris",252
"Tauragės apskr.","Pagėgių","20-24","Vyras",269
"Tauragės apskr.","Pagėgių","25-29","Moteris",225
"Tauragės apskr.","Pagėgių","25-29","Vyras",272
"Tauragės apskr.","Pagėgių","30-34","Moteris",106
"Tauragės apskr.","Pagėgių","30-34","Vyras",234
"Tauragės apskr.","Pagėgių","35-39","Moteris",92
"Tauragės apskr.","Pagėgių","35-39","Vyras",121
"Tauragės apskr.","Pagėgių","40-44","Moteris",162
"Tauragės apskr.","Pagėgių","40-44","Vyras",181
"Tauragės apskr.","Pagėgių","45-49","Moteris",227
"Tauragės apskr.","Pagėgių","45-49","Vyras",262
"Tauragės apskr.","Pagėgių","5-9","Moteris",206
"Tauragės apskr.","Pagėgių","5-9","Vyras",187
"Tauragės apskr.","Pagėgių","50-54","Moteris",317
"Tauragės apskr.","Pagėgių","50-54","Vyras",289
"Tauragės apskr.","Pagėgių","55-59","Moteris",314
"Tauragės apskr.","Pagėgių","55-59","Vyras",305
"Tauragės apskr.","Pagėgių","60-64","Moteris",344
"Tauragės apskr.","Pagėgių","60-64","Vyras",285
"Tauragės apskr.","Pagėgių","65-69","Moteris",230
"Tauragės apskr.","Pagėgių","65-69","Vyras",181
"Tauragės apskr.","Pagėgių","70-74","Moteris",202
"Tauragės apskr.","Pagėgių","70-74","Vyras",124
"Tauragės apskr.","Pagėgių","75-79","Moteris",196
"Tauragės apskr.","Pagėgių","75-79","Vyras",69
"Tauragės apskr.","Pagėgių","80+","Moteris",327
"Tauragės apskr.","Pagėgių","80+","Vyras",105
"Tauragės apskr.","Šilalės r.","0-4","Moteris",490
"Tauragės apskr.","Šilalės r.","0-4","Vyras",488
"Tauragės apskr.","Šilalės r.","10-14","Moteris",449
"Tauragės apskr.","Šilalės r.","10-14","Vyras",529
"Tauragės apskr.","Šilalės r.","15-19","Moteris",594
"Tauragės apskr.","Šilalės r.","15-19","Vyras",609
"Tauragės apskr.","Šilalės r.","20-24","Moteris",699
"Tauragės apskr.","Šilalės r.","20-24","Vyras",877
"Tauragės apskr.","Šilalės r.","25-29","Moteris",712
"Tauragės apskr.","Šilalės r.","25-29","Vyras",946
"Tauragės apskr.","Šilalės r.","30-34","Moteris",296
"Tauragės apskr.","Šilalės r.","30-34","Vyras",609
"Tauragės apskr.","Šilalės r.","35-39","Moteris",355
"Tauragės apskr.","Šilalės r.","35-39","Vyras",408
"Tauragės apskr.","Šilalės r.","40-44","Moteris",553
"Tauragės apskr.","Šilalės r.","40-44","Vyras",498
"Tauragės apskr.","Šilalės r.","45-49","Moteris",778
"Tauragės apskr.","Šilalės r.","45-49","Vyras",722
"Tauragės apskr.","Šilalės r.","5-9","Moteris",578
"Tauragės apskr.","Šilalės r.","5-9","Vyras",678
"Tauragės apskr.","Šilalės r.","50-54","Moteris",896
"Tauragės apskr.","Šilalės r.","50-54","Vyras",844
"Tauragės apskr.","Šilalės r.","55-59","Moteris",943
"Tauragės apskr.","Šilalės r.","55-59","Vyras",946
"Tauragės apskr.","Šilalės r.","60-64","Moteris",856
"Tauragės apskr.","Šilalės r.","60-64","Vyras",796
"Tauragės apskr.","Šilalės r.","65-69","Moteris",698
"Tauragės apskr.","Šilalės r.","65-69","Vyras",540
"Tauragės apskr.","Šilalės r.","70-74","Moteris",600
"Tauragės apskr.","Šilalės r.","70-74","Vyras",375
"Tauragės apskr.","Šilalės r.","75-79","Moteris",537
"Tauragės apskr.","Šilalės r.","75-79","Vyras",275
"Tauragės apskr.","Šilalės r.","80+","Moteris",930
"Tauragės apskr.","Šilalės r.","80+","Vyras",332
"Tauragės apskr.","Tauragės r.","0-4","Moteris",946
"Tauragės apskr.","Tauragės r.","0-4","Vyras",994
"Tauragės apskr.","Tauragės r.","10-14","Moteris",810
"Tauragės apskr.","Tauragės r.","10-14","Vyras",845
