"administrative_level_2","administrative_level_3","age","age5","age10","sex","population"
"Panevėžio apskr.","Pasvalio r.","6","5-10","0-10","Vyras",113
"Panevėžio apskr.","Pasvalio r.","7","5-10","0-10","Vyras",111
"Panevėžio apskr.","Pasvalio r.","8","5-10","0-10","Vyras",110
"Panevėžio apskr.","Pasvalio r.","9","5-10","0-10","Vyras",110
"Panevėžio apskr.","Pasvalio r.","10","10-15","10-20","Vyras",102
"Panevėžio apskr.","Pasvalio r.","11","10-15","10-20","Vyras",100
"Panevėžio apskr.","Pasvalio r.","12","10-15","10-20","Vyras",81
"Panevėžio apskr.","Pasvalio r.","13","10-15","10-20","Vyras",110
"Panevėžio apskr.","Pasvalio r.","14","10-15","10-20","Vyras",94
"Panevėžio apskr.","Pasvalio r.","15","15-20","10-20","Vyras",110
"Panevėžio apskr.","Pasvalio r.","16","15-20","10-20","Vyras",100
"Panevėžio apskr.","Pasvalio r.","17","15-20","10-20","Vyras",136
"Panevėžio apskr.","Pasvalio r.","18","15-20","10-20","Vyras",110
"Panevėžio apskr.","Pasvalio r.","19","15-20","10-20","Vyras",147
"Panevėžio apskr.","Pasvalio r.","20","20-25","20-30","Vyras",145
"Panevėžio apskr.","Pasvalio r.","21","20-25","20-30","Vyras",138
"Panevėžio apskr.","Pasvalio r.","22","20-25","20-30","Vyras",124
"Panevėžio apskr.","Pasvalio r.","23","20-25","20-30","Vyras",141
"Panevėžio apskr.","Pasvalio r.","24","20-25","20-30","Vyras",147
"Panevėžio apskr.","Pasvalio r.","25","25-30","20-30","Vyras",143
"Panevėžio apskr.","Pasvalio r.","26","25-30","20-30","Vyras",134
"Panevėžio apskr.","Pasvalio r.","27","25-30","20-30","Vyras",136
"Panevėžio apskr.","Pasvalio r.","28","25-30","20-30","Vyras",159
"Panevėžio apskr.","Pasvalio r.","29","25-30","20-30","Vyras",101
"Panevėžio apskr.","Pasvalio r.","30","30-35","30-40","Vyras",48
"Panevėžio apskr.","Pasvalio r.","31","30-35","30-40","Vyras",55
"Panevėžio apskr.","Pasvalio r.","32","30-35","30-40","Vyras",58
"Panevėžio apskr.","Pasvalio r.","33","30-35","30-40","Vyras",59
"Panevėžio apskr.","Pasvalio r.","34","30-35","30-40","Vyras",30
"Panevėžio apskr.","Pasvalio r.","35","35-40","30-40","Vyras",40
"Panevėžio apskr.","Pasvalio r.","36","35-40","30-40","Vyras",71
"Panevėžio apskr.","Pasvalio r.","37","35-40","30-40","Vyras",65
"Panevėžio apskr.","Pasvalio r.","38","35-40","30-40","Vyras",66
"Panevėžio apskr.","Pasvalio r.","39","35-40","30-40","Vyras",85
"Panevėžio apskr.","Pasvalio r.","40","40-45","40-50","Vyras",75
"Panevėžio apskr.","Pasvalio r.","41","40-45","40-50","Vyras",92
"Panevėžio apskr.","Pasvalio r.","42","40-45","40-50","Vyras",119
"Panevėžio apskr.","Pasvalio r.","43","40-45","40-50","Vyras",137
"Panevėžio apskr.","Pasvalio r.","44","40-45","40-50","Vyras",134
"Panevėžio apskr.","Pasvalio r.","45","45-50","40-50","Vyras",139
"Panevėžio apskr.","Pasvalio r.","46","45-50","40-50","Vyras",161
"Panevėžio apskr.","Pasvalio r.","47","45-50","40-50","Vyras",165
"Panevėžio apskr.","Pasvalio r.","48","45-50","40-50","Vyras",170
"Panevėžio apskr.","Pasvalio r.","49","45-50","40-50","Vyras",165
"Panevėžio apskr.","Pasvalio r.","50","50-55","50-60","Vyras",201
"Panevėžio apskr.","Pasvalio r.","51","50-55","50-60","Vyras",194
"Panevėžio apskr.","Pasvalio r.","52","50-55","50-60","Vyras",207
"Panevėžio apskr.","Pasvalio r.","53","50-55","50-60","Vyras",213
"Panevėžio apskr.","Pasvalio r.","54","50-55","50-60","Vyras",217
"Panevėžio apskr.","Pasvalio r.","55","55-60","50-60","Vyras",210
"Panevėžio apskr.","Pasvalio r.","56","55-60","50-60","Vyras",185
"Panevėžio apskr.","Pasvalio r.","57","55-60","50-60","Vyras",177
"Panevėžio apskr.","Pasvalio r.","58","55-60","50-60","Vyras",214
"Panevėžio apskr.","Pasvalio r.","59","55-60","50-60","Vyras",181
"Panevėžio apskr.","Pasvalio r.","60","60-65","60-70","Vyras",182
"Panevėžio apskr.","Pasvalio r.","61","60-65","60-70","Vyras",205
"Panevėžio apskr.","Pasvalio r.","62","60-65","60-70","Vyras",191
"Panevėžio apskr.","Pasvalio r.","63","60-65","60-70","Vyras",190
"Panevėžio apskr.","Pasvalio r.","64","60-65","60-70","Vyras",156
"Panevėžio apskr.","Pasvalio r.","65","65-70","60-70","Vyras",156
"Panevėžio apskr.","Pasvalio r.","66","65-70","60-70","Vyras",156
"Panevėžio apskr.","Pasvalio r.","67","65-70","60-70","Vyras",142
"Panevėžio apskr.","Pasvalio r.","68","65-70","60-70","Vyras",134
"Panevėžio apskr.","Pasvalio r.","69","65-70","60-70","Vyras",183
"Panevėžio apskr.","Pasvalio r.","70","70-75","70-80","Vyras",138
"Panevėžio apskr.","Pasvalio r.","71","70-75","70-80","Vyras",187
"Panevėžio apskr.","Pasvalio r.","72","70-75","70-80","Vyras",147
"Panevėžio apskr.","Pasvalio r.","73","70-75","70-80","Vyras",140
"Panevėžio apskr.","Pasvalio r.","74","70-75","70-80","Vyras",125
"Panevėžio apskr.","Pasvalio r.","75","75-80","70-80","Vyras",127
"Panevėžio apskr.","Pasvalio r.","76","75-80","70-80","Vyras",123
"Panevėžio apskr.","Pasvalio r.","77","75-80","70-80","Vyras",158
"Panevėžio apskr.","Pasvalio r.","78","75-80","70-80","Vyras",160
"Panevėžio apskr.","Pasvalio r.","79","75-80","70-80","Vyras",150
"Panevėžio apskr.","Pasvalio r.","80","80+","80+","Vyras",133
"Panevėžio apskr.","Pasvalio r.","81","80+","80+","Vyras",137
"Panevėžio apskr.","Pasvalio r.","82","80+","80+","Vyras",141
"Panevėžio apskr.","Pasvalio r.","83","80+","80+","Vyras",114
"Panevėžio apskr.","Pasvalio r.","84","80+","80+","Vyras",114
"Panevėžio apskr.","Pasvalio r.","85 ir vyresni","80+","80+","Vyras",527
"Panevėžio apskr.","Rokiškio r.","0","0-5","0-10","Vyras",68
"Panevėžio apskr.","Rokiškio r.","1","0-5","0-10","Vyras",90
"Panevėžio apskr.","Rokiškio r.","2","0-5","0-10","Vyras",126
"Panevėžio apskr.","Rokiškio r.","3","0-5","0-10","Vyras",105
"Panevėžio apskr.","Rokiškio r.","4","0-5","0-10","Vyras",115
"Panevėžio apskr.","Rokiškio r.","5","5-10","0-10","Vyras",120
"Panevėžio apskr.","Rokiškio r.","6","5-10","0-10","Vyras",111
"Panevėžio apskr.","Rokiškio r.","7","5-10","0-10","Vyras",121
"Panevėžio apskr.","Rokiškio r.","8","5-10","0-10","Vyras",129
"Panevėžio apskr.","Rokiškio r.","9","5-10","0-10","Vyras",112
"Panevėžio apskr.","Rokiškio r.","10","10-15","10-20","Vyras",119
"Panevėžio apskr.","Rokiškio r.","11","10-15","10-20","Vyras",98
"Panevėžio apskr.","Rokiškio r.","12","10-15","10-20","Vyras",118
"Panevėžio apskr.","Rokiškio r.","13","10-15","10-20","Vyras",105
"Panevėžio apskr.","Rokiškio r.","14","10-15","10-20","Vyras",110
"Panevėžio apskr.","Rokiškio r.","15","15-20","10-20","Vyras",125
"Panevėžio apskr.","Rokiškio r.","16","15-20","10-20","Vyras",125
"Panevėžio apskr.","Rokiškio r.","17","15-20","10-20","Vyras",116
"Panevėžio apskr.","Rokiškio r.","18","15-20","10-20","Vyras",141
"Panevėžio apskr.","Rokiškio r.","19","15-20","10-20","Vyras",154
"Panevėžio apskr.","Rokiškio r.","20","20-25","20-30","Vyras",117
"Panevėžio apskr.","Rokiškio r.","21","20-25","20-30","Vyras",164
"Panevėžio apskr.","Rokiškio r.","22","20-25","20-30","Vyras",143
"Panevėžio apskr.","Rokiškio r.","23","20-25","20-30","Vyras",188
"Panevėžio apskr.","Rokiškio r.","24","20-25","20-30","Vyras",175
"Panevėžio apskr.","Rokiškio r.","25","25-30","20-30","Vyras",165
"Panevėžio apskr.","Rokiškio r.","26","25-30","20-30","Vyras",174
"Panevėžio apskr.","Rokiškio r.","27","25-30","20-30","Vyras",161
"Panevėžio apskr.","Rokiškio r.","28","25-30","20-30","Vyras",185
"Panevėžio apskr.","Rokiškio r.","29","25-30","20-30","Vyras",92
"Panevėžio apskr.","Rokiškio r.","30","30-35","30-40","Vyras",62
"Panevėžio apskr.","Rokiškio r.","31","30-35","30-40","Vyras",74
"Panevėžio apskr.","Rokiškio r.","32","30-35","30-40","Vyras",56
"Panevėžio apskr.","Rokiškio r.","33","30-35","30-40","Vyras",45
"Panevėžio apskr.","Rokiškio r.","34","30-35","30-40","Vyras",51
"Panevėžio apskr.","Rokiškio r.","35","35-40","30-40","Vyras",58
"Panevėžio apskr.","Rokiškio r.","36","35-40","30-40","Vyras",61
"Panevėžio apskr.","Rokiškio r.","37","35-40","30-40","Vyras",53
"Panevėžio apskr.","Rokiškio r.","38","35-40","30-40","Vyras",76
"Panevėžio apskr.","Rokiškio r.","39","35-40","30-40","Vyras",77
"Panevėžio apskr.","Rokiškio r.","40","40-45","40-50","Vyras",96
"Panevėžio apskr.","Rokiškio r.","41","40-45","40-50","Vyras",130
"Panevėžio apskr.","Rokiškio r.","42","40-45","40-50","Vyras",121
"Panevėžio apskr.","Rokiškio r.","43","40-45","40-50","Vyras",138
"Panevėžio apskr.","Rokiškio r.","44","40-45","40-50","Vyras",169
"Panevėžio apskr.","Rokiškio r.","45","45-50","40-50","Vyras",187
"Panevėžio apskr.","Rokiškio r.","46","45-50","40-50","Vyras",211
"Panevėžio apskr.","Rokiškio r.","47","45-50","40-50","Vyras",214
"Panevėžio apskr.","Rokiškio r.","48","45-50","40-50","Vyras",218
"Panevėžio apskr.","Rokiškio r.","49","45-50","40-50","Vyras",236
"Panevėžio apskr.","Rokiškio r.","50","50-55","50-60","Vyras",239
"Panevėžio apskr.","Rokiškio r.","51","50-55","50-60","Vyras",223
"Panevėžio apskr.","Rokiškio r.","52","50-55","50-60","Vyras",256
"Panevėžio apskr.","Rokiškio r.","53","50-55","50-60","Vyras",273
"Panevėžio apskr.","Rokiškio r.","54","50-55","50-60","Vyras",243
"Panevėžio apskr.","Rokiškio r.","55","55-60","50-60","Vyras",268
"Panevėžio apskr.","Rokiškio r.","56","55-60","50-60","Vyras",270
"Panevėžio apskr.","Rokiškio r.","57","55-60","50-60","Vyras",235
"Panevėžio apskr.","Rokiškio r.","58","55-60","50-60","Vyras",242
"Panevėžio apskr.","Rokiškio r.","59","55-60","50-60","Vyras",279
"Panevėžio apskr.","Rokiškio r.","60","60-65","60-70","Vyras",314
"Panevėžio apskr.","Rokiškio r.","61","60-65","60-70","Vyras",280
"Panevėžio apskr.","Rokiškio r.","62","60-65","60-70","Vyras",253
"Panevėžio apskr.","Rokiškio r.","63","60-65","60-70","Vyras",238
"Panevėžio apskr.","Rokiškio r.","64","60-65","60-70","Vyras",244
"Panevėžio apskr.","Rokiškio r.","65","65-70","60-70","Vyras",206
"Panevėžio apskr.","Rokiškio r.","66","65-70","60-70","Vyras",192
"Panevėžio apskr.","Rokiškio r.","67","65-70","60-70","Vyras",189
"Panevėžio apskr.","Rokiškio r.","68","65-70","60-70","Vyras",222
"Panevėžio apskr.","Rokiškio r.","69","65-70","60-70","Vyras",204
"Panevėžio apskr.","Rokiškio r.","70","70-75","70-80","Vyras",197
"Panevėžio apskr.","Rokiškio r.","71","70-75","70-80","Vyras",190
"Panevėžio apskr.","Rokiškio r.","72","70-75","70-80","Vyras",175
"Panevėžio apskr.","Rokiškio r.","73","70-75","70-80","Vyras",155
"Panevėžio apskr.","Rokiškio r.","74","70-75","70-80","Vyras",139
"Panevėžio apskr.","Rokiškio r.","75","75-80","70-80","Vyras",162
"Panevėžio apskr.","Rokiškio r.","76","75-80","70-80","Vyras",150
"Panevėžio apskr.","Rokiškio r.","77","75-80","70-80","Vyras",210
"Panevėžio apskr.","Rokiškio r.","78","75-80","70-80","Vyras",227
"Panevėžio apskr.","Rokiškio r.","79","75-80","70-80","Vyras",196
"Panevėžio apskr.","Rokiškio r.","80","80+","80+","Vyras",200
"Panevėžio apskr.","Rokiškio r.","81","80+","80+","Vyras",180
"Panevėžio apskr.","Rokiškio r.","82","80+","80+","Vyras",158
"Panevėžio apskr.","Rokiškio r.","83","80+","80+","Vyras",186
"Panevėžio apskr.","Rokiškio r.","84","80+","80+","Vyras",199
"Panevėžio apskr.","Rokiškio r.","85 ir vyresni","80+","80+","Vyras",783
"Šiaulių apskr.","Akmenės r.","0","0-5","0-10","Vyras",79
"Šiaulių apskr.","Akmenės r.","1","0-5","0-10","Vyras",76
"Šiaulių apskr.","Akmenės r.","2","0-5","0-10","Vyras",72
"Šiaulių apskr.","Akmenės r.","3","0-5","0-10","Vyras",82
"Šiaulių apskr.","Akmenės r.","4","0-5","0-10","Vyras",89
"Šiaulių apskr.","Akmenės r.","5","5-10","0-10","Vyras",81
"Šiaulių apskr.","Akmenės r.","6","5-10","0-10","Vyras",104
"Šiaulių apskr.","Akmenės r.","7","5-10","0-10","Vyras",93
"Šiaulių apskr.","Akmenės r.","8","5-10","0-10","Vyras",74
"Šiaulių apskr.","Akmenės r.","9","5-10","0-10","Vyras",97
"Šiaulių apskr.","Akmenės r.","10","10-15","10-20","Vyras",83
"Šiaulių apskr.","Akmenės r.","11","10-15","10-20","Vyras",72
"Šiaulių apskr.","Akmenės r.","12","10-15","10-20","Vyras",72
"Šiaulių apskr.","Akmenės r.","13","10-15","10-20","Vyras",82
"Šiaulių apskr.","Akmenės r.","14","10-15","10-20","Vyras",91
"Šiaulių apskr.","Akmenės r.","15","15-20","10-20","Vyras",82
"Šiaulių apskr.","Akmenės r.","16","15-20","10-20","Vyras",96
"Šiaulių apskr.","Akmenės r.","17","15-20","10-20","Vyras",93
"Šiaulių apskr.","Akmenės r.","18","15-20","10-20","Vyras",87
"Šiaulių apskr.","Akmenės r.","19","15-20","10-20","Vyras",91
"Šiaulių apskr.","Akmenės r.","20","20-25","20-30","Vyras",88
"Šiaulių apskr.","Akmenės r.","21","20-25","20-30","Vyras",112
"Šiaulių apskr.","Akmenės r.","22","20-25","20-30","Vyras",108
"Šiaulių apskr.","Akmenės r.","23","20-25","20-30","Vyras",127
"Šiaulių apskr.","Akmenės r.","24","20-25","20-30","Vyras",106
"Šiaulių apskr.","Akmenės r.","25","25-30","20-30","Vyras",97
"Šiaulių apskr.","Akmenės r.","26","25-30","20-30","Vyras",105
"Šiaulių apskr.","Akmenės r.","27","25-30","20-30","Vyras",125
"Šiaulių apskr.","Akmenės r.","28","25-30","20-30","Vyras",115
"Šiaulių apskr.","Akmenės r.","29","25-30","20-30","Vyras",68
"Šiaulių apskr.","Akmenės r.","30","30-35","30-40","Vyras",47
"Šiaulių apskr.","Akmenės r.","31","30-35","30-40","Vyras",54
"Šiaulių apskr.","Akmenės r.","32","30-35","30-40","Vyras",43
"Šiaulių apskr.","Akmenės r.","33","30-35","30-40","Vyras",87
"Šiaulių apskr.","Akmenės r.","34","30-35","30-40","Vyras",46
"Šiaulių apskr.","Akmenės r.","35","35-40","30-40","Vyras",45
"Šiaulių apskr.","Akmenės r.","36","35-40","30-40","Vyras",53
"Šiaulių apskr.","Akmenės r.","37","35-40","30-40","Vyras",50
"Šiaulių apskr.","Akmenės r.","38","35-40","30-40","Vyras",42
"Šiaulių apskr.","Akmenės r.","39","35-40","30-40","Vyras",65
"Šiaulių apskr.","Akmenės r.","40","40-45","40-50","Vyras",55
"Šiaulių apskr.","Akmenės r.","41","40-45","40-50","Vyras",75
"Šiaulių apskr.","Akmenės r.","42","40-45","40-50","Vyras",96
"Šiaulių apskr.","Akmenės r.","43","40-45","40-50","Vyras",95
"Šiaulių apskr.","Akmenės r.","44","40-45","40-50","Vyras",83
"Šiaulių apskr.","Akmenės r.","45","45-50","40-50","Vyras",112
"Šiaulių apskr.","Akmenės r.","46","45-50","40-50","Vyras",116
"Šiaulių apskr.","Akmenės r.","47","45-50","40-50","Vyras",155
"Šiaulių apskr.","Akmenės r.","48","45-50","40-50","Vyras",125
"Šiaulių apskr.","Akmenės r.","49","45-50","40-50","Vyras",153
"Šiaulių apskr.","Akmenės r.","50","50-55","50-60","Vyras",143
"Šiaulių apskr.","Akmenės r.","51","50-55","50-60","Vyras",129
"Šiaulių apskr.","Akmenės r.","52","50-55","50-60","Vyras",169
"Šiaulių apskr.","Akmenės r.","53","50-55","50-60","Vyras",164
"Šiaulių apskr.","Akmenės r.","54","50-55","50-60","Vyras",159
"Šiaulių apskr.","Akmenės r.","55","55-60","50-60","Vyras",157
"Šiaulių apskr.","Akmenės r.","56","55-60","50-60","Vyras",149
"Šiaulių apskr.","Akmenės r.","57","55-60","50-60","Vyras",174
"Šiaulių apskr.","Akmenės r.","58","55-60","50-60","Vyras",180
"Šiaulių apskr.","Akmenės r.","59","55-60","50-60","Vyras",200
"Šiaulių apskr.","Akmenės r.","60","60-65","60-70","Vyras",189
"Šiaulių apskr.","Akmenės r.","61","60-65","60-70","Vyras",196
"Šiaulių apskr.","Akmenės r.","62","60-65","60-70","Vyras",174
"Šiaulių apskr.","Akmenės r.","63","60-65","60-70","Vyras",175
"Šiaulių apskr.","Akmenės r.","64","60-65","60-70","Vyras",172
"Šiaulių apskr.","Akmenės r.","65","65-70","60-70","Vyras",146
"Šiaulių apskr.","Akmenės r.","66","65-70","60-70","Vyras",177
"Šiaulių apskr.","Akmenės r.","67","65-70","60-70","Vyras",130
"Šiaulių apskr.","Akmenės r.","68","65-70","60-70","Vyras",140
"Šiaulių apskr.","Akmenės r.","69","65-70","60-70","Vyras",148
"Šiaulių apskr.","Akmenės r.","70","70-75","70-80","Vyras",154
"Šiaulių apskr.","Akmenės r.","71","70-75","70-80","Vyras",140
"Šiaulių apskr.","Akmenės r.","72","70-75","70-80","Vyras",141
"Šiaulių apskr.","Akmenės r.","73","70-75","70-80","Vyras",126
"Šiaulių apskr.","Akmenės r.","74","70-75","70-80","Vyras",131
"Šiaulių apskr.","Akmenės r.","75","75-80","70-80","Vyras",129
"Šiaulių apskr.","Akmenės r.","76","75-80","70-80","Vyras",100
"Šiaulių apskr.","Akmenės r.","77","75-80","70-80","Vyras",134
"Šiaulių apskr.","Akmenės r.","78","75-80","70-80","Vyras",142
"Šiaulių apskr.","Akmenės r.","79","75-80","70-80","Vyras",129
"Šiaulių apskr.","Akmenės r.","80","80+","80+","Vyras",150
"Šiaulių apskr.","Akmenės r.","81","80+","80+","Vyras",105
"Šiaulių apskr.","Akmenės r.","82","80+","80+","Vyras",90
"Šiaulių apskr.","Akmenės r.","83","80+","80+","Vyras",102
"Šiaulių apskr.","Akmenės r.","84","80+","80+","Vyras",95
"Šiaulių apskr.","Akmenės r.","85 ir vyresni","80+","80+","Vyras",472
"Šiaulių apskr.","Joniškio r.","0","0-5","0-10","Vyras",77
"Šiaulių apskr.","Joniškio r.","1","0-5","0-10","Vyras",81
"Šiaulių apskr.","Joniškio r.","2","0-5","0-10","Vyras",89
"Šiaulių apskr.","Joniškio r.","3","0-5","0-10","Vyras",90
"Šiaulių apskr.","Joniškio r.","4","0-5","0-10","Vyras",85
"Šiaulių apskr.","Joniškio r.","5","5-10","0-10","Vyras",95
"Šiaulių apskr.","Joniškio r.","6","5-10","0-10","Vyras",77
"Šiaulių apskr.","Joniškio r.","7","5-10","0-10","Vyras",94
"Šiaulių apskr.","Joniškio r.","8","5-10","0-10","Vyras",91
"Šiaulių apskr.","Joniškio r.","9","5-10","0-10","Vyras",97
"Šiaulių apskr.","Joniškio r.","10","10-15","10-20","Vyras",67
"Šiaulių apskr.","Joniškio r.","11","10-15","10-20","Vyras",84
"Šiaulių apskr.","Joniškio r.","12","10-15","10-20","Vyras",87
"Šiaulių apskr.","Joniškio r.","13","10-15","10-20","Vyras",82
"Šiaulių apskr.","Joniškio r.","14","10-15","10-20","Vyras",95
"Šiaulių apskr.","Joniškio r.","15","15-20","10-20","Vyras",94
"Šiaulių apskr.","Joniškio r.","16","15-20","10-20","Vyras",125
"Šiaulių apskr.","Joniškio r.","17","15-20","10-20","Vyras",115
"Šiaulių apskr.","Joniškio r.","18","15-20","10-20","Vyras",109
"Šiaulių apskr.","Joniškio r.","19","15-20","10-20","Vyras",112
"Šiaulių apskr.","Joniškio r.","20","20-25","20-30","Vyras",120
"Šiaulių apskr.","Joniškio r.","21","20-25","20-30","Vyras",121
"Šiaulių apskr.","Joniškio r.","22","20-25","20-30","Vyras",124
"Šiaulių apskr.","Joniškio r.","23","20-25","20-30","Vyras",111
"Šiaulių apskr.","Joniškio r.","24","20-25","20-30","Vyras",120
"Šiaulių apskr.","Joniškio r.","25","25-30","20-30","Vyras",119
"Šiaulių apskr.","Joniškio r.","26","25-30","20-30","Vyras",139
"Šiaulių apskr.","Joniškio r.","27","25-30","20-30","Vyras",114
"Šiaulių apskr.","Joniškio r.","28","25-30","20-30","Vyras",125
"Šiaulių apskr.","Joniškio r.","29","25-30","20-30","Vyras",81
"Šiaulių apskr.","Joniškio r.","30","30-35","30-40","Vyras",63
"Šiaulių apskr.","Joniškio r.","31","30-35","30-40","Vyras",45
"Šiaulių apskr.","Joniškio r.","32","30-35","30-40","Vyras",42
"Šiaulių apskr.","Joniškio r.","33","30-35","30-40","Vyras",40
"Šiaulių apskr.","Joniškio r.","34","30-35","30-40","Vyras",30
"Šiaulių apskr.","Joniškio r.","35","35-40","30-40","Vyras",68
"Šiaulių apskr.","Joniškio r.","36","35-40","30-40","Vyras",43
"Šiaulių apskr.","Joniškio r.","37","35-40","30-40","Vyras",58
"Šiaulių apskr.","Joniškio r.","38","35-40","30-40","Vyras",75
"Šiaulių apskr.","Joniškio r.","39","35-40","30-40","Vyras",73
"Šiaulių apskr.","Joniškio r.","40","40-45","40-50","Vyras",69
"Šiaulių apskr.","Joniškio r.","41","40-45","40-50","Vyras",79
"Šiaulių apskr.","Joniškio r.","42","40-45","40-50","Vyras",93
"Šiaulių apskr.","Joniškio r.","43","40-45","40-50","Vyras",141
"Šiaulių apskr.","Joniškio r.","44","40-45","40-50","Vyras",128
"Šiaulių apskr.","Joniškio r.","45","45-50","40-50","Vyras",122
"Šiaulių apskr.","Joniškio r.","46","45-50","40-50","Vyras",136
"Šiaulių apskr.","Joniškio r.","47","45-50","40-50","Vyras",145
"Šiaulių apskr.","Joniškio r.","48","45-50","40-50","Vyras",170
"Šiaulių apskr.","Joniškio r.","49","45-50","40-50","Vyras",201
"Šiaulių apskr.","Joniškio r.","50","50-55","50-60","Vyras",194
"Šiaulių apskr.","Joniškio r.","51","50-55","50-60","Vyras",158
"Šiaulių apskr.","Joniškio r.","52","50-55","50-60","Vyras",183
"Šiaulių apskr.","Joniškio r.","53","50-55","50-60","Vyras",178
"Šiaulių apskr.","Joniškio r.","54","50-55","50-60","Vyras",186
"Šiaulių apskr.","Joniškio r.","55","55-60","50-60","Vyras",205
"Šiaulių apskr.","Joniškio r.","56","55-60","50-60","Vyras",209
"Šiaulių apskr.","Joniškio r.","57","55-60","50-60","Vyras",197
"Šiaulių apskr.","Joniškio r.","58","55-60","50-60","Vyras",189
"Šiaulių apskr.","Joniškio r.","59","55-60","50-60","Vyras",198
"Šiaulių apskr.","Joniškio r.","60","60-65","60-70","Vyras",222
"Šiaulių apskr.","Joniškio r.","61","60-65","60-70","Vyras",190
"Šiaulių apskr.","Joniškio r.","62","60-65","60-70","Vyras",176
"Šiaulių apskr.","Joniškio r.","63","60-65","60-70","Vyras",158
"Šiaulių apskr.","Joniškio r.","64","60-65","60-70","Vyras",152
"Šiaulių apskr.","Joniškio r.","65","65-70","60-70","Vyras",169
"Šiaulių apskr.","Joniškio r.","66","65-70","60-70","Vyras",159
"Šiaulių apskr.","Joniškio r.","67","65-70","60-70","Vyras",147
"Šiaulių apskr.","Joniškio r.","68","65-70","60-70","Vyras",172
"Šiaulių apskr.","Joniškio r.","69","65-70","60-70","Vyras",129
"Šiaulių apskr.","Joniškio r.","70","70-75","70-80","Vyras",173
"Šiaulių apskr.","Joniškio r.","71","70-75","70-80","Vyras",126
"Šiaulių apskr.","Joniškio r.","72","70-75","70-80","Vyras",131
"Šiaulių apskr.","Joniškio r.","73","70-75","70-80","Vyras",148
"Šiaulių apskr.","Joniškio r.","74","70-75","70-80","Vyras",138
"Šiaulių apskr.","Joniškio r.","75","75-80","70-80","Vyras",145
"Šiaulių apskr.","Joniškio r.","76","75-80","70-80","Vyras",118
"Šiaulių apskr.","Joniškio r.","77","75-80","70-80","Vyras",147
"Šiaulių apskr.","Joniškio r.","78","75-80","70-80","Vyras",136
"Šiaulių apskr.","Joniškio r.","79","75-80","70-80","Vyras",165
"Šiaulių apskr.","Joniškio r.","80","80+","80+","Vyras",112
"Šiaulių apskr.","Joniškio r.","81","80+","80+","Vyras",96
"Šiaulių apskr.","Joniškio r.","82","80+","80+","Vyras",107
"Šiaulių apskr.","Joniškio r.","83","80+","80+","Vyras",105
"Šiaulių apskr.","Joniškio r.","84","80+","80+","Vyras",106
"Šiaulių apskr.","Joniškio r.","85 ir vyresni","80+","80+","Vyras",460
"Šiaulių apskr.","Kelmės r.","0","0-5","0-10","Vyras",78
"Šiaulių apskr.","Kelmės r.","1","0-5","0-10","Vyras",88
"Šiaulių apskr.","Kelmės r.","2","0-5","0-10","Vyras",86
"Šiaulių apskr.","Kelmės r.","3","0-5","0-10","Vyras",95
"Šiaulių apskr.","Kelmės r.","4","0-5","0-10","Vyras",111
"Šiaulių apskr.","Kelmės r.","5","5-10","0-10","Vyras",100
"Šiaulių apskr.","Kelmės r.","6","5-10","0-10","Vyras",115
"Šiaulių apskr.","Kelmės r.","7","5-10","0-10","Vyras",113
"Šiaulių apskr.","Kelmės r.","8","5-10","0-10","Vyras",99
"Šiaulių apskr.","Kelmės r.","9","5-10","0-10","Vyras",111
"Šiaulių apskr.","Kelmės r.","10","10-15","10-20","Vyras",74
"Šiaulių apskr.","Kelmės r.","11","10-15","10-20","Vyras",99
"Šiaulių apskr.","Kelmės r.","12","10-15","10-20","Vyras",103
"Šiaulių apskr.","Kelmės r.","13","10-15","10-20","Vyras",102
"Šiaulių apskr.","Kelmės r.","14","10-15","10-20","Vyras",114
"Šiaulių apskr.","Kelmės r.","15","15-20","10-20","Vyras",117
"Šiaulių apskr.","Kelmės r.","16","15-20","10-20","Vyras",132
"Šiaulių apskr.","Kelmės r.","17","15-20","10-20","Vyras",144
"Šiaulių apskr.","Kelmės r.","18","15-20","10-20","Vyras",115
"Šiaulių apskr.","Kelmės r.","19","15-20","10-20","Vyras",155
"Šiaulių apskr.","Kelmės r.","20","20-25","20-30","Vyras",142
"Šiaulių apskr.","Kelmės r.","21","20-25","20-30","Vyras",137
"Šiaulių apskr.","Kelmės r.","22","20-25","20-30","Vyras",147
"Šiaulių apskr.","Kelmės r.","23","20-25","20-30","Vyras",149
"Šiaulių apskr.","Kelmės r.","24","20-25","20-30","Vyras",146
"Šiaulių apskr.","Kelmės r.","25","25-30","20-30","Vyras",157
"Šiaulių apskr.","Kelmės r.","26","25-30","20-30","Vyras",127
"Šiaulių apskr.","Kelmės r.","27","25-30","20-30","Vyras",147
"Šiaulių apskr.","Kelmės r.","28","25-30","20-30","Vyras",143
"Šiaulių apskr.","Kelmės r.","29","25-30","20-30","Vyras",70
"Šiaulių apskr.","Kelmės r.","30","30-35","30-40","Vyras",55
"Šiaulių apskr.","Kelmės r.","31","30-35","30-40","Vyras",68
"Šiaulių apskr.","Kelmės r.","32","30-35","30-40","Vyras",52
"Šiaulių apskr.","Kelmės r.","33","30-35","30-40","Vyras",61
"Šiaulių apskr.","Kelmės r.","34","30-35","30-40","Vyras",63
