"administrative_level_2","administrative_level_3","age","age5","age10","population"
"Kauno apskr.","Kauno m.","16","15-19","10-19",2306
"Kauno apskr.","Kauno m.","17","15-19","10-19",2166
"Kauno apskr.","Kauno m.","18","15-19","10-19",2225
"Kauno apskr.","Kauno m.","19","15-19","10-19",2319
"Kauno apskr.","Kauno m.","20","20-24","20-29",2560
"Kauno apskr.","Kauno m.","21","20-24","20-29",2857
"Kauno apskr.","Kauno m.","22","20-24","20-29",3046
"Kauno apskr.","Kauno m.","23","20-24","20-29",3073
"Kauno apskr.","Kauno m.","24","20-24","20-29",3334
"Kauno apskr.","Kauno m.","25","25-29","20-29",3559
"Kauno apskr.","Kauno m.","26","25-29","20-29",3456
"Kauno apskr.","Kauno m.","27","25-29","20-29",3846
"Kauno apskr.","Kauno m.","28","25-29","20-29",4357
"Kauno apskr.","Kauno m.","29","25-29","20-29",5255
"Kauno apskr.","Kauno m.","30","30-34","30-39",5471
"Kauno apskr.","Kauno m.","31","30-34","30-39",5021
"Kauno apskr.","Kauno m.","32","30-34","30-39",5048
"Kauno apskr.","Kauno m.","33","30-34","30-39",5351
"Kauno apskr.","Kauno m.","34","30-34","30-39",5278
"Kauno apskr.","Kauno m.","35","35-39","30-39",5076
"Kauno apskr.","Kauno m.","36","35-39","30-39",5003
"Kauno apskr.","Kauno m.","37","35-39","30-39",4799
"Kauno apskr.","Kauno m.","38","35-39","30-39",4206
"Kauno apskr.","Kauno m.","39","35-39","30-39",3772
"Kauno apskr.","Kauno m.","40","40-44","40-49",3603
"Kauno apskr.","Kauno m.","41","40-44","40-49",3564
"Kauno apskr.","Kauno m.","42","40-44","40-49",3566
"Kauno apskr.","Kauno m.","43","40-44","40-49",3592
"Kauno apskr.","Kauno m.","44","40-44","40-49",3483
"Kauno apskr.","Kauno m.","45","45-49","40-49",3456
"Kauno apskr.","Kauno m.","46","45-49","40-49",3517
"Kauno apskr.","Kauno m.","47","45-49","40-49",3383
"Kauno apskr.","Kauno m.","48","45-49","40-49",3470
"Kauno apskr.","Kauno m.","49","45-49","40-49",3867
"Kauno apskr.","Kauno m.","50","50-54","50-59",3716
"Kauno apskr.","Kauno m.","51","50-54","50-59",3606
"Kauno apskr.","Kauno m.","52","50-54","50-59",3556
"Kauno apskr.","Kauno m.","53","50-54","50-59",3589
"Kauno apskr.","Kauno m.","54","50-54","50-59",3620
"Kauno apskr.","Kauno m.","55","55-59","50-59",3599
"Kauno apskr.","Kauno m.","56","55-59","50-59",3738
"Kauno apskr.","Kauno m.","57","55-59","50-59",3702
"Kauno apskr.","Kauno m.","58","55-59","50-59",4186
"Kauno apskr.","Kauno m.","59","55-59","50-59",4125
"Kauno apskr.","Kauno m.","60","60-64","60-69",4158
"Kauno apskr.","Kauno m.","61","60-64","60-69",4237
"Kauno apskr.","Kauno m.","62","60-64","60-69",4127
"Kauno apskr.","Kauno m.","63","60-64","60-69",3815
"Kauno apskr.","Kauno m.","64","60-64","60-69",3482
"Kauno apskr.","Kauno m.","65","65-69","60-69",3370
"Kauno apskr.","Kauno m.","66","65-69","60-69",3106
"Kauno apskr.","Kauno m.","67","65-69","60-69",3046
"Kauno apskr.","Kauno m.","68","65-69","60-69",3066
"Kauno apskr.","Kauno m.","69","65-69","60-69",3067
"Kauno apskr.","Kauno m.","70","70-74","70-79",3004
"Kauno apskr.","Kauno m.","71","70-74","70-79",3115
"Kauno apskr.","Kauno m.","72","70-74","70-79",2657
"Kauno apskr.","Kauno m.","73","70-74","70-79",2534
"Kauno apskr.","Kauno m.","74","70-74","70-79",2398
"Kauno apskr.","Kauno m.","75","75-79","70-79",2505
"Kauno apskr.","Kauno m.","76","75-79","70-79",2184
"Kauno apskr.","Kauno m.","77","75-79","70-79",2563
"Kauno apskr.","Kauno m.","78","75-79","70-79",2683
"Kauno apskr.","Kauno m.","79","75-79","70-79",2382
"Kauno apskr.","Kauno m.","80","80+","80+",2251
"Kauno apskr.","Kauno m.","81","80+","80+",2081
"Kauno apskr.","Kauno m.","82","80+","80+",2030
"Kauno apskr.","Kauno m.","83","80+","80+",1833
"Kauno apskr.","Kauno m.","84","80+","80+",1555
"Kauno apskr.","Kauno m.","85 ir vyresni","80+","80+",8443
"Kauno apskr.","Kauno r.","0","0-4","0-9",1021
"Kauno apskr.","Kauno r.","1","0-4","0-9",1010
"Kauno apskr.","Kauno r.","2","0-4","0-9",950
"Kauno apskr.","Kauno r.","3","0-4","0-9",853
"Kauno apskr.","Kauno r.","4","0-4","0-9",957
"Kauno apskr.","Kauno r.","5","5-9","0-9",1020
"Kauno apskr.","Kauno r.","6","5-9","0-9",963
"Kauno apskr.","Kauno r.","7","5-9","0-9",1077
"Kauno apskr.","Kauno r.","8","5-9","0-9",1040
"Kauno apskr.","Kauno r.","9","5-9","0-9",1041
"Kauno apskr.","Kauno r.","10","10-14","10-19",1183
"Kauno apskr.","Kauno r.","11","10-14","10-19",1257
"Kauno apskr.","Kauno r.","12","10-14","10-19",1147
"Kauno apskr.","Kauno r.","13","10-14","10-19",1069
"Kauno apskr.","Kauno r.","14","10-14","10-19",980
"Kauno apskr.","Kauno r.","15","15-19","10-19",983
"Kauno apskr.","Kauno r.","16","15-19","10-19",875
"Kauno apskr.","Kauno r.","17","15-19","10-19",1027
"Kauno apskr.","Kauno r.","18","15-19","10-19",1021
"Kauno apskr.","Kauno r.","19","15-19","10-19",942
"Kauno apskr.","Kauno r.","20","20-24","20-29",1008
"Kauno apskr.","Kauno r.","21","20-24","20-29",1099
"Kauno apskr.","Kauno r.","22","20-24","20-29",1084
"Kauno apskr.","Kauno r.","23","20-24","20-29",1106
"Kauno apskr.","Kauno r.","24","20-24","20-29",1240
"Kauno apskr.","Kauno r.","25","25-29","20-29",1211
"Kauno apskr.","Kauno r.","26","25-29","20-29",1277
"Kauno apskr.","Kauno r.","27","25-29","20-29",1387
"Kauno apskr.","Kauno r.","28","25-29","20-29",1540
"Kauno apskr.","Kauno r.","29","25-29","20-29",1571
"Kauno apskr.","Kauno r.","30","30-34","30-39",1620
"Kauno apskr.","Kauno r.","31","30-34","30-39",1517
"Kauno apskr.","Kauno r.","32","30-34","30-39",1494
"Kauno apskr.","Kauno r.","33","30-34","30-39",1507
"Kauno apskr.","Kauno r.","34","30-34","30-39",1581
"Kauno apskr.","Kauno r.","35","35-39","30-39",1479
"Kauno apskr.","Kauno r.","36","35-39","30-39",1456
"Kauno apskr.","Kauno r.","37","35-39","30-39",1454
"Kauno apskr.","Kauno r.","38","35-39","30-39",1327
"Kauno apskr.","Kauno r.","39","35-39","30-39",1443
"Kauno apskr.","Kauno r.","40","40-44","40-49",1430
"Kauno apskr.","Kauno r.","41","40-44","40-49",1397
"Kauno apskr.","Kauno r.","42","40-44","40-49",1364
"Kauno apskr.","Kauno r.","43","40-44","40-49",1388
"Kauno apskr.","Kauno r.","44","40-44","40-49",1370
"Kauno apskr.","Kauno r.","45","45-49","40-49",1425
"Kauno apskr.","Kauno r.","46","45-49","40-49",1370
"Kauno apskr.","Kauno r.","47","45-49","40-49",1429
"Kauno apskr.","Kauno r.","48","45-49","40-49",1394
"Kauno apskr.","Kauno r.","49","45-49","40-49",1410
"Kauno apskr.","Kauno r.","50","50-54","50-59",1393
"Kauno apskr.","Kauno r.","51","50-54","50-59",1366
"Kauno apskr.","Kauno r.","52","50-54","50-59",1399
"Kauno apskr.","Kauno r.","53","50-54","50-59",1406
"Kauno apskr.","Kauno r.","54","50-54","50-59",1299
"Kauno apskr.","Kauno r.","55","55-59","50-59",1254
"Kauno apskr.","Kauno r.","56","55-59","50-59",1320
"Kauno apskr.","Kauno r.","57","55-59","50-59",1417
"Kauno apskr.","Kauno r.","58","55-59","50-59",1413
"Kauno apskr.","Kauno r.","59","55-59","50-59",1467
"Kauno apskr.","Kauno r.","60","60-64","60-69",1380
"Kauno apskr.","Kauno r.","61","60-64","60-69",1357
"Kauno apskr.","Kauno r.","62","60-64","60-69",1401
"Kauno apskr.","Kauno r.","63","60-64","60-69",1198
"Kauno apskr.","Kauno r.","64","60-64","60-69",1007
"Kauno apskr.","Kauno r.","65","65-69","60-69",998
"Kauno apskr.","Kauno r.","66","65-69","60-69",1000
"Kauno apskr.","Kauno r.","67","65-69","60-69",879
"Kauno apskr.","Kauno r.","68","65-69","60-69",871
"Kauno apskr.","Kauno r.","69","65-69","60-69",865
"Kauno apskr.","Kauno r.","70","70-74","70-79",888
"Kauno apskr.","Kauno r.","71","70-74","70-79",806
"Kauno apskr.","Kauno r.","72","70-74","70-79",697
"Kauno apskr.","Kauno r.","73","70-74","70-79",616
"Kauno apskr.","Kauno r.","74","70-74","70-79",576
"Kauno apskr.","Kauno r.","75","75-79","70-79",652
"Kauno apskr.","Kauno r.","76","75-79","70-79",522
"Kauno apskr.","Kauno r.","77","75-79","70-79",604
"Kauno apskr.","Kauno r.","78","75-79","70-79",669
"Kauno apskr.","Kauno r.","79","75-79","70-79",582
"Kauno apskr.","Kauno r.","80","80+","80+",551
"Kauno apskr.","Kauno r.","81","80+","80+",513
"Kauno apskr.","Kauno r.","82","80+","80+",469
"Kauno apskr.","Kauno r.","83","80+","80+",399
"Kauno apskr.","Kauno r.","84","80+","80+",353
"Kauno apskr.","Kauno r.","85 ir vyresni","80+","80+",2168
"Kauno apskr.","Kėdainių r.","0","0-4","0-9",314
"Kauno apskr.","Kėdainių r.","1","0-4","0-9",364
"Kauno apskr.","Kėdainių r.","2","0-4","0-9",348
"Kauno apskr.","Kėdainių r.","3","0-4","0-9",422
"Kauno apskr.","Kėdainių r.","4","0-4","0-9",445
"Kauno apskr.","Kėdainių r.","5","5-9","0-9",462
"Kauno apskr.","Kėdainių r.","6","5-9","0-9",448
"Kauno apskr.","Kėdainių r.","7","5-9","0-9",438
"Kauno apskr.","Kėdainių r.","8","5-9","0-9",444
"Kauno apskr.","Kėdainių r.","9","5-9","0-9",456
"Kauno apskr.","Kėdainių r.","10","10-14","10-19",418
"Kauno apskr.","Kėdainių r.","11","10-14","10-19",421
"Kauno apskr.","Kėdainių r.","12","10-14","10-19",427
"Kauno apskr.","Kėdainių r.","13","10-14","10-19",441
"Kauno apskr.","Kėdainių r.","14","10-14","10-19",433
"Kauno apskr.","Kėdainių r.","15","15-19","10-19",463
"Kauno apskr.","Kėdainių r.","16","15-19","10-19",476
"Kauno apskr.","Kėdainių r.","17","15-19","10-19",447
"Kauno apskr.","Kėdainių r.","18","15-19","10-19",438
"Kauno apskr.","Kėdainių r.","19","15-19","10-19",515
"Kauno apskr.","Kėdainių r.","20","20-24","20-29",551
"Kauno apskr.","Kėdainių r.","21","20-24","20-29",528
"Kauno apskr.","Kėdainių r.","22","20-24","20-29",546
"Kauno apskr.","Kėdainių r.","23","20-24","20-29",540
"Kauno apskr.","Kėdainių r.","24","20-24","20-29",559
"Kauno apskr.","Kėdainių r.","25","25-29","20-29",549
"Kauno apskr.","Kėdainių r.","26","25-29","20-29",551
"Kauno apskr.","Kėdainių r.","27","25-29","20-29",563
"Kauno apskr.","Kėdainių r.","28","25-29","20-29",587
"Kauno apskr.","Kėdainių r.","29","25-29","20-29",432
"Kauno apskr.","Kėdainių r.","30","30-34","30-39",376
"Kauno apskr.","Kėdainių r.","31","30-34","30-39",386
"Kauno apskr.","Kėdainių r.","32","30-34","30-39",430
"Kauno apskr.","Kėdainių r.","33","30-34","30-39",461
"Kauno apskr.","Kėdainių r.","34","30-34","30-39",417
"Kauno apskr.","Kėdainių r.","35","35-39","30-39",370
"Kauno apskr.","Kėdainių r.","36","35-39","30-39",385
"Kauno apskr.","Kėdainių r.","37","35-39","30-39",361
"Kauno apskr.","Kėdainių r.","38","35-39","30-39",345
"Kauno apskr.","Kėdainių r.","39","35-39","30-39",470
"Kauno apskr.","Kėdainių r.","40","40-44","40-49",413
"Kauno apskr.","Kėdainių r.","41","40-44","40-49",449
"Kauno apskr.","Kėdainių r.","42","40-44","40-49",471
"Kauno apskr.","Kėdainių r.","43","40-44","40-49",484
"Kauno apskr.","Kėdainių r.","44","40-44","40-49",623
"Kauno apskr.","Kėdainių r.","45","45-49","40-49",566
"Kauno apskr.","Kėdainių r.","46","45-49","40-49",582
"Kauno apskr.","Kėdainių r.","47","45-49","40-49",662
"Kauno apskr.","Kėdainių r.","48","45-49","40-49",661
"Kauno apskr.","Kėdainių r.","49","45-49","40-49",758
"Kauno apskr.","Kėdainių r.","50","50-54","50-59",735
"Kauno apskr.","Kėdainių r.","51","50-54","50-59",720
"Kauno apskr.","Kėdainių r.","52","50-54","50-59",733
"Kauno apskr.","Kėdainių r.","53","50-54","50-59",712
"Kauno apskr.","Kėdainių r.","54","50-54","50-59",787
"Kauno apskr.","Kėdainių r.","55","55-59","50-59",728
"Kauno apskr.","Kėdainių r.","56","55-59","50-59",749
"Kauno apskr.","Kėdainių r.","57","55-59","50-59",681
"Kauno apskr.","Kėdainių r.","58","55-59","50-59",730
"Kauno apskr.","Kėdainių r.","59","55-59","50-59",738
"Kauno apskr.","Kėdainių r.","60","60-64","60-69",807
"Kauno apskr.","Kėdainių r.","61","60-64","60-69",771
"Kauno apskr.","Kėdainių r.","62","60-64","60-69",676
"Kauno apskr.","Kėdainių r.","63","60-64","60-69",591
"Kauno apskr.","Kėdainių r.","64","60-64","60-69",586
"Kauno apskr.","Kėdainių r.","65","65-69","60-69",617
"Kauno apskr.","Kėdainių r.","66","65-69","60-69",613
"Kauno apskr.","Kėdainių r.","67","65-69","60-69",516
"Kauno apskr.","Kėdainių r.","68","65-69","60-69",618
"Kauno apskr.","Kėdainių r.","69","65-69","60-69",509
"Kauno apskr.","Kėdainių r.","70","70-74","70-79",496
"Kauno apskr.","Kėdainių r.","71","70-74","70-79",537
"Kauno apskr.","Kėdainių r.","72","70-74","70-79",459
"Kauno apskr.","Kėdainių r.","73","70-74","70-79",411
"Kauno apskr.","Kėdainių r.","74","70-74","70-79",417
"Kauno apskr.","Kėdainių r.","75","75-79","70-79",466
"Kauno apskr.","Kėdainių r.","76","75-79","70-79",361
"Kauno apskr.","Kėdainių r.","77","75-79","70-79",416
"Kauno apskr.","Kėdainių r.","78","75-79","70-79",457
"Kauno apskr.","Kėdainių r.","79","75-79","70-79",405
"Kauno apskr.","Kėdainių r.","80","80+","80+",394
"Kauno apskr.","Kėdainių r.","81","80+","80+",387
"Kauno apskr.","Kėdainių r.","82","80+","80+",341
"Kauno apskr.","Kėdainių r.","83","80+","80+",328
"Kauno apskr.","Kėdainių r.","84","80+","80+",299
"Kauno apskr.","Kėdainių r.","85 ir vyresni","80+","80+",1263
"Kauno apskr.","Prienų r.","0","0-4","0-9",192
"Kauno apskr.","Prienų r.","1","0-4","0-9",184
"Kauno apskr.","Prienų r.","2","0-4","0-9",202
"Kauno apskr.","Prienų r.","3","0-4","0-9",225
"Kauno apskr.","Prienų r.","4","0-4","0-9",255
"Kauno apskr.","Prienų r.","5","5-9","0-9",258
"Kauno apskr.","Prienų r.","6","5-9","0-9",261
"Kauno apskr.","Prienų r.","7","5-9","0-9",246
"Kauno apskr.","Prienų r.","8","5-9","0-9",244
"Kauno apskr.","Prienų r.","9","5-9","0-9",247
"Kauno apskr.","Prienų r.","10","10-14","10-19",220
"Kauno apskr.","Prienų r.","11","10-14","10-19",224
"Kauno apskr.","Prienų r.","12","10-14","10-19",231
"Kauno apskr.","Prienų r.","13","10-14","10-19",205
"Kauno apskr.","Prienų r.","14","10-14","10-19",218
"Kauno apskr.","Prienų r.","15","15-19","10-19",248
"Kauno apskr.","Prienų r.","16","15-19","10-19",258
"Kauno apskr.","Prienų r.","17","15-19","10-19",274
"Kauno apskr.","Prienų r.","18","15-19","10-19",259
"Kauno apskr.","Prienų r.","19","15-19","10-19",268
"Kauno apskr.","Prienų r.","20","20-24","20-29",275
"Kauno apskr.","Prienų r.","21","20-24","20-29",290
"Kauno apskr.","Prienų r.","22","20-24","20-29",327
"Kauno apskr.","Prienų r.","23","20-24","20-29",324
"Kauno apskr.","Prienų r.","24","20-24","20-29",297
"Kauno apskr.","Prienų r.","25","25-29","20-29",330
"Kauno apskr.","Prienų r.","26","25-29","20-29",319
"Kauno apskr.","Prienų r.","27","25-29","20-29",360
"Kauno apskr.","Prienų r.","28","25-29","20-29",374
"Kauno apskr.","Prienų r.","29","25-29","20-29",292
"Kauno apskr.","Prienų r.","30","30-34","30-39",257
"Kauno apskr.","Prienų r.","31","30-34","30-39",269
"Kauno apskr.","Prienų r.","32","30-34","30-39",218
"Kauno apskr.","Prienų r.","33","30-34","30-39",256
"Kauno apskr.","Prienų r.","34","30-34","30-39",226
"Kauno apskr.","Prienų r.","35","35-39","30-39",194
"Kauno apskr.","Prienų r.","36","35-39","30-39",229
"Kauno apskr.","Prienų r.","37","35-39","30-39",213
"Kauno apskr.","Prienų r.","38","35-39","30-39",229
"Kauno apskr.","Prienų r.","39","35-39","30-39",238
"Kauno apskr.","Prienų r.","40","40-44","40-49",262
"Kauno apskr.","Prienų r.","41","40-44","40-49",259
"Kauno apskr.","Prienų r.","42","40-44","40-49",238
"Kauno apskr.","Prienų r.","43","40-44","40-49",282
"Kauno apskr.","Prienų r.","44","40-44","40-49",289
"Kauno apskr.","Prienų r.","45","45-49","40-49",276
"Kauno apskr.","Prienų r.","46","45-49","40-49",323
"Kauno apskr.","Prienų r.","47","45-49","40-49",350
"Kauno apskr.","Prienų r.","48","45-49","40-49",382
"Kauno apskr.","Prienų r.","49","45-49","40-49",386
"Kauno apskr.","Prienų r.","50","50-54","50-59",358
"Kauno apskr.","Prienų r.","51","50-54","50-59",372
"Kauno apskr.","Prienų r.","52","50-54","50-59",407
"Kauno apskr.","Prienų r.","53","50-54","50-59",400
"Kauno apskr.","Prienų r.","54","50-54","50-59",415
"Kauno apskr.","Prienų r.","55","55-59","50-59",441
"Kauno apskr.","Prienų r.","56","55-59","50-59",446
"Kauno apskr.","Prienų r.","57","55-59","50-59",380
"Kauno apskr.","Prienų r.","58","55-59","50-59",436
"Kauno apskr.","Prienų r.","59","55-59","50-59",454
"Kauno apskr.","Prienų r.","60","60-64","60-69",442
"Kauno apskr.","Prienų r.","61","60-64","60-69",439
"Kauno apskr.","Prienų r.","62","60-64","60-69",406
"Kauno apskr.","Prienų r.","63","60-64","60-69",429
"Kauno apskr.","Prienų r.","64","60-64","60-69",370
"Kauno apskr.","Prienų r.","65","65-69","60-69",353
"Kauno apskr.","Prienų r.","66","65-69","60-69",351
"Kauno apskr.","Prienų r.","67","65-69","60-69",302
"Kauno apskr.","Prienų r.","68","65-69","60-69",295
"Kauno apskr.","Prienų r.","69","65-69","60-69",291
"Kauno apskr.","Prienų r.","70","70-74","70-79",270
"Kauno apskr.","Prienų r.","71","70-74","70-79",269
"Kauno apskr.","Prienų r.","72","70-74","70-79",259
"Kauno apskr.","Prienų r.","73","70-74","70-79",233
"Kauno apskr.","Prienų r.","74","70-74","70-79",187
"Kauno apskr.","Prienų r.","75","75-79","70-79",256
"Kauno apskr.","Prienų r.","76","75-79","70-79",189
"Kauno apskr.","Prienų r.","77","75-79","70-79",249
"Kauno apskr.","Prienų r.","78","75-79","70-79",234
"Kauno apskr.","Prienų r.","79","75-79","70-79",248
"Kauno apskr.","Prienų r.","80","80+","80+",221
"Kauno apskr.","Prienų r.","81","80+","80+",196
"Kauno apskr.","Prienų r.","82","80+","80+",224
"Kauno apskr.","Prienų r.","83","80+","80+",214
"Kauno apskr.","Prienų r.","84","80+","80+",189
"Kauno apskr.","Prienų r.","85 ir vyresni","80+","80+",958
"Kauno apskr.","Raseinių r.","0","0-4","0-9",238
"Kauno apskr.","Raseinių r.","1","0-4","0-9",241
"Kauno apskr.","Raseinių r.","2","0-4","0-9",257
"Kauno apskr.","Raseinių r.","3","0-4","0-9",271
"Kauno apskr.","Raseinių r.","4","0-4","0-9",257
"Kauno apskr.","Raseinių r.","5","5-9","0-9",306
"Kauno apskr.","Raseinių r.","6","5-9","0-9",324
"Kauno apskr.","Raseinių r.","7","5-9","0-9",300
"Kauno apskr.","Raseinių r.","8","5-9","0-9",298
"Kauno apskr.","Raseinių r.","9","5-9","0-9",293
"Kauno apskr.","Raseinių r.","10","10-14","10-19",249
"Kauno apskr.","Raseinių r.","11","10-14","10-19",264
"Kauno apskr.","Raseinių r.","12","10-14","10-19",279
"Kauno apskr.","Raseinių r.","13","10-14","10-19",279
"Kauno apskr.","Raseinių r.","14","10-14","10-19",270
"Kauno apskr.","Raseinių r.","15","15-19","10-19",300
"Kauno apskr.","Raseinių r.","16","15-19","10-19",326
"Kauno apskr.","Raseinių r.","17","15-19","10-19",334
"Kauno apskr.","Raseinių r.","18","15-19","10-19",329
"Kauno apskr.","Raseinių r.","19","15-19","10-19",379
"Kauno apskr.","Raseinių r.","20","20-24","20-29",383
"Kauno apskr.","Raseinių r.","21","20-24","20-29",414
"Kauno apskr.","Raseinių r.","22","20-24","20-29",392
"Kauno apskr.","Raseinių r.","23","20-24","20-29",406
"Kauno apskr.","Raseinių r.","24","20-24","20-29",396
"Kauno apskr.","Raseinių r.","25","25-29","20-29",402
"Kauno apskr.","Raseinių r.","26","25-29","20-29",407
"Kauno apskr.","Raseinių r.","27","25-29","20-29",382
"Kauno apskr.","Raseinių r.","28","25-29","20-29",428
"Kauno apskr.","Raseinių r.","29","25-29","20-29",339
"Kauno apskr.","Raseinių r.","30","30-34","30-39",265
"Kauno apskr.","Raseinių r.","31","30-34","30-39",237
"Kauno apskr.","Raseinių r.","32","30-34","30-39",287
"Kauno apskr.","Raseinių r.","33","30-34","30-39",299
"Kauno apskr.","Raseinių r.","34","30-34","30-39",232
"Kauno apskr.","Raseinių r.","35","35-39","30-39",264
"Kauno apskr.","Raseinių r.","36","35-39","30-39",222
"Kauno apskr.","Raseinių r.","37","35-39","30-39",249
"Kauno apskr.","Raseinių r.","38","35-39","30-39",273
"Kauno apskr.","Raseinių r.","39","35-39","30-39",248
"Kauno apskr.","Raseinių r.","40","40-44","40-49",251
"Kauno apskr.","Raseinių r.","41","40-44","40-49",283
"Kauno apskr.","Raseinių r.","42","40-44","40-49",311
"Kauno apskr.","Raseinių r.","43","40-44","40-49",363
"Kauno apskr.","Raseinių r.","44","40-44","40-49",352
"Kauno apskr.","Raseinių r.","45","45-49","40-49",366
"Kauno apskr.","Raseinių r.","46","45-49","40-49",428
"Kauno apskr.","Raseinių r.","47","45-49","40-49",408
"Kauno apskr.","Raseinių r.","48","45-49","40-49",468
"Kauno apskr.","Raseinių r.","49","45-49","40-49",508
"Kauno apskr.","Raseinių r.","50","50-54","50-59",488
"Kauno apskr.","Raseinių r.","51","50-54","50-59",471
"Kauno apskr.","Raseinių r.","52","50-54","50-59",499
"Kauno apskr.","Raseinių r.","53","50-54","50-59",533
"Kauno apskr.","Raseinių r.","54","50-54","50-59",479
