"administrative_level_2","administrative_level_3","age","age5","age10","population"
"Alytaus apskr.","Druskininkų","74","70-74","70-79",169
"Alytaus apskr.","Druskininkų","75","75-79","70-79",203
"Alytaus apskr.","Druskininkų","76","75-79","70-79",190
"Alytaus apskr.","Druskininkų","77","75-79","70-79",182
"Alytaus apskr.","Druskininkų","78","75-79","70-79",208
"Alytaus apskr.","Druskininkų","79","75-79","70-79",166
"Alytaus apskr.","Druskininkų","80","80+","80+",165
"Alytaus apskr.","Druskininkų","81","80+","80+",168
"Alytaus apskr.","Druskininkų","82","80+","80+",151
"Alytaus apskr.","Druskininkų","83","80+","80+",142
"Alytaus apskr.","Druskininkų","84","80+","80+",141
"Alytaus apskr.","Druskininkų","85 ir vyresni","80+","80+",658
"Alytaus apskr.","Lazdijų r.","0","0-4","0-9",125
"Alytaus apskr.","Lazdijų r.","1","0-4","0-9",135
"Alytaus apskr.","Lazdijų r.","2","0-4","0-9",132
"Alytaus apskr.","Lazdijų r.","3","0-4","0-9",149
"Alytaus apskr.","Lazdijų r.","4","0-4","0-9",142
"Alytaus apskr.","Lazdijų r.","5","5-9","0-9",162
"Alytaus apskr.","Lazdijų r.","6","5-9","0-9",152
"Alytaus apskr.","Lazdijų r.","7","5-9","0-9",174
"Alytaus apskr.","Lazdijų r.","8","5-9","0-9",191
"Alytaus apskr.","Lazdijų r.","9","5-9","0-9",172
"Alytaus apskr.","Lazdijų r.","10","10-14","10-19",107
"Alytaus apskr.","Lazdijų r.","11","10-14","10-19",157
"Alytaus apskr.","Lazdijų r.","12","10-14","10-19",129
"Alytaus apskr.","Lazdijų r.","13","10-14","10-19",141
"Alytaus apskr.","Lazdijų r.","14","10-14","10-19",150
"Alytaus apskr.","Lazdijų r.","15","15-19","10-19",185
"Alytaus apskr.","Lazdijų r.","16","15-19","10-19",152
"Alytaus apskr.","Lazdijų r.","17","15-19","10-19",177
"Alytaus apskr.","Lazdijų r.","18","15-19","10-19",167
"Alytaus apskr.","Lazdijų r.","19","15-19","10-19",183
"Alytaus apskr.","Lazdijų r.","20","20-24","20-29",237
"Alytaus apskr.","Lazdijų r.","21","20-24","20-29",205
"Alytaus apskr.","Lazdijų r.","22","20-24","20-29",258
"Alytaus apskr.","Lazdijų r.","23","20-24","20-29",218
"Alytaus apskr.","Lazdijų r.","24","20-24","20-29",241
"Alytaus apskr.","Lazdijų r.","25","25-29","20-29",222
"Alytaus apskr.","Lazdijų r.","26","25-29","20-29",251
"Alytaus apskr.","Lazdijų r.","27","25-29","20-29",226
"Alytaus apskr.","Lazdijų r.","28","25-29","20-29",264
"Alytaus apskr.","Lazdijų r.","29","25-29","20-29",198
"Alytaus apskr.","Lazdijų r.","30","30-34","30-39",183
"Alytaus apskr.","Lazdijų r.","31","30-34","30-39",173
"Alytaus apskr.","Lazdijų r.","32","30-34","30-39",177
"Alytaus apskr.","Lazdijų r.","33","30-34","30-39",137
"Alytaus apskr.","Lazdijų r.","34","30-34","30-39",163
"Alytaus apskr.","Lazdijų r.","35","35-39","30-39",120
"Alytaus apskr.","Lazdijų r.","36","35-39","30-39",81
"Alytaus apskr.","Lazdijų r.","37","35-39","30-39",121
"Alytaus apskr.","Lazdijų r.","38","35-39","30-39",123
"Alytaus apskr.","Lazdijų r.","39","35-39","30-39",135
"Alytaus apskr.","Lazdijų r.","40","40-44","40-49",150
"Alytaus apskr.","Lazdijų r.","41","40-44","40-49",147
"Alytaus apskr.","Lazdijų r.","42","40-44","40-49",147
"Alytaus apskr.","Lazdijų r.","43","40-44","40-49",192
"Alytaus apskr.","Lazdijų r.","44","40-44","40-49",182
"Alytaus apskr.","Lazdijų r.","45","45-49","40-49",196
"Alytaus apskr.","Lazdijų r.","46","45-49","40-49",249
"Alytaus apskr.","Lazdijų r.","47","45-49","40-49",226
"Alytaus apskr.","Lazdijų r.","48","45-49","40-49",270
"Alytaus apskr.","Lazdijų r.","49","45-49","40-49",270
"Alytaus apskr.","Lazdijų r.","50","50-54","50-59",249
"Alytaus apskr.","Lazdijų r.","51","50-54","50-59",296
"Alytaus apskr.","Lazdijų r.","52","50-54","50-59",330
"Alytaus apskr.","Lazdijų r.","53","50-54","50-59",344
"Alytaus apskr.","Lazdijų r.","54","50-54","50-59",325
"Alytaus apskr.","Lazdijų r.","55","55-59","50-59",286
"Alytaus apskr.","Lazdijų r.","56","55-59","50-59",323
"Alytaus apskr.","Lazdijų r.","57","55-59","50-59",306
"Alytaus apskr.","Lazdijų r.","58","55-59","50-59",349
"Alytaus apskr.","Lazdijų r.","59","55-59","50-59",330
"Alytaus apskr.","Lazdijų r.","60","60-64","60-69",310
"Alytaus apskr.","Lazdijų r.","61","60-64","60-69",323
"Alytaus apskr.","Lazdijų r.","62","60-64","60-69",267
"Alytaus apskr.","Lazdijų r.","63","60-64","60-69",287
"Alytaus apskr.","Lazdijų r.","64","60-64","60-69",245
"Alytaus apskr.","Lazdijų r.","65","65-69","60-69",232
"Alytaus apskr.","Lazdijų r.","66","65-69","60-69",227
"Alytaus apskr.","Lazdijų r.","67","65-69","60-69",201
"Alytaus apskr.","Lazdijų r.","68","65-69","60-69",219
"Alytaus apskr.","Lazdijų r.","69","65-69","60-69",195
"Alytaus apskr.","Lazdijų r.","70","70-74","70-79",203
"Alytaus apskr.","Lazdijų r.","71","70-74","70-79",191
"Alytaus apskr.","Lazdijų r.","72","70-74","70-79",186
"Alytaus apskr.","Lazdijų r.","73","70-74","70-79",151
"Alytaus apskr.","Lazdijų r.","74","70-74","70-79",160
"Alytaus apskr.","Lazdijų r.","75","75-79","70-79",159
"Alytaus apskr.","Lazdijų r.","76","75-79","70-79",146
"Alytaus apskr.","Lazdijų r.","77","75-79","70-79",198
"Alytaus apskr.","Lazdijų r.","78","75-79","70-79",170
"Alytaus apskr.","Lazdijų r.","79","75-79","70-79",169
"Alytaus apskr.","Lazdijų r.","80","80+","80+",192
"Alytaus apskr.","Lazdijų r.","81","80+","80+",156
"Alytaus apskr.","Lazdijų r.","82","80+","80+",159
"Alytaus apskr.","Lazdijų r.","83","80+","80+",162
"Alytaus apskr.","Lazdijų r.","84","80+","80+",139
"Alytaus apskr.","Lazdijų r.","85 ir vyresni","80+","80+",810
"Alytaus apskr.","Varėnos r.","0","0-4","0-9",144
"Alytaus apskr.","Varėnos r.","1","0-4","0-9",157
"Alytaus apskr.","Varėnos r.","2","0-4","0-9",152
"Alytaus apskr.","Varėnos r.","3","0-4","0-9",178
"Alytaus apskr.","Varėnos r.","4","0-4","0-9",179
"Alytaus apskr.","Varėnos r.","5","5-9","0-9",197
"Alytaus apskr.","Varėnos r.","6","5-9","0-9",177
"Alytaus apskr.","Varėnos r.","7","5-9","0-9",188
"Alytaus apskr.","Varėnos r.","8","5-9","0-9",196
"Alytaus apskr.","Varėnos r.","9","5-9","0-9",181
"Alytaus apskr.","Varėnos r.","10","10-14","10-19",157
"Alytaus apskr.","Varėnos r.","11","10-14","10-19",161
"Alytaus apskr.","Varėnos r.","12","10-14","10-19",156
"Alytaus apskr.","Varėnos r.","13","10-14","10-19",143
"Alytaus apskr.","Varėnos r.","14","10-14","10-19",162
"Alytaus apskr.","Varėnos r.","15","15-19","10-19",169
"Alytaus apskr.","Varėnos r.","16","15-19","10-19",183
"Alytaus apskr.","Varėnos r.","17","15-19","10-19",197
"Alytaus apskr.","Varėnos r.","18","15-19","10-19",209
"Alytaus apskr.","Varėnos r.","19","15-19","10-19",222
"Alytaus apskr.","Varėnos r.","20","20-24","20-29",246
"Alytaus apskr.","Varėnos r.","21","20-24","20-29",222
"Alytaus apskr.","Varėnos r.","22","20-24","20-29",269
"Alytaus apskr.","Varėnos r.","23","20-24","20-29",249
"Alytaus apskr.","Varėnos r.","24","20-24","20-29",257
"Alytaus apskr.","Varėnos r.","25","25-29","20-29",249
"Alytaus apskr.","Varėnos r.","26","25-29","20-29",254
"Alytaus apskr.","Varėnos r.","27","25-29","20-29",279
"Alytaus apskr.","Varėnos r.","28","25-29","20-29",307
"Alytaus apskr.","Varėnos r.","29","25-29","20-29",225
"Alytaus apskr.","Varėnos r.","30","30-34","30-39",198
"Alytaus apskr.","Varėnos r.","31","30-34","30-39",163
"Alytaus apskr.","Varėnos r.","32","30-34","30-39",156
"Alytaus apskr.","Varėnos r.","33","30-34","30-39",172
"Alytaus apskr.","Varėnos r.","34","30-34","30-39",157
"Alytaus apskr.","Varėnos r.","35","35-39","30-39",150
"Alytaus apskr.","Varėnos r.","36","35-39","30-39",130
"Alytaus apskr.","Varėnos r.","37","35-39","30-39",128
"Alytaus apskr.","Varėnos r.","38","35-39","30-39",135
"Alytaus apskr.","Varėnos r.","39","35-39","30-39",160
"Alytaus apskr.","Varėnos r.","40","40-44","40-49",166
"Alytaus apskr.","Varėnos r.","41","40-44","40-49",182
"Alytaus apskr.","Varėnos r.","42","40-44","40-49",185
"Alytaus apskr.","Varėnos r.","43","40-44","40-49",192
"Alytaus apskr.","Varėnos r.","44","40-44","40-49",249
"Alytaus apskr.","Varėnos r.","45","45-49","40-49",244
"Alytaus apskr.","Varėnos r.","46","45-49","40-49",234
"Alytaus apskr.","Varėnos r.","47","45-49","40-49",250
"Alytaus apskr.","Varėnos r.","48","45-49","40-49",312
"Alytaus apskr.","Varėnos r.","49","45-49","40-49",304
"Alytaus apskr.","Varėnos r.","50","50-54","50-59",306
"Alytaus apskr.","Varėnos r.","51","50-54","50-59",365
"Alytaus apskr.","Varėnos r.","52","50-54","50-59",345
"Alytaus apskr.","Varėnos r.","53","50-54","50-59",361
"Alytaus apskr.","Varėnos r.","54","50-54","50-59",338
"Alytaus apskr.","Varėnos r.","55","55-59","50-59",326
"Alytaus apskr.","Varėnos r.","56","55-59","50-59",350
"Alytaus apskr.","Varėnos r.","57","55-59","50-59",355
"Alytaus apskr.","Varėnos r.","58","55-59","50-59",425
"Alytaus apskr.","Varėnos r.","59","55-59","50-59",385
"Alytaus apskr.","Varėnos r.","60","60-64","60-69",419
"Alytaus apskr.","Varėnos r.","61","60-64","60-69",407
"Alytaus apskr.","Varėnos r.","62","60-64","60-69",351
"Alytaus apskr.","Varėnos r.","63","60-64","60-69",363
"Alytaus apskr.","Varėnos r.","64","60-64","60-69",313
"Alytaus apskr.","Varėnos r.","65","65-69","60-69",281
"Alytaus apskr.","Varėnos r.","66","65-69","60-69",256
"Alytaus apskr.","Varėnos r.","67","65-69","60-69",240
"Alytaus apskr.","Varėnos r.","68","65-69","60-69",251
"Alytaus apskr.","Varėnos r.","69","65-69","60-69",263
"Alytaus apskr.","Varėnos r.","70","70-74","70-79",225
"Alytaus apskr.","Varėnos r.","71","70-74","70-79",246
"Alytaus apskr.","Varėnos r.","72","70-74","70-79",211
"Alytaus apskr.","Varėnos r.","73","70-74","70-79",209
"Alytaus apskr.","Varėnos r.","74","70-74","70-79",198
"Alytaus apskr.","Varėnos r.","75","75-79","70-79",216
"Alytaus apskr.","Varėnos r.","76","75-79","70-79",176
"Alytaus apskr.","Varėnos r.","77","75-79","70-79",219
"Alytaus apskr.","Varėnos r.","78","75-79","70-79",228
"Alytaus apskr.","Varėnos r.","79","75-79","70-79",205
"Alytaus apskr.","Varėnos r.","80","80+","80+",188
"Alytaus apskr.","Varėnos r.","81","80+","80+",211
"Alytaus apskr.","Varėnos r.","82","80+","80+",198
"Alytaus apskr.","Varėnos r.","83","80+","80+",158
"Alytaus apskr.","Varėnos r.","84","80+","80+",179
"Alytaus apskr.","Varėnos r.","85 ir vyresni","80+","80+",821
"Kauno apskr.","Birštono","0","0-4","0-9",38
"Kauno apskr.","Birštono","1","0-4","0-9",36
"Kauno apskr.","Birštono","2","0-4","0-9",25
"Kauno apskr.","Birštono","3","0-4","0-9",30
"Kauno apskr.","Birštono","4","0-4","0-9",46
"Kauno apskr.","Birštono","5","5-9","0-9",35
"Kauno apskr.","Birštono","6","5-9","0-9",43
"Kauno apskr.","Birštono","7","5-9","0-9",38
"Kauno apskr.","Birštono","8","5-9","0-9",48
"Kauno apskr.","Birštono","9","5-9","0-9",37
"Kauno apskr.","Birštono","10","10-14","10-19",42
"Kauno apskr.","Birštono","11","10-14","10-19",41
"Kauno apskr.","Birštono","12","10-14","10-19",25
"Kauno apskr.","Birštono","13","10-14","10-19",26
"Kauno apskr.","Birštono","14","10-14","10-19",31
"Kauno apskr.","Birštono","15","15-19","10-19",26
"Kauno apskr.","Birštono","16","15-19","10-19",35
"Kauno apskr.","Birštono","17","15-19","10-19",40
"Kauno apskr.","Birštono","18","15-19","10-19",34
"Kauno apskr.","Birštono","19","15-19","10-19",36
"Kauno apskr.","Birštono","20","20-24","20-29",35
"Kauno apskr.","Birštono","21","20-24","20-29",36
"Kauno apskr.","Birštono","22","20-24","20-29",27
"Kauno apskr.","Birštono","23","20-24","20-29",26
"Kauno apskr.","Birštono","24","20-24","20-29",35
"Kauno apskr.","Birštono","25","25-29","20-29",53
"Kauno apskr.","Birštono","26","25-29","20-29",56
"Kauno apskr.","Birštono","27","25-29","20-29",64
"Kauno apskr.","Birštono","28","25-29","20-29",68
"Kauno apskr.","Birštono","29","25-29","20-29",47
"Kauno apskr.","Birštono","30","30-34","30-39",42
"Kauno apskr.","Birštono","31","30-34","30-39",49
"Kauno apskr.","Birštono","32","30-34","30-39",57
"Kauno apskr.","Birštono","33","30-34","30-39",37
"Kauno apskr.","Birštono","34","30-34","30-39",56
"Kauno apskr.","Birštono","35","35-39","30-39",35
"Kauno apskr.","Birštono","36","35-39","30-39",31
"Kauno apskr.","Birštono","37","35-39","30-39",31
"Kauno apskr.","Birštono","38","35-39","30-39",21
"Kauno apskr.","Birštono","39","35-39","30-39",29
"Kauno apskr.","Birštono","40","40-44","40-49",31
"Kauno apskr.","Birštono","41","40-44","40-49",52
"Kauno apskr.","Birštono","42","40-44","40-49",26
"Kauno apskr.","Birštono","43","40-44","40-49",36
"Kauno apskr.","Birštono","44","40-44","40-49",27
"Kauno apskr.","Birštono","45","45-49","40-49",44
"Kauno apskr.","Birštono","46","45-49","40-49",43
"Kauno apskr.","Birštono","47","45-49","40-49",45
"Kauno apskr.","Birštono","48","45-49","40-49",67
"Kauno apskr.","Birštono","49","45-49","40-49",62
"Kauno apskr.","Birštono","50","50-54","50-59",54
"Kauno apskr.","Birštono","51","50-54","50-59",59
"Kauno apskr.","Birštono","52","50-54","50-59",60
"Kauno apskr.","Birštono","53","50-54","50-59",56
"Kauno apskr.","Birštono","54","50-54","50-59",63
"Kauno apskr.","Birštono","55","55-59","50-59",77
"Kauno apskr.","Birštono","56","55-59","50-59",72
"Kauno apskr.","Birštono","57","55-59","50-59",54
"Kauno apskr.","Birštono","58","55-59","50-59",68
"Kauno apskr.","Birštono","59","55-59","50-59",88
"Kauno apskr.","Birštono","60","60-64","60-69",89
"Kauno apskr.","Birštono","61","60-64","60-69",87
"Kauno apskr.","Birštono","62","60-64","60-69",72
"Kauno apskr.","Birštono","63","60-64","60-69",92
"Kauno apskr.","Birštono","64","60-64","60-69",73
"Kauno apskr.","Birštono","65","65-69","60-69",70
"Kauno apskr.","Birštono","66","65-69","60-69",55
"Kauno apskr.","Birštono","67","65-69","60-69",57
"Kauno apskr.","Birštono","68","65-69","60-69",46
"Kauno apskr.","Birštono","69","65-69","60-69",45
"Kauno apskr.","Birštono","70","70-74","70-79",51
"Kauno apskr.","Birštono","71","70-74","70-79",44
"Kauno apskr.","Birštono","72","70-74","70-79",49
"Kauno apskr.","Birštono","73","70-74","70-79",39
"Kauno apskr.","Birštono","74","70-74","70-79",33
"Kauno apskr.","Birštono","75","75-79","70-79",35
"Kauno apskr.","Birštono","76","75-79","70-79",27
"Kauno apskr.","Birštono","77","75-79","70-79",28
"Kauno apskr.","Birštono","78","75-79","70-79",35
"Kauno apskr.","Birštono","79","75-79","70-79",42
"Kauno apskr.","Birštono","80","80+","80+",46
"Kauno apskr.","Birštono","81","80+","80+",30
"Kauno apskr.","Birštono","82","80+","80+",37
"Kauno apskr.","Birštono","83","80+","80+",28
"Kauno apskr.","Birštono","84","80+","80+",27
"Kauno apskr.","Birštono","85 ir vyresni","80+","80+",169
"Kauno apskr.","Jonavos r.","0","0-4","0-9",347
"Kauno apskr.","Jonavos r.","1","0-4","0-9",399
"Kauno apskr.","Jonavos r.","2","0-4","0-9",384
"Kauno apskr.","Jonavos r.","3","0-4","0-9",389
"Kauno apskr.","Jonavos r.","4","0-4","0-9",447
"Kauno apskr.","Jonavos r.","5","5-9","0-9",466
"Kauno apskr.","Jonavos r.","6","5-9","0-9",426
"Kauno apskr.","Jonavos r.","7","5-9","0-9",411
"Kauno apskr.","Jonavos r.","8","5-9","0-9",435
"Kauno apskr.","Jonavos r.","9","5-9","0-9",408
"Kauno apskr.","Jonavos r.","10","10-14","10-19",399
"Kauno apskr.","Jonavos r.","11","10-14","10-19",418
"Kauno apskr.","Jonavos r.","12","10-14","10-19",434
"Kauno apskr.","Jonavos r.","13","10-14","10-19",406
"Kauno apskr.","Jonavos r.","14","10-14","10-19",399
"Kauno apskr.","Jonavos r.","15","15-19","10-19",459
"Kauno apskr.","Jonavos r.","16","15-19","10-19",410
"Kauno apskr.","Jonavos r.","17","15-19","10-19",451
"Kauno apskr.","Jonavos r.","18","15-19","10-19",461
"Kauno apskr.","Jonavos r.","19","15-19","10-19",478
"Kauno apskr.","Jonavos r.","20","20-24","20-29",502
"Kauno apskr.","Jonavos r.","21","20-24","20-29",516
"Kauno apskr.","Jonavos r.","22","20-24","20-29",483
"Kauno apskr.","Jonavos r.","23","20-24","20-29",578
"Kauno apskr.","Jonavos r.","24","20-24","20-29",579
"Kauno apskr.","Jonavos r.","25","25-29","20-29",490
"Kauno apskr.","Jonavos r.","26","25-29","20-29",483
"Kauno apskr.","Jonavos r.","27","25-29","20-29",545
"Kauno apskr.","Jonavos r.","28","25-29","20-29",571
"Kauno apskr.","Jonavos r.","29","25-29","20-29",483
"Kauno apskr.","Jonavos r.","30","30-34","30-39",460
"Kauno apskr.","Jonavos r.","31","30-34","30-39",399
"Kauno apskr.","Jonavos r.","32","30-34","30-39",421
"Kauno apskr.","Jonavos r.","33","30-34","30-39",379
"Kauno apskr.","Jonavos r.","34","30-34","30-39",464
"Kauno apskr.","Jonavos r.","35","35-39","30-39",444
"Kauno apskr.","Jonavos r.","36","35-39","30-39",401
"Kauno apskr.","Jonavos r.","37","35-39","30-39",402
"Kauno apskr.","Jonavos r.","38","35-39","30-39",404
"Kauno apskr.","Jonavos r.","39","35-39","30-39",386
"Kauno apskr.","Jonavos r.","40","40-44","40-49",431
"Kauno apskr.","Jonavos r.","41","40-44","40-49",474
"Kauno apskr.","Jonavos r.","42","40-44","40-49",485
"Kauno apskr.","Jonavos r.","43","40-44","40-49",504
"Kauno apskr.","Jonavos r.","44","40-44","40-49",501
"Kauno apskr.","Jonavos r.","45","45-49","40-49",533
"Kauno apskr.","Jonavos r.","46","45-49","40-49",576
"Kauno apskr.","Jonavos r.","47","45-49","40-49",572
"Kauno apskr.","Jonavos r.","48","45-49","40-49",638
"Kauno apskr.","Jonavos r.","49","45-49","40-49",604
"Kauno apskr.","Jonavos r.","50","50-54","50-59",688
"Kauno apskr.","Jonavos r.","51","50-54","50-59",591
"Kauno apskr.","Jonavos r.","52","50-54","50-59",601
"Kauno apskr.","Jonavos r.","53","50-54","50-59",573
"Kauno apskr.","Jonavos r.","54","50-54","50-59",610
"Kauno apskr.","Jonavos r.","55","55-59","50-59",615
"Kauno apskr.","Jonavos r.","56","55-59","50-59",617
"Kauno apskr.","Jonavos r.","57","55-59","50-59",596
"Kauno apskr.","Jonavos r.","58","55-59","50-59",615
"Kauno apskr.","Jonavos r.","59","55-59","50-59",658
"Kauno apskr.","Jonavos r.","60","60-64","60-69",660
"Kauno apskr.","Jonavos r.","61","60-64","60-69",666
"Kauno apskr.","Jonavos r.","62","60-64","60-69",578
"Kauno apskr.","Jonavos r.","63","60-64","60-69",590
"Kauno apskr.","Jonavos r.","64","60-64","60-69",519
"Kauno apskr.","Jonavos r.","65","65-69","60-69",528
"Kauno apskr.","Jonavos r.","66","65-69","60-69",534
"Kauno apskr.","Jonavos r.","67","65-69","60-69",462
"Kauno apskr.","Jonavos r.","68","65-69","60-69",488
"Kauno apskr.","Jonavos r.","69","65-69","60-69",520
"Kauno apskr.","Jonavos r.","70","70-74","70-79",481
"Kauno apskr.","Jonavos r.","71","70-74","70-79",496
"Kauno apskr.","Jonavos r.","72","70-74","70-79",430
"Kauno apskr.","Jonavos r.","73","70-74","70-79",374
"Kauno apskr.","Jonavos r.","74","70-74","70-79",335
"Kauno apskr.","Jonavos r.","75","75-79","70-79",361
"Kauno apskr.","Jonavos r.","76","75-79","70-79",293
"Kauno apskr.","Jonavos r.","77","75-79","70-79",311
"Kauno apskr.","Jonavos r.","78","75-79","70-79",305
"Kauno apskr.","Jonavos r.","79","75-79","70-79",328
"Kauno apskr.","Jonavos r.","80","80+","80+",294
"Kauno apskr.","Jonavos r.","81","80+","80+",265
"Kauno apskr.","Jonavos r.","82","80+","80+",255
"Kauno apskr.","Jonavos r.","83","80+","80+",212
"Kauno apskr.","Jonavos r.","84","80+","80+",205
"Kauno apskr.","Jonavos r.","85 ir vyresni","80+","80+",961
"Kauno apskr.","Kaišiadorių r.","0","0-4","0-9",185
"Kauno apskr.","Kaišiadorių r.","1","0-4","0-9",235
"Kauno apskr.","Kaišiadorių r.","2","0-4","0-9",234
"Kauno apskr.","Kaišiadorių r.","3","0-4","0-9",255
"Kauno apskr.","Kaišiadorių r.","4","0-4","0-9",271
"Kauno apskr.","Kaišiadorių r.","5","5-9","0-9",250
"Kauno apskr.","Kaišiadorių r.","6","5-9","0-9",255
"Kauno apskr.","Kaišiadorių r.","7","5-9","0-9",274
"Kauno apskr.","Kaišiadorių r.","8","5-9","0-9",258
"Kauno apskr.","Kaišiadorių r.","9","5-9","0-9",263
"Kauno apskr.","Kaišiadorių r.","10","10-14","10-19",269
"Kauno apskr.","Kaišiadorių r.","11","10-14","10-19",277
"Kauno apskr.","Kaišiadorių r.","12","10-14","10-19",256
"Kauno apskr.","Kaišiadorių r.","13","10-14","10-19",292
"Kauno apskr.","Kaišiadorių r.","14","10-14","10-19",245
"Kauno apskr.","Kaišiadorių r.","15","15-19","10-19",314
"Kauno apskr.","Kaišiadorių r.","16","15-19","10-19",259
"Kauno apskr.","Kaišiadorių r.","17","15-19","10-19",269
"Kauno apskr.","Kaišiadorių r.","18","15-19","10-19",265
"Kauno apskr.","Kaišiadorių r.","19","15-19","10-19",287
"Kauno apskr.","Kaišiadorių r.","20","20-24","20-29",332
"Kauno apskr.","Kaišiadorių r.","21","20-24","20-29",338
"Kauno apskr.","Kaišiadorių r.","22","20-24","20-29",355
"Kauno apskr.","Kaišiadorių r.","23","20-24","20-29",401
"Kauno apskr.","Kaišiadorių r.","24","20-24","20-29",330
"Kauno apskr.","Kaišiadorių r.","25","25-29","20-29",385
"Kauno apskr.","Kaišiadorių r.","26","25-29","20-29",304
"Kauno apskr.","Kaišiadorių r.","27","25-29","20-29",355
"Kauno apskr.","Kaišiadorių r.","28","25-29","20-29",439
"Kauno apskr.","Kaišiadorių r.","29","25-29","20-29",380
"Kauno apskr.","Kaišiadorių r.","30","30-34","30-39",430
"Kauno apskr.","Kaišiadorių r.","31","30-34","30-39",440
"Kauno apskr.","Kaišiadorių r.","32","30-34","30-39",430
"Kauno apskr.","Kaišiadorių r.","33","30-34","30-39",453
"Kauno apskr.","Kaišiadorių r.","34","30-34","30-39",453
"Kauno apskr.","Kaišiadorių r.","35","35-39","30-39",358
"Kauno apskr.","Kaišiadorių r.","36","35-39","30-39",344
"Kauno apskr.","Kaišiadorių r.","37","35-39","30-39",361
"Kauno apskr.","Kaišiadorių r.","38","35-39","30-39",304
"Kauno apskr.","Kaišiadorių r.","39","35-39","30-39",335
"Kauno apskr.","Kaišiadorių r.","40","40-44","40-49",352
"Kauno apskr.","Kaišiadorių r.","41","40-44","40-49",332
"Kauno apskr.","Kaišiadorių r.","42","40-44","40-49",382
"Kauno apskr.","Kaišiadorių r.","43","40-44","40-49",376
"Kauno apskr.","Kaišiadorių r.","44","40-44","40-49",396
"Kauno apskr.","Kaišiadorių r.","45","45-49","40-49",421
"Kauno apskr.","Kaišiadorių r.","46","45-49","40-49",407
"Kauno apskr.","Kaišiadorių r.","47","45-49","40-49",368
"Kauno apskr.","Kaišiadorių r.","48","45-49","40-49",440
"Kauno apskr.","Kaišiadorių r.","49","45-49","40-49",464
"Kauno apskr.","Kaišiadorių r.","50","50-54","50-59",454
"Kauno apskr.","Kaišiadorių r.","51","50-54","50-59",444
"Kauno apskr.","Kaišiadorių r.","52","50-54","50-59",464
"Kauno apskr.","Kaišiadorių r.","53","50-54","50-59",466
"Kauno apskr.","Kaišiadorių r.","54","50-54","50-59",472
"Kauno apskr.","Kaišiadorių r.","55","55-59","50-59",433
"Kauno apskr.","Kaišiadorių r.","56","55-59","50-59",431
"Kauno apskr.","Kaišiadorių r.","57","55-59","50-59",455
"Kauno apskr.","Kaišiadorių r.","58","55-59","50-59",456
"Kauno apskr.","Kaišiadorių r.","59","55-59","50-59",487
"Kauno apskr.","Kaišiadorių r.","60","60-64","60-69",444
"Kauno apskr.","Kaišiadorių r.","61","60-64","60-69",460
"Kauno apskr.","Kaišiadorių r.","62","60-64","60-69",432
"Kauno apskr.","Kaišiadorių r.","63","60-64","60-69",419
"Kauno apskr.","Kaišiadorių r.","64","60-64","60-69",370
"Kauno apskr.","Kaišiadorių r.","65","65-69","60-69",388
"Kauno apskr.","Kaišiadorių r.","66","65-69","60-69",323
"Kauno apskr.","Kaišiadorių r.","67","65-69","60-69",320
"Kauno apskr.","Kaišiadorių r.","68","65-69","60-69",301
"Kauno apskr.","Kaišiadorių r.","69","65-69","60-69",310
"Kauno apskr.","Kaišiadorių r.","70","70-74","70-79",314
"Kauno apskr.","Kaišiadorių r.","71","70-74","70-79",334
"Kauno apskr.","Kaišiadorių r.","72","70-74","70-79",282
"Kauno apskr.","Kaišiadorių r.","73","70-74","70-79",235
"Kauno apskr.","Kaišiadorių r.","74","70-74","70-79",236
"Kauno apskr.","Kaišiadorių r.","75","75-79","70-79",260
"Kauno apskr.","Kaišiadorių r.","76","75-79","70-79",178
"Kauno apskr.","Kaišiadorių r.","77","75-79","70-79",221
"Kauno apskr.","Kaišiadorių r.","78","75-79","70-79",235
"Kauno apskr.","Kaišiadorių r.","79","75-79","70-79",184
"Kauno apskr.","Kaišiadorių r.","80","80+","80+",206
"Kauno apskr.","Kaišiadorių r.","81","80+","80+",199
"Kauno apskr.","Kaišiadorių r.","82","80+","80+",192
"Kauno apskr.","Kaišiadorių r.","83","80+","80+",169
"Kauno apskr.","Kaišiadorių r.","84","80+","80+",161
"Kauno apskr.","Kaišiadorių r.","85 ir vyresni","80+","80+",778
"Kauno apskr.","Kauno m.","0","0-4","0-9",2848
"Kauno apskr.","Kauno m.","1","0-4","0-9",2984
"Kauno apskr.","Kauno m.","2","0-4","0-9",3295
"Kauno apskr.","Kauno m.","3","0-4","0-9",3263
"Kauno apskr.","Kauno m.","4","0-4","0-9",3425
"Kauno apskr.","Kauno m.","5","5-9","0-9",3258
"Kauno apskr.","Kauno m.","6","5-9","0-9",3074
"Kauno apskr.","Kauno m.","7","5-9","0-9",2912
"Kauno apskr.","Kauno m.","8","5-9","0-9",3013
"Kauno apskr.","Kauno m.","9","5-9","0-9",2989
"Kauno apskr.","Kauno m.","10","10-14","10-19",3251
"Kauno apskr.","Kauno m.","11","10-14","10-19",3098
"Kauno apskr.","Kauno m.","12","10-14","10-19",2661
"Kauno apskr.","Kauno m.","13","10-14","10-19",2479
"Kauno apskr.","Kauno m.","14","10-14","10-19",2351
"Kauno apskr.","Kauno m.","15","15-19","10-19",2362
