"day","profession","confirmed","confirmed_male","confirmed_female","active","recovered","deaths","updated"
2020-09-28,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-28,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-28,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-28,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-29,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-29,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-29,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-29,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-29,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-29,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-09-30,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-09-30,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-09-30,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-09-30,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-09-30,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-09-30,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-10-01,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-10-01,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-10-01,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-10-01,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-10-01,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-10-01,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-10-02,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-10-02,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-10-02,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-10-02,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-10-02,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-10-02,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-10-03,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-10-03,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-10-03,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-10-03,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-10-03,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-10-03,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-10-04,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-10-04,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-10-04,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-10-04,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-10-04,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-10-04,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-10-05,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-10-05,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-10-05,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-10-05,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-10-05,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-10-05,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-10-06,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-10-06,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-10-06,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-10-06,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-10-06,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-10-06,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-10-07,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-10-07,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-10-07,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-10-07,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-10-07,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-10-07,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-10-08,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-10-08,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-10-08,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-10-08,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-10-08,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-10-08,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-10-09,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-10-09,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-10-09,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-10-09,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-10-09,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-10-09,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-10-10,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-10-10,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-10-10,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-10-10,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-10-10,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-10-10,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-10-11,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-10-11,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-10-11,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-10-11,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-10-11,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-10-11,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-10-12,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-10-12,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-10-12,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-10-12,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-10-12,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-10-12,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-10-13,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-10-13,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-10-13,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-10-13,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-10-13,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-10-13,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-10-14,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-10-14,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-10-14,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-10-14,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-10-14,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-10-14,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-10-15,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-10-15,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-10-15,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-10-15,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-10-15,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-10-15,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
2020-10-16,"Kita",1289,633,656,222,987,71,"2020-06-05 08:58:29"
2020-10-16,"Kariškis",10,10,0,2,8,0,"2020-06-05 08:58:24"
2020-10-16,"Krovininio transporto vairuotojas",19,19,0,3,16,0,"2020-06-05 08:58:25"
2020-10-16,"Policininkas",4,3,1,0,4,0,"2020-06-05 08:58:26"
2020-10-16,"Sveikatos priežiūros specialistas",359,38,321,80,279,0,"2020-06-05 08:58:27"
2020-10-16,"Ugdymo įstaigos darbuotojas",13,1,12,5,8,0,"2020-06-05 08:58:27"
